op_id,block_type,repeat,layers,h1,h2,h3,h4,h5,op_type,input_shape,weight_shape,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
99,MLA+MoE,1,2,mlp,experts,,,,sum,"[[T, k, d_model]]",,"[[T, d_model]]",[98],2,mlp,experts,2,model.layers.2.mlp.experts,aten.sum.dim_IntList,[],prefill,True
100,MLA+MoE,1,2,mlp,shared_experts,gate_proj,,,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]","[[T, d_moe]]",[92],2,mlp,shared_experts,3,model.layers.2.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.2.mlp.shared_experts.gate_proj.weight],prefill,False
101,MLA+MoE,1,2,mlp,shared_experts,up_proj,,,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]","[[T, d_moe]]",[92],2,mlp,shared_experts,3,model.layers.2.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.2.mlp.shared_experts.up_proj.weight],prefill,False
102,MLA+MoE,1,2,mlp,shared_experts,act_fn,,,silu,"[[B, T, d_moe]]",,"[[B, T, d_moe]]",[100],2,mlp,shared_experts,3,model.layers.2.mlp.shared_experts.act_fn,aten.silu.default,[],prefill,False
103,MLA+MoE,1,2,mlp,shared_experts,,,,elementwise_mul,"[[B, T, d_moe], [B, T, d_moe]]",,"[[B, T, d_moe]]","[101, 102]",2,mlp,shared_experts,2,model.layers.2.mlp.shared_experts,aten.mul.Tensor,[],prefill,False
104,MLA+MoE,1,2,mlp,shared_experts,down_proj,,,matmul,"[[T, d_moe], [d_moe, d_model]]","[d_model, d_moe]","[[T, d_model]]",[103],2,mlp,shared_experts,3,model.layers.2.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.2.mlp.shared_experts.down_proj.weight],prefill,False
105,MLA+MoE,1,2,mlp,,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,"[[B, T, d_model]]","[99, 104]",2,mlp,,1,model.layers.2.mlp,aten.add.Tensor,[],prefill,False
106,MLA+MoE,1,2,,,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, B, d_model]]",,"[[B, T, n_hc, d_model]]","[88, 105]",2,,,0,model.layers.2,aten.mul.Tensor,[],prefill,False
107,MLA+MoE,1,2,,,,,,batched_matmul,"[[T, n_hc, n_hc], [T, n_hc, d_model]]",,"[[T, n_hc, d_model]]","[84, 89]",2,,,0,model.layers.2,aten.bmm.default,[],prefill,False
108,MLA+MoE,1,2,,,,,,elementwise_add,"[[B, T, n_hc, d_model], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[106, 107]",2,,,0,model.layers.2,aten.add.Tensor,[],prefill,False
109,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",attn_hc,input_norm,,,,rmsnorm,"[[B, T, n_hc*d_model]]",,"[[B, T, n_hc*d_model]]",[108],3,attn_hc,input_norm,2,model.layers.3.attn_hc.input_norm,pow+mean+add+rsqrt+mul,[],prefill,False
110,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",attn_hc,,,,,matmul,"[[T, n_hc*d_model], [n_hc*d_model, (2+n_hc)*n_hc]]","[(2+n_hc)*n_hc, n_hc*d_model]","[[T, (2+n_hc)*n_hc]]",[109],3,attn_hc,,1,model.layers.3.attn_hc,aten.mm.default,[model.layers.3.attn_hc.fn],prefill,False
111,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",attn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[110],3,attn_hc,,1,model.layers.3.attn_hc,aten.sigmoid.default,[],prefill,False
112,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",attn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[110],3,attn_hc,,1,model.layers.3.attn_hc,aten.sigmoid.default,[],prefill,False
113,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",attn_hc,,,,,softmax,"[[B, T, n_hc, n_hc]]",,"[[B, T, n_hc, n_hc]]",[110],3,attn_hc,,1,model.layers.3.attn_hc,aten._softmax.default,[],prefill,False
114,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",attn_hc,,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[108, 111]",3,attn_hc,,1,model.layers.3.attn_hc,aten.mul.Tensor,[],prefill,False
115,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",attn_hc,,,,,sum,"[[B, T, n_hc, d_model]]",,"[[B, T, d_model]]",[114],3,attn_hc,,1,model.layers.3.attn_hc,aten.sum.dim_IntList,[],prefill,True
116,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",input_layernorm,,,,,rmsnorm,"[[B, T, d_model]]",[d_model],"[[B, T, d_model]]",[115],3,input_layernorm,,1,model.layers.3.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.input_layernorm.weight],prefill,False
117,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",self_attn,q_a_proj,,,,matmul,"[[T, d_model], [d_model, c_q]]","[c_q, d_model]","[[T, c_q]]",[116],3,self_attn,q_a_proj,2,model.layers.3.self_attn.q_a_proj,aten.mm.default,[model.layers.3.self_attn.q_a_proj.weight],prefill,False
118,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",self_attn,q_a_norm,,,,rmsnorm,"[[B, T, c_q]]",[c_q],"[[B, T, c_q]]",[117],3,self_attn,q_a_norm,2,model.layers.3.self_attn.q_a_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.self_attn.q_a_norm.weight],prefill,False
119,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",self_attn,q_b_proj,,,,matmul,"[[T, c_q], [c_q, n_h*d_head]]","[n_h*d_head, c_q]","[[T, n_h*d_head]]",[118],3,self_attn,q_b_proj,2,model.layers.3.self_attn.q_b_proj,aten.mm.default,[model.layers.3.self_attn.q_b_proj.weight],prefill,False
120,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",self_attn,q_b_norm,,,,rmsnorm,"[[B, n_h, T, d_head]]",,"[[B, n_h, T, d_head]]",[119],3,self_attn,q_b_norm,2,model.layers.3.self_attn.q_b_norm,_to_copy+pow+mean+add+rsqrt+_to_copy+mul,[],prefill,False
121,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",self_attn,kv_proj,,,,matmul,"[[T, d_model], [d_model, d_head]]","[d_head, d_model]","[[T, d_head]]",[116],3,self_attn,kv_proj,2,model.layers.3.self_attn.kv_proj,aten.mm.default,[model.layers.3.self_attn.kv_proj.weight],prefill,False
122,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",self_attn,kv_norm,,,,rmsnorm,"[[B, T, d_head]]",[d_head],"[[B, T, d_head]]",[121],3,self_attn,kv_norm,2,model.layers.3.self_attn.kv_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.self_attn.kv_norm.weight],prefill,False
123,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",self_attn,compressor,kv_proj,,,matmul,"[[T, d_model], [d_model, d_head]]","[d_head, d_model]","[[T, d_head]]",[116],3,self_attn,compressor,3,model.layers.3.self_attn.compressor.kv_proj,aten.mm.default,[model.layers.3.self_attn.compressor.kv_proj.weight],prefill,False
124,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",self_attn,compressor,gate_proj,,,matmul,"[[T, d_model], [d_model, d_head]]","[d_head, d_model]","[[T, d_head]]",[116],3,self_attn,compressor,3,model.layers.3.self_attn.compressor.gate_proj,aten.mm.default,[model.layers.3.self_attn.compressor.gate_proj.weight],prefill,False
125,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",self_attn,compressor,,,,softmax,"[[B, T/m_hca, m_hca, d_head]]",,"[[B, T/m_hca, m_hca, d_head]]",[124],3,self_attn,compressor,2,model.layers.3.self_attn.compressor,aten._softmax.default,[],prefill,False
126,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",self_attn,compressor,kv_norm,,,rmsnorm,"[[B, T/m_hca, d_head]]",[d_head],"[[B, T/m_hca, d_head]]","[123, 125]",3,self_attn,compressor,3,model.layers.3.self_attn.compressor.kv_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.self_attn.compressor.kv_norm.weight],prefill,False
127,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",self_attn,,,,,batched_matmul,"[[n_h, T, d_head], [n_h, d_head, T+T/m_hca]]",,"[[n_h, T, T+T/m_hca]]","[120, 122, 126]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],prefill,False
128,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",self_attn,,,,,softmax,"[[B, n_h, T, T+T/m_hca+1]]",,"[[B, n_h, T, T+T/m_hca+1]]","[126, 127]",3,self_attn,,1,model.layers.3.self_attn,aten._softmax.default,[],prefill,False
129,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",self_attn,,,,,batched_matmul,"[[n_h, T, T+T/m_hca], [n_h, T+T/m_hca, d_head]]",,"[[n_h, T, d_head]]","[122, 126, 128]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],prefill,False
130,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",self_attn,o_a_proj,,,,batched_matmul,"[[g_o, T, n_h*d_head/g_o], [g_o, n_h*d_head/g_o, d_g]]","[g_o*d_g, n_h*d_head/g_o]","[[g_o, T, d_g]]",[129],3,self_attn,o_a_proj,2,model.layers.3.self_attn.o_a_proj,aten.bmm.default,[model.layers.3.self_attn.o_a_proj.weight],prefill,False
131,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",self_attn,o_b_proj,,,,matmul,"[[T, g_o*d_g], [g_o*d_g, d_model]]","[d_model, g_o*d_g]","[[T, d_model]]",[130],3,self_attn,o_b_proj,2,model.layers.3.self_attn.o_b_proj,aten.mm.default,[model.layers.3.self_attn.o_b_proj.weight],prefill,False
132,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",,,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, B, d_model]]",,"[[B, T, n_hc, d_model]]","[112, 131]",3,,,0,model.layers.3,aten.mul.Tensor,[],prefill,False
133,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",,,,,,batched_matmul,"[[T, n_hc, n_hc], [T, n_hc, d_model]]",,"[[T, n_hc, d_model]]","[108, 113]",3,,,0,model.layers.3,aten.bmm.default,[],prefill,False
134,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",,,,,,elementwise_add,"[[B, T, n_hc, d_model], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[132, 133]",3,,,0,model.layers.3,aten.add.Tensor,[],prefill,False
135,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",ffn_hc,input_norm,,,,rmsnorm,"[[B, T, n_hc*d_model]]",,"[[B, T, n_hc*d_model]]",[134],3,ffn_hc,input_norm,2,model.layers.3.ffn_hc.input_norm,pow+mean+add+rsqrt+mul,[],prefill,False
136,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",ffn_hc,,,,,matmul,"[[T, n_hc*d_model], [n_hc*d_model, (2+n_hc)*n_hc]]","[(2+n_hc)*n_hc, n_hc*d_model]","[[T, (2+n_hc)*n_hc]]",[135],3,ffn_hc,,1,model.layers.3.ffn_hc,aten.mm.default,[model.layers.3.ffn_hc.fn],prefill,False
137,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",ffn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[136],3,ffn_hc,,1,model.layers.3.ffn_hc,aten.sigmoid.default,[],prefill,False
138,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",ffn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[136],3,ffn_hc,,1,model.layers.3.ffn_hc,aten.sigmoid.default,[],prefill,False
139,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",ffn_hc,,,,,softmax,"[[B, T, n_hc, n_hc]]",,"[[B, T, n_hc, n_hc]]",[136],3,ffn_hc,,1,model.layers.3.ffn_hc,aten._softmax.default,[],prefill,False
140,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",ffn_hc,,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[134, 137]",3,ffn_hc,,1,model.layers.3.ffn_hc,aten.mul.Tensor,[],prefill,False
141,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",ffn_hc,,,,,sum,"[[B, T, n_hc, d_model]]",,"[[B, T, d_model]]",[140],3,ffn_hc,,1,model.layers.3.ffn_hc,aten.sum.dim_IntList,[],prefill,True
142,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",post_attention_layernorm,,,,,rmsnorm,"[[B, T, d_model]]",[d_model],"[[B, T, d_model]]",[141],3,post_attention_layernorm,,1,model.layers.3.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.post_attention_layernorm.weight],prefill,False
143,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",mlp,gate,,,,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]","[[T, E]]",[142],3,mlp,gate,2,model.layers.3.mlp.gate,aten.mm.default,[model.layers.3.mlp.gate.weight],prefill,False
144,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",mlp,experts,,,,grouped_matmul,"[[4*d_moe, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]","[[4*d_moe, 2*d_moe]]","[142, 143]",3,mlp,experts,2,model.layers.3.mlp.experts,aten._grouped_mm.default,[model.layers.3.mlp.experts.gate_up_proj],prefill,False
145,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",mlp,experts,act_fn,,,silu,"[[4*d_moe, d_moe]]",,"[[4*d_moe, d_moe]]",[144],3,mlp,experts,3,model.layers.3.mlp.experts.act_fn,aten.silu.default,[],prefill,False
146,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",mlp,experts,,,,elementwise_mul,"[[4*d_moe, d_moe], [4*d_moe, d_moe]]",,"[[4*d_moe, d_moe]]","[144, 145]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.mul.Tensor,[],prefill,False
147,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",mlp,experts,,,,grouped_matmul,"[[4*d_moe, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]","[[4*d_moe, d_model]]","[143, 146]",3,mlp,experts,2,model.layers.3.mlp.experts,aten._grouped_mm.default,[model.layers.3.mlp.experts.down_proj],prefill,False
148,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",mlp,experts,,,,elementwise_mul,"[[4*d_moe, d_model], [4*d_moe, B]]",,"[[4*d_moe, d_model]]","[143, 147]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.mul.Tensor,[],prefill,False
149,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",mlp,experts,,,,sum,"[[T, k, d_model]]",,"[[T, d_model]]","[143, 148]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.sum.dim_IntList,[],prefill,True
150,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",mlp,shared_experts,gate_proj,,,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]","[[T, d_moe]]",[142],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.3.mlp.shared_experts.gate_proj.weight],prefill,False
151,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",mlp,shared_experts,up_proj,,,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]","[[T, d_moe]]",[142],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.3.mlp.shared_experts.up_proj.weight],prefill,False
152,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",mlp,shared_experts,act_fn,,,silu,"[[B, T, d_moe]]",,"[[B, T, d_moe]]",[150],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.act_fn,aten.silu.default,[],prefill,False
153,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",mlp,shared_experts,,,,elementwise_mul,"[[B, T, d_moe], [B, T, d_moe]]",,"[[B, T, d_moe]]","[151, 152]",3,mlp,shared_experts,2,model.layers.3.mlp.shared_experts,aten.mul.Tensor,[],prefill,False
154,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",mlp,shared_experts,down_proj,,,matmul,"[[T, d_moe], [d_moe, d_model]]","[d_model, d_moe]","[[T, d_model]]",[153],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.3.mlp.shared_experts.down_proj.weight],prefill,False
155,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",mlp,,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,"[[B, T, d_model]]","[149, 154]",3,mlp,,1,model.layers.3.mlp,aten.add.Tensor,[],prefill,False
156,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",,,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, B, d_model]]",,"[[B, T, n_hc, d_model]]","[138, 155]",3,,,0,model.layers.3,aten.mul.Tensor,[],prefill,False
157,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",,,,,,batched_matmul,"[[T, n_hc, n_hc], [T, n_hc, d_model]]",,"[[T, n_hc, d_model]]","[134, 139]",3,,,0,model.layers.3,aten.bmm.default,[],prefill,False
158,MLA+MoE,29,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59",,,,,,elementwise_add,"[[B, T, n_hc, d_model], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[156, 157]",3,,,0,model.layers.3,aten.add.Tensor,[],prefill,False
159,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",attn_hc,input_norm,,,,rmsnorm,"[[B, T, n_hc*d_model]]",,"[[B, T, n_hc*d_model]]",[158],4,attn_hc,input_norm,2,model.layers.4.attn_hc.input_norm,pow+mean+add+rsqrt+mul,[],prefill,False
160,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",attn_hc,,,,,matmul,"[[T, n_hc*d_model], [n_hc*d_model, (2+n_hc)*n_hc]]","[(2+n_hc)*n_hc, n_hc*d_model]","[[T, (2+n_hc)*n_hc]]",[159],4,attn_hc,,1,model.layers.4.attn_hc,aten.mm.default,[model.layers.4.attn_hc.fn],prefill,False
161,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",attn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[160],4,attn_hc,,1,model.layers.4.attn_hc,aten.sigmoid.default,[],prefill,False
162,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",attn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[160],4,attn_hc,,1,model.layers.4.attn_hc,aten.sigmoid.default,[],prefill,False
163,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",attn_hc,,,,,softmax,"[[B, T, n_hc, n_hc]]",,"[[B, T, n_hc, n_hc]]",[160],4,attn_hc,,1,model.layers.4.attn_hc,aten._softmax.default,[],prefill,False
164,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",attn_hc,,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[158, 161]",4,attn_hc,,1,model.layers.4.attn_hc,aten.mul.Tensor,[],prefill,False
165,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",attn_hc,,,,,sum,"[[B, T, n_hc, d_model]]",,"[[B, T, d_model]]",[164],4,attn_hc,,1,model.layers.4.attn_hc,aten.sum.dim_IntList,[],prefill,True
166,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",input_layernorm,,,,,rmsnorm,"[[B, T, d_model]]",[d_model],"[[B, T, d_model]]",[165],4,input_layernorm,,1,model.layers.4.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.4.input_layernorm.weight],prefill,False
167,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,q_a_proj,,,,matmul,"[[T, d_model], [d_model, c_q]]","[c_q, d_model]","[[T, c_q]]",[166],4,self_attn,q_a_proj,2,model.layers.4.self_attn.q_a_proj,aten.mm.default,[model.layers.4.self_attn.q_a_proj.weight],prefill,False
168,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,q_a_norm,,,,rmsnorm,"[[B, T, c_q]]",[c_q],"[[B, T, c_q]]",[167],4,self_attn,q_a_norm,2,model.layers.4.self_attn.q_a_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.4.self_attn.q_a_norm.weight],prefill,False
169,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,q_b_proj,,,,matmul,"[[T, c_q], [c_q, n_h*d_head]]","[n_h*d_head, c_q]","[[T, n_h*d_head]]",[168],4,self_attn,q_b_proj,2,model.layers.4.self_attn.q_b_proj,aten.mm.default,[model.layers.4.self_attn.q_b_proj.weight],prefill,False
170,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,q_b_norm,,,,rmsnorm,"[[B, n_h, T, d_head]]",,"[[B, n_h, T, d_head]]",[169],4,self_attn,q_b_norm,2,model.layers.4.self_attn.q_b_norm,_to_copy+pow+mean+add+rsqrt+_to_copy+mul,[],prefill,False
171,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,kv_proj,,,,matmul,"[[T, d_model], [d_model, d_head]]","[d_head, d_model]","[[T, d_head]]",[166],4,self_attn,kv_proj,2,model.layers.4.self_attn.kv_proj,aten.mm.default,[model.layers.4.self_attn.kv_proj.weight],prefill,False
172,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,kv_norm,,,,rmsnorm,"[[B, T, d_head]]",[d_head],"[[B, T, d_head]]",[171],4,self_attn,kv_norm,2,model.layers.4.self_attn.kv_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.4.self_attn.kv_norm.weight],prefill,False
173,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,compressor,kv_proj,,,matmul,"[[T, d_model], [d_model, 2*n_kv*d_head]]","[2*n_kv*d_head, d_model]","[[T, 2*n_kv*d_head]]",[166],4,self_attn,compressor,3,model.layers.4.self_attn.compressor.kv_proj,aten.mm.default,[model.layers.4.self_attn.compressor.kv_proj.weight],prefill,False
