op_id,block_type,repeat,layers,h1,h2,h3,h4,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
86,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, B, d_head_kda]]","[63, 66, 69, 74, 75, 77, 79, 81, 83, 85]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False
87,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,exp,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]","[71, 72]",1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False
88,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, B, d_head_kda]]","[63, 66, 69, 74, 75, 77, 79, 81, 83, 85, 87]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False
89,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,exp,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]","[71, 72]",1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False
90,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, B, d_head_kda]]","[63, 66, 69, 74, 75, 77, 79, 81, 83, 85, 87, 89]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False
91,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,exp,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]","[71, 72]",1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False
92,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, B, d_head_kda]]","[63, 66, 69, 74, 75, 77, 79, 81, 83, 85, 87, 89, 91]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False
93,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,exp,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]","[71, 72]",1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False
94,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, B, d_head_kda]]","[63, 66, 69, 74, 75, 77, 79, 81, 83, 85, 87, 89, 91, 93]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False
95,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,exp,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]","[71, 72]",1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False
96,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, B, d_head_kda]]","[63, 66, 69, 74, 75, 77, 79, 81, 83, 85, 87, 89, 91, 93, 95]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False
97,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,exp,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]","[71, 72]",1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False
98,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, B, d_head_kda]]","[63, 66, 69, 74, 75, 77, 79, 81, 83, 85, 87, 89, 91, 93, 95, 97]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False
99,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,exp,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]","[71, 72]",1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False
100,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, B, d_head_kda]]","[63, 66, 69, 74, 75, 77, 79, 81, 83, 85, 87, 89, 91, 93, 95, 97, 99]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False
101,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,exp,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]","[71, 72]",1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False
102,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, B, d_head_kda]]","[63, 66, 69, 74, 75, 77, 79, 81, 83, 85, 87, 89, 91, 93, 95, 97, 99, 101]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False
103,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,exp,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]","[71, 72]",1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False
104,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, B, d_head_kda]]","[63, 66, 69, 74, 75, 77, 79, 81, 83, 85, 87, 89, 91, 93, 95, 97, 99, 101, 103]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False
105,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,exp,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]","[71, 72]",1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False
106,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, B, d_head_kda]]","[63, 66, 69, 74, 75, 77, 79, 81, 83, 85, 87, 89, 91, 93, 95, 97, 99, 101, 103, 105]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False
107,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,g_a_proj,,,matmul,"[[T, d_model], [d_model, d_head_kda]]","[d_head_kda, d_model]",1,"[[T, d_head_kda]]",[60],1,self_attn,g_a_proj,2,model.layers.1.self_attn.g_a_proj,aten.mm.default,[model.layers.1.self_attn.g_a_proj.weight],prefill,False
108,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,g_b_proj,,,matmul,"[[T, d_head_kda], [d_head_kda, n_h_kda*d_head_kda]]","[n_h_kda*d_head_kda, d_head_kda]",1,"[[T, n_h_kda*d_head_kda]]",[107],1,self_attn,g_b_proj,2,model.layers.1.self_attn.g_b_proj,aten.mm.default,[model.layers.1.self_attn.g_b_proj.weight],prefill,False
109,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,o_norm,,,rmsnorm,"[[B, T, n_h_kda, d_head_kda]]",[d_head_kda],-1,"[[B, T, n_h_kda, d_head_kda]]","[69, 108]",1,self_attn,o_norm,2,model.layers.1.self_attn.o_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul+sigmoid+mul,[model.layers.1.self_attn.o_norm.weight],prefill,False
110,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",self_attn,o_proj,,,matmul,"[[T, n_h_kda*d_head_kda], [n_h_kda*d_head_kda, d_model]]","[d_model, n_h_kda*d_head_kda]",1,"[[T, d_model]]",[109],1,self_attn,o_proj,2,model.layers.1.self_attn.o_proj,aten.mm.default,[model.layers.1.self_attn.o_proj.weight],prefill,False
111,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[59, 110]",1,,,0,model.layers.1,aten.add.Tensor,[],prefill,False
112,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",post_attention_layernorm,,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[111],1,post_attention_layernorm,,1,model.layers.1.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.1.post_attention_layernorm.weight],prefill,False
113,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,gate,,,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]",1,"[[T, E]]",[112],1,block_sparse_moe,gate,2,model.layers.1.block_sparse_moe.gate,aten.mm.default,[model.layers.1.block_sparse_moe.gate.weight],prefill,False
114,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,gate,,,sigmoid,"[[T, E]]",,,"[[T, E]]",[113],1,block_sparse_moe,gate,2,model.layers.1.block_sparse_moe.gate,aten.sigmoid.default,[],prefill,False
115,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,0,w1,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[112, 114]",1,block_sparse_moe,experts,4,model.layers.1.block_sparse_moe.experts.0.w1,aten.mm.default,[model.layers.1.block_sparse_moe.experts.0.w1.weight],prefill,False
116,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,0,act_fn,silu,"[[4*k, d_moe]]",,,"[[4*k, d_moe]]",[115],1,block_sparse_moe,experts,4,model.layers.1.block_sparse_moe.experts.0.act_fn,aten.silu.default,[],prefill,False
117,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,0,w3,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[112, 114]",1,block_sparse_moe,experts,4,model.layers.1.block_sparse_moe.experts.0.w3,aten.mm.default,[model.layers.1.block_sparse_moe.experts.0.w3.weight],prefill,False
118,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,0,,elementwise_mul,"[[4*k, d_moe], [4*k, d_moe]]",,,"[[4*k, d_moe]]","[116, 117]",1,block_sparse_moe,experts,3,model.layers.1.block_sparse_moe.experts.0,aten.mul.Tensor,[],prefill,False
119,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,0,w2,matmul,"[[4*k, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[4*k, d_model]]",[118],1,block_sparse_moe,experts,4,model.layers.1.block_sparse_moe.experts.0.w2,aten.mm.default,[model.layers.1.block_sparse_moe.experts.0.w2.weight],prefill,False
120,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,1,w1,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[112, 114]",1,block_sparse_moe,experts,4,model.layers.1.block_sparse_moe.experts.1.w1,aten.mm.default,[model.layers.1.block_sparse_moe.experts.1.w1.weight],prefill,False
121,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,1,act_fn,silu,"[[4*k, d_moe]]",,,"[[4*k, d_moe]]",[120],1,block_sparse_moe,experts,4,model.layers.1.block_sparse_moe.experts.1.act_fn,aten.silu.default,[],prefill,False
122,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,1,w3,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[112, 114]",1,block_sparse_moe,experts,4,model.layers.1.block_sparse_moe.experts.1.w3,aten.mm.default,[model.layers.1.block_sparse_moe.experts.1.w3.weight],prefill,False
123,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,1,,elementwise_mul,"[[4*k, d_moe], [4*k, d_moe]]",,,"[[4*k, d_moe]]","[121, 122]",1,block_sparse_moe,experts,3,model.layers.1.block_sparse_moe.experts.1,aten.mul.Tensor,[],prefill,False
124,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,1,w2,matmul,"[[4*k, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[4*k, d_model]]",[123],1,block_sparse_moe,experts,4,model.layers.1.block_sparse_moe.experts.1.w2,aten.mm.default,[model.layers.1.block_sparse_moe.experts.1.w2.weight],prefill,False
125,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,2,w1,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[112, 114]",1,block_sparse_moe,experts,4,model.layers.1.block_sparse_moe.experts.2.w1,aten.mm.default,[model.layers.1.block_sparse_moe.experts.2.w1.weight],prefill,False
126,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,2,act_fn,silu,"[[4*k, d_moe]]",,,"[[4*k, d_moe]]",[125],1,block_sparse_moe,experts,4,model.layers.1.block_sparse_moe.experts.2.act_fn,aten.silu.default,[],prefill,False
127,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,2,w3,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[112, 114]",1,block_sparse_moe,experts,4,model.layers.1.block_sparse_moe.experts.2.w3,aten.mm.default,[model.layers.1.block_sparse_moe.experts.2.w3.weight],prefill,False
128,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,2,,elementwise_mul,"[[4*k, d_moe], [4*k, d_moe]]",,,"[[4*k, d_moe]]","[126, 127]",1,block_sparse_moe,experts,3,model.layers.1.block_sparse_moe.experts.2,aten.mul.Tensor,[],prefill,False
129,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,2,w2,matmul,"[[4*k, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[4*k, d_model]]",[128],1,block_sparse_moe,experts,4,model.layers.1.block_sparse_moe.experts.2.w2,aten.mm.default,[model.layers.1.block_sparse_moe.experts.2.w2.weight],prefill,False
130,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,3,w1,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[112, 114]",1,block_sparse_moe,experts,4,model.layers.1.block_sparse_moe.experts.3.w1,aten.mm.default,[model.layers.1.block_sparse_moe.experts.3.w1.weight],prefill,False
131,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,3,act_fn,silu,"[[4*k, d_moe]]",,,"[[4*k, d_moe]]",[130],1,block_sparse_moe,experts,4,model.layers.1.block_sparse_moe.experts.3.act_fn,aten.silu.default,[],prefill,False
132,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,3,w3,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[112, 114]",1,block_sparse_moe,experts,4,model.layers.1.block_sparse_moe.experts.3.w3,aten.mm.default,[model.layers.1.block_sparse_moe.experts.3.w3.weight],prefill,False
133,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,3,,elementwise_mul,"[[4*k, d_moe], [4*k, d_moe]]",,,"[[4*k, d_moe]]","[131, 132]",1,block_sparse_moe,experts,3,model.layers.1.block_sparse_moe.experts.3,aten.mul.Tensor,[],prefill,False
134,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,experts,3,w2,matmul,"[[4*k, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[4*k, d_model]]",[133],1,block_sparse_moe,experts,4,model.layers.1.block_sparse_moe.experts.3.w2,aten.mm.default,[model.layers.1.block_sparse_moe.experts.3.w2.weight],prefill,False
135,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,,,,concat,"[[4*k, d_model], [4*k, d_model], [4*k, d_model], [4*k, d_model]]",,,"[[k*T, d_model]]","[119, 124, 129, 134]",1,block_sparse_moe,,1,model.layers.1.block_sparse_moe,aten.cat.default,[],prefill,False
136,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,,,,sum,"[[T, k, d_model]]",,,"[[T, d_model]]","[114, 135]",1,block_sparse_moe,,1,model.layers.1.block_sparse_moe,aten.sum.dim_IntList,[],prefill,True
137,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,shared_experts,gate_proj,,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[T, d_moe]]",[112],1,block_sparse_moe,shared_experts,3,model.layers.1.block_sparse_moe.shared_experts.gate_proj,aten.mm.default,[model.layers.1.block_sparse_moe.shared_experts.gate_proj.weight],prefill,False
138,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,shared_experts,act_fn,,silu,"[[B, T, d_moe]]",,,"[[B, T, d_moe]]",[137],1,block_sparse_moe,shared_experts,3,model.layers.1.block_sparse_moe.shared_experts.act_fn,aten.silu.default,[],prefill,False
139,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,shared_experts,up_proj,,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[T, d_moe]]",[112],1,block_sparse_moe,shared_experts,3,model.layers.1.block_sparse_moe.shared_experts.up_proj,aten.mm.default,[model.layers.1.block_sparse_moe.shared_experts.up_proj.weight],prefill,False
140,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,shared_experts,,,elementwise_mul,"[[B, T, d_moe], [B, T, d_moe]]",,,"[[B, T, d_moe]]","[138, 139]",1,block_sparse_moe,shared_experts,2,model.layers.1.block_sparse_moe.shared_experts,aten.mul.Tensor,[],prefill,False
141,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,shared_experts,down_proj,,matmul,"[[T, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[T, d_model]]",[140],1,block_sparse_moe,shared_experts,3,model.layers.1.block_sparse_moe.shared_experts.down_proj,aten.mm.default,[model.layers.1.block_sparse_moe.shared_experts.down_proj.weight],prefill,False
142,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[136, 141]",1,block_sparse_moe,,1,model.layers.1.block_sparse_moe,aten.add.Tensor,[],prefill,False
143,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[111, 142]",1,,,0,model.layers.1,aten.add.Tensor,[],prefill,False
144,MLA+MoE,7,"3,7,11,15,19,23,26",input_layernorm,,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[143],3,input_layernorm,,1,model.layers.3.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.input_layernorm.weight],prefill,False
145,MLA+MoE,7,"3,7,11,15,19,23,26",self_attn,q_proj,,,matmul,"[[T, d_model], [d_model, n_h*(d_nope+d_rope)]]","[n_h*(d_nope+d_rope), d_model]",1,"[[T, n_h*(d_nope+d_rope)]]",[144],3,self_attn,q_proj,2,model.layers.3.self_attn.q_proj,aten.mm.default,[model.layers.3.self_attn.q_proj.weight],prefill,False
146,MLA+MoE,7,"3,7,11,15,19,23,26",self_attn,kv_a_proj_with_mqa,,,matmul,"[[T, d_model], [d_model, c_kv+d_rope]]","[c_kv+d_rope, d_model]",1,"[[T, c_kv+d_rope]]",[144],3,self_attn,kv_a_proj_with_mqa,2,model.layers.3.self_attn.kv_a_proj_with_mqa,aten.mm.default,[model.layers.3.self_attn.kv_a_proj_with_mqa.weight],prefill,False
147,MLA+MoE,7,"3,7,11,15,19,23,26",self_attn,kv_a_layernorm,,,rmsnorm,"[[B, T, c_kv]]",[c_kv],-1,"[[B, T, c_kv]]",[146],3,self_attn,kv_a_layernorm,2,model.layers.3.self_attn.kv_a_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.self_attn.kv_a_layernorm.weight],prefill,False
148,MLA+MoE,7,"3,7,11,15,19,23,26",self_attn,kv_b_proj,,,matmul,"[[T, c_kv], [c_kv, n_h*(d_nope+d_v)]]","[n_h*(d_nope+d_v), c_kv]",1,"[[T, n_h*(d_nope+d_v)]]",[147],3,self_attn,kv_b_proj,2,model.layers.3.self_attn.kv_b_proj,aten.mm.default,[model.layers.3.self_attn.kv_b_proj.weight],prefill,False
149,MLA+MoE,7,"3,7,11,15,19,23,26",self_attn,,,,batched_matmul,"[[n_h, T, d_nope+d_rope], [n_h, d_nope+d_rope, T]]",,,"[[n_h, T, T]]","[145, 146, 148]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],prefill,False
150,MLA+MoE,7,"3,7,11,15,19,23,26",self_attn,,,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[149],3,self_attn,,1,model.layers.3.self_attn,aten._softmax.default,[],prefill,False
151,MLA+MoE,7,"3,7,11,15,19,23,26",self_attn,,,,batched_matmul,"[[n_h, T, T], [n_h, T, d_nope]]",,,"[[n_h, T, d_nope]]","[148, 150]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],prefill,False
152,MLA+MoE,7,"3,7,11,15,19,23,26",self_attn,o_proj,,,matmul,"[[T, n_h*d_v], [n_h*d_v, d_model]]","[d_model, n_h*d_v]",1,"[[T, d_model]]",[151],3,self_attn,o_proj,2,model.layers.3.self_attn.o_proj,aten.mm.default,[model.layers.3.self_attn.o_proj.weight],prefill,False
153,MLA+MoE,7,"3,7,11,15,19,23,26",,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[143, 152]",3,,,0,model.layers.3,aten.add.Tensor,[],prefill,False
154,MLA+MoE,7,"3,7,11,15,19,23,26",post_attention_layernorm,,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[153],3,post_attention_layernorm,,1,model.layers.3.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.post_attention_layernorm.weight],prefill,False
155,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,gate,,,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]",1,"[[T, E]]",[154],3,block_sparse_moe,gate,2,model.layers.3.block_sparse_moe.gate,aten.mm.default,[model.layers.3.block_sparse_moe.gate.weight],prefill,False
156,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,gate,,,sigmoid,"[[T, E]]",,,"[[T, E]]",[155],3,block_sparse_moe,gate,2,model.layers.3.block_sparse_moe.gate,aten.sigmoid.default,[],prefill,False
157,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,0,w1,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[154, 156]",3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.0.w1,aten.mm.default,[model.layers.3.block_sparse_moe.experts.0.w1.weight],prefill,False
158,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,0,act_fn,silu,"[[4*k, d_moe]]",,,"[[4*k, d_moe]]",[157],3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.0.act_fn,aten.silu.default,[],prefill,False
159,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,0,w3,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[154, 156]",3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.0.w3,aten.mm.default,[model.layers.3.block_sparse_moe.experts.0.w3.weight],prefill,False
160,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,0,,elementwise_mul,"[[4*k, d_moe], [4*k, d_moe]]",,,"[[4*k, d_moe]]","[158, 159]",3,block_sparse_moe,experts,3,model.layers.3.block_sparse_moe.experts.0,aten.mul.Tensor,[],prefill,False
161,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,0,w2,matmul,"[[4*k, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[4*k, d_model]]",[160],3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.0.w2,aten.mm.default,[model.layers.3.block_sparse_moe.experts.0.w2.weight],prefill,False
162,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,1,w1,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[154, 156]",3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.1.w1,aten.mm.default,[model.layers.3.block_sparse_moe.experts.1.w1.weight],prefill,False
163,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,1,act_fn,silu,"[[4*k, d_moe]]",,,"[[4*k, d_moe]]",[162],3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.1.act_fn,aten.silu.default,[],prefill,False
164,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,1,w3,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[154, 156]",3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.1.w3,aten.mm.default,[model.layers.3.block_sparse_moe.experts.1.w3.weight],prefill,False
