op_id,block_type,repeat,layers,h1,h2,h3,h4,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
81,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,shared_experts,down_proj,,matmul,"[[B, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[B, d_model]]",[80],1,block_sparse_moe,shared_experts,3,model.layers.1.block_sparse_moe.shared_experts.down_proj,aten.mm.default,[model.layers.1.block_sparse_moe.shared_experts.down_proj.weight],decode,False
82,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",block_sparse_moe,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[76, 81]",1,block_sparse_moe,,1,model.layers.1.block_sparse_moe,aten.add.Tensor,[],decode,False
83,SSM+MoE,19,"1-2,4-6,8-10,12-14,16-18,20-22,24-25",,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[51, 82]",1,,,0,model.layers.1,aten.add.Tensor,[],decode,False
84,MLA+MoE,7,"3,7,11,15,19,23,26",input_layernorm,,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[83],3,input_layernorm,,1,model.layers.3.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.input_layernorm.weight],decode,False
85,MLA+MoE,7,"3,7,11,15,19,23,26",self_attn,q_proj,,,matmul,"[[B, d_model], [d_model, n_h*(d_nope+d_rope)]]","[n_h*(d_nope+d_rope), d_model]",1,"[[B, n_h*(d_nope+d_rope)]]",[84],3,self_attn,q_proj,2,model.layers.3.self_attn.q_proj,aten.mm.default,[model.layers.3.self_attn.q_proj.weight],decode,False
86,MLA+MoE,7,"3,7,11,15,19,23,26",self_attn,kv_a_proj_with_mqa,,,matmul,"[[B, d_model], [d_model, c_kv+d_rope]]","[c_kv+d_rope, d_model]",1,"[[B, c_kv+d_rope]]",[84],3,self_attn,kv_a_proj_with_mqa,2,model.layers.3.self_attn.kv_a_proj_with_mqa,aten.mm.default,[model.layers.3.self_attn.kv_a_proj_with_mqa.weight],decode,False
87,MLA+MoE,7,"3,7,11,15,19,23,26",self_attn,kv_a_layernorm,,,rmsnorm,"[[B, 1, c_kv]]",[c_kv],-1,"[[B, 1, c_kv]]",[86],3,self_attn,kv_a_layernorm,2,model.layers.3.self_attn.kv_a_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.self_attn.kv_a_layernorm.weight],decode,False
88,MLA+MoE,7,"3,7,11,15,19,23,26",self_attn,kv_b_proj,,,matmul,"[[B, c_kv], [c_kv, n_h*(d_nope+d_v)]]","[n_h*(d_nope+d_v), c_kv]",1,"[[B, n_h*(d_nope+d_v)]]",[87],3,self_attn,kv_b_proj,2,model.layers.3.self_attn.kv_b_proj,aten.mm.default,[model.layers.3.self_attn.kv_b_proj.weight],decode,False
89,MLA+MoE,7,"3,7,11,15,19,23,26",self_attn,,,,batched_matmul,"[[n_h, B, d_nope+d_rope], [n_h, d_nope+d_rope, T+1]]",,,"[[n_h, B, T+1]]","[85, 86, 88]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],decode,False
90,MLA+MoE,7,"3,7,11,15,19,23,26",self_attn,,,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[89],3,self_attn,,1,model.layers.3.self_attn,aten._softmax.default,[],decode,False
91,MLA+MoE,7,"3,7,11,15,19,23,26",self_attn,,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_nope]]",,,"[[n_h, B, d_nope]]","[88, 90]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],decode,False
92,MLA+MoE,7,"3,7,11,15,19,23,26",self_attn,o_proj,,,matmul,"[[B, n_h*d_v], [n_h*d_v, d_model]]","[d_model, n_h*d_v]",1,"[[B, d_model]]",[91],3,self_attn,o_proj,2,model.layers.3.self_attn.o_proj,aten.mm.default,[model.layers.3.self_attn.o_proj.weight],decode,False
93,MLA+MoE,7,"3,7,11,15,19,23,26",,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[83, 92]",3,,,0,model.layers.3,aten.add.Tensor,[],decode,False
94,MLA+MoE,7,"3,7,11,15,19,23,26",post_attention_layernorm,,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[93],3,post_attention_layernorm,,1,model.layers.3.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.post_attention_layernorm.weight],decode,False
95,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,gate,,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]",[94],3,block_sparse_moe,gate,2,model.layers.3.block_sparse_moe.gate,aten.mm.default,[model.layers.3.block_sparse_moe.gate.weight],decode,False
96,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,gate,,,sigmoid,"[[B, E]]",,,"[[B, E]]",[95],3,block_sparse_moe,gate,2,model.layers.3.block_sparse_moe.gate,aten.sigmoid.default,[],decode,False
97,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,0,w1,matmul,"[[2, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[2, d_moe]]","[94, 96]",3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.0.w1,aten.mm.default,[model.layers.3.block_sparse_moe.experts.0.w1.weight],decode,False
98,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,0,act_fn,silu,"[[2, d_moe]]",,,"[[2, d_moe]]",[97],3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.0.act_fn,aten.silu.default,[],decode,False
99,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,0,w3,matmul,"[[2, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[2, d_moe]]","[94, 96]",3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.0.w3,aten.mm.default,[model.layers.3.block_sparse_moe.experts.0.w3.weight],decode,False
100,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,0,,elementwise_mul,"[[2, d_moe], [2, d_moe]]",,,"[[2, d_moe]]","[98, 99]",3,block_sparse_moe,experts,3,model.layers.3.block_sparse_moe.experts.0,aten.mul.Tensor,[],decode,False
101,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,0,w2,matmul,"[[2, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[2, d_model]]",[100],3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.0.w2,aten.mm.default,[model.layers.3.block_sparse_moe.experts.0.w2.weight],decode,False
102,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,1,w1,matmul,"[[2, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[2, d_moe]]","[94, 96]",3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.1.w1,aten.mm.default,[model.layers.3.block_sparse_moe.experts.1.w1.weight],decode,False
103,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,1,act_fn,silu,"[[2, d_moe]]",,,"[[2, d_moe]]",[102],3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.1.act_fn,aten.silu.default,[],decode,False
104,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,1,w3,matmul,"[[2, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[2, d_moe]]","[94, 96]",3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.1.w3,aten.mm.default,[model.layers.3.block_sparse_moe.experts.1.w3.weight],decode,False
105,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,1,,elementwise_mul,"[[2, d_moe], [2, d_moe]]",,,"[[2, d_moe]]","[103, 104]",3,block_sparse_moe,experts,3,model.layers.3.block_sparse_moe.experts.1,aten.mul.Tensor,[],decode,False
106,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,1,w2,matmul,"[[2, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[2, d_model]]",[105],3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.1.w2,aten.mm.default,[model.layers.3.block_sparse_moe.experts.1.w2.weight],decode,False
107,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,2,w1,matmul,"[[2, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[2, d_moe]]","[94, 96]",3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.2.w1,aten.mm.default,[model.layers.3.block_sparse_moe.experts.2.w1.weight],decode,False
108,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,2,act_fn,silu,"[[2, d_moe]]",,,"[[2, d_moe]]",[107],3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.2.act_fn,aten.silu.default,[],decode,False
109,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,2,w3,matmul,"[[2, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[2, d_moe]]","[94, 96]",3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.2.w3,aten.mm.default,[model.layers.3.block_sparse_moe.experts.2.w3.weight],decode,False
110,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,2,,elementwise_mul,"[[2, d_moe], [2, d_moe]]",,,"[[2, d_moe]]","[108, 109]",3,block_sparse_moe,experts,3,model.layers.3.block_sparse_moe.experts.2,aten.mul.Tensor,[],decode,False
111,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,2,w2,matmul,"[[2, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[2, d_model]]",[110],3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.2.w2,aten.mm.default,[model.layers.3.block_sparse_moe.experts.2.w2.weight],decode,False
112,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,3,w1,matmul,"[[2, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[2, d_moe]]","[94, 96]",3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.3.w1,aten.mm.default,[model.layers.3.block_sparse_moe.experts.3.w1.weight],decode,False
113,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,3,act_fn,silu,"[[2, d_moe]]",,,"[[2, d_moe]]",[112],3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.3.act_fn,aten.silu.default,[],decode,False
114,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,3,w3,matmul,"[[2, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[2, d_moe]]","[94, 96]",3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.3.w3,aten.mm.default,[model.layers.3.block_sparse_moe.experts.3.w3.weight],decode,False
115,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,3,,elementwise_mul,"[[2, d_moe], [2, d_moe]]",,,"[[2, d_moe]]","[113, 114]",3,block_sparse_moe,experts,3,model.layers.3.block_sparse_moe.experts.3,aten.mul.Tensor,[],decode,False
116,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,3,w2,matmul,"[[2, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[2, d_model]]",[115],3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.3.w2,aten.mm.default,[model.layers.3.block_sparse_moe.experts.3.w2.weight],decode,False
117,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,,,,concat,"[[2, d_model], [2, d_model], [2, d_model], [2, d_model]]",,,"[[k, d_model]]","[101, 106, 111, 116]",3,block_sparse_moe,,1,model.layers.3.block_sparse_moe,aten.cat.default,[],decode,False
118,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,,,,sum,"[[B, k, d_model]]",,,"[[B, d_model]]","[96, 117]",3,block_sparse_moe,,1,model.layers.3.block_sparse_moe,aten.sum.dim_IntList,[],decode,True
119,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,shared_experts,gate_proj,,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[94],3,block_sparse_moe,shared_experts,3,model.layers.3.block_sparse_moe.shared_experts.gate_proj,aten.mm.default,[model.layers.3.block_sparse_moe.shared_experts.gate_proj.weight],decode,False
120,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,shared_experts,act_fn,,silu,"[[B, 1, d_moe]]",,,"[[B, 1, d_moe]]",[119],3,block_sparse_moe,shared_experts,3,model.layers.3.block_sparse_moe.shared_experts.act_fn,aten.silu.default,[],decode,False
121,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,shared_experts,up_proj,,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[94],3,block_sparse_moe,shared_experts,3,model.layers.3.block_sparse_moe.shared_experts.up_proj,aten.mm.default,[model.layers.3.block_sparse_moe.shared_experts.up_proj.weight],decode,False
122,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,shared_experts,,,elementwise_mul,"[[B, 1, d_moe], [B, 1, d_moe]]",,,"[[B, 1, d_moe]]","[120, 121]",3,block_sparse_moe,shared_experts,2,model.layers.3.block_sparse_moe.shared_experts,aten.mul.Tensor,[],decode,False
123,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,shared_experts,down_proj,,matmul,"[[B, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[B, d_model]]",[122],3,block_sparse_moe,shared_experts,3,model.layers.3.block_sparse_moe.shared_experts.down_proj,aten.mm.default,[model.layers.3.block_sparse_moe.shared_experts.down_proj.weight],decode,False
124,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[118, 123]",3,block_sparse_moe,,1,model.layers.3.block_sparse_moe,aten.add.Tensor,[],decode,False
125,MLA+MoE,7,"3,7,11,15,19,23,26",,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[93, 124]",3,,,0,model.layers.3,aten.add.Tensor,[],decode,False
126,norm,1,,model,norm,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[125],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm.weight],decode,False
127,head,1,,lm_head,,,,matmul,"[[B, d_model], [d_model, V]]","[V, d_model]",1,"[[B, V]]",[126],,other,,1,lm_head,aten.mm.default,[lm_head.weight],decode,False
