op_id,h1,h2,h3,h4,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
6255,block_sparse_moe,gate,,,bitwise_not,"[[T, E]]",,,"[[T, E]]",[6253],4,block_sparse_moe,gate,2,model.layers.4.block_sparse_moe.gate,aten.bitwise_not.default,[],prefill,True
6256,block_sparse_moe,gate,,,masked_fill,"[[T, E], [T, E]]",,,"[[T, E]]","[6236, 6255]",4,block_sparse_moe,gate,2,model.layers.4.block_sparse_moe.gate,aten.masked_fill.Scalar,[],prefill,True
6257,block_sparse_moe,gate,,,topk,"[[T, E]]",,,"[[T, k], [T, k]]",[6256],4,block_sparse_moe,gate,2,model.layers.4.block_sparse_moe.gate,aten.topk.default,[],prefill,False
6258,block_sparse_moe,gate,,,gather,"[[T, E], [T, k]]",,,"[[T, k]]","[6231, 6257]",4,block_sparse_moe,gate,2,model.layers.4.block_sparse_moe.gate,aten.gather.default,[],prefill,True
6259,block_sparse_moe,gate,,,sum,"[[T, k]]",,,"[[T, 1]]",[6258],4,block_sparse_moe,gate,2,model.layers.4.block_sparse_moe.gate,aten.sum.dim_IntList,[],prefill,True
6260,block_sparse_moe,gate,,,elementwise_add,"[[T, 1]]",,,"[[T, 1]]",[6259],4,block_sparse_moe,gate,2,model.layers.4.block_sparse_moe.gate,aten.add.Tensor,[],prefill,False
6261,block_sparse_moe,gate,,,div,"[[T, k], [T, 1]]",,,"[[T, k]]","[6258, 6260]",4,block_sparse_moe,gate,2,model.layers.4.block_sparse_moe.gate,aten.div.Tensor,[],prefill,True
6262,block_sparse_moe,gate,,,elementwise_mul,"[[T, k]]",,,"[[T, k]]",[6261],4,block_sparse_moe,gate,2,model.layers.4.block_sparse_moe.gate,aten.mul.Tensor,[],prefill,False
6263,block_sparse_moe,,,,view,"[[B, T, d_model]]",,,"[[T, d_model]]",[6221],4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.view.default,[],prefill,True
6265,block_sparse_moe,,,,new_zeros,"[[T, k]]",,,"[[T, E]]",[6257],4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.new_zeros.default,[],prefill,True
6266,block_sparse_moe,,,,scatter_,"[[T, E], [T, k]]",,,"[[T, E]]","[6257, 6265]",4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.scatter_.value,[],prefill,True
6267,block_sparse_moe,,,,view,"[[T, k]]",,,[[k*T]],[6257],4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.view.default,[],prefill,True
6269,block_sparse_moe,,,,sort,[[k*T]],,,"[[k*T], [k*T]]",[6267],4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.sort.default,[],prefill,False
6270,block_sparse_moe,,,,floor_divide,[[k*T]],,,[[k*T]],[6269],4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.floor_divide.default,[],prefill,True
6273,block_sparse_moe,,,,index,"[[T, d_model], [k*T]]",,,"[[k*T, d_model]]","[6263, 6270]",4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.index.Tensor,[],prefill,True
6276,block_sparse_moe,,,,slice,"[[k*T, d_model]]",,,"[[4*k, d_model]]",[6273],4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.slice.Tensor,[],prefill,True
6278,block_sparse_moe,experts,0,w1,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.0.w1,aten.t.default,[model.layers.4.block_sparse_moe.experts.0.w1.weight],prefill,True
6280,block_sparse_moe,experts,0,w1,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[6276, 6278]",4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.0.w1,aten.mm.default,[model.layers.4.block_sparse_moe.experts.0.w1.weight],prefill,False
6281,block_sparse_moe,experts,0,act_fn,silu,"[[4*k, d_moe]]",,,"[[4*k, d_moe]]",[6280],4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.0.act_fn,aten.silu.default,[],prefill,False
6282,block_sparse_moe,experts,0,w3,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.0.w3,aten.t.default,[model.layers.4.block_sparse_moe.experts.0.w3.weight],prefill,True
6284,block_sparse_moe,experts,0,w3,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[6276, 6282]",4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.0.w3,aten.mm.default,[model.layers.4.block_sparse_moe.experts.0.w3.weight],prefill,False
6285,block_sparse_moe,experts,0,,elementwise_mul,"[[4*k, d_moe], [4*k, d_moe]]",,,"[[4*k, d_moe]]","[6281, 6284]",4,block_sparse_moe,experts,3,model.layers.4.block_sparse_moe.experts.0,aten.mul.Tensor,[],prefill,False
6286,block_sparse_moe,experts,0,w2,t,"[[d_model, d_moe]]","[d_model, d_moe]",0,"[[d_moe, d_model]]",[],4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.0.w2,aten.t.default,[model.layers.4.block_sparse_moe.experts.0.w2.weight],prefill,True
6288,block_sparse_moe,experts,0,w2,matmul,"[[4*k, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[4*k, d_model]]","[6285, 6286]",4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.0.w2,aten.mm.default,[model.layers.4.block_sparse_moe.experts.0.w2.weight],prefill,False
6291,block_sparse_moe,,,,slice,"[[k*T, d_model]]",,,"[[4*k, d_model]]",[6273],4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.slice.Tensor,[],prefill,True
6293,block_sparse_moe,experts,1,w1,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.1.w1,aten.t.default,[model.layers.4.block_sparse_moe.experts.1.w1.weight],prefill,True
6295,block_sparse_moe,experts,1,w1,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[6291, 6293]",4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.1.w1,aten.mm.default,[model.layers.4.block_sparse_moe.experts.1.w1.weight],prefill,False
6296,block_sparse_moe,experts,1,act_fn,silu,"[[4*k, d_moe]]",,,"[[4*k, d_moe]]",[6295],4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.1.act_fn,aten.silu.default,[],prefill,False
6297,block_sparse_moe,experts,1,w3,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.1.w3,aten.t.default,[model.layers.4.block_sparse_moe.experts.1.w3.weight],prefill,True
6299,block_sparse_moe,experts,1,w3,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[6291, 6297]",4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.1.w3,aten.mm.default,[model.layers.4.block_sparse_moe.experts.1.w3.weight],prefill,False
6300,block_sparse_moe,experts,1,,elementwise_mul,"[[4*k, d_moe], [4*k, d_moe]]",,,"[[4*k, d_moe]]","[6296, 6299]",4,block_sparse_moe,experts,3,model.layers.4.block_sparse_moe.experts.1,aten.mul.Tensor,[],prefill,False
6301,block_sparse_moe,experts,1,w2,t,"[[d_model, d_moe]]","[d_model, d_moe]",0,"[[d_moe, d_model]]",[],4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.1.w2,aten.t.default,[model.layers.4.block_sparse_moe.experts.1.w2.weight],prefill,True
6303,block_sparse_moe,experts,1,w2,matmul,"[[4*k, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[4*k, d_model]]","[6300, 6301]",4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.1.w2,aten.mm.default,[model.layers.4.block_sparse_moe.experts.1.w2.weight],prefill,False
6306,block_sparse_moe,,,,slice,"[[k*T, d_model]]",,,"[[4*k, d_model]]",[6273],4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.slice.Tensor,[],prefill,True
6308,block_sparse_moe,experts,2,w1,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.2.w1,aten.t.default,[model.layers.4.block_sparse_moe.experts.2.w1.weight],prefill,True
6310,block_sparse_moe,experts,2,w1,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[6306, 6308]",4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.2.w1,aten.mm.default,[model.layers.4.block_sparse_moe.experts.2.w1.weight],prefill,False
6311,block_sparse_moe,experts,2,act_fn,silu,"[[4*k, d_moe]]",,,"[[4*k, d_moe]]",[6310],4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.2.act_fn,aten.silu.default,[],prefill,False
6312,block_sparse_moe,experts,2,w3,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.2.w3,aten.t.default,[model.layers.4.block_sparse_moe.experts.2.w3.weight],prefill,True
6314,block_sparse_moe,experts,2,w3,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[6306, 6312]",4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.2.w3,aten.mm.default,[model.layers.4.block_sparse_moe.experts.2.w3.weight],prefill,False
6315,block_sparse_moe,experts,2,,elementwise_mul,"[[4*k, d_moe], [4*k, d_moe]]",,,"[[4*k, d_moe]]","[6311, 6314]",4,block_sparse_moe,experts,3,model.layers.4.block_sparse_moe.experts.2,aten.mul.Tensor,[],prefill,False
6316,block_sparse_moe,experts,2,w2,t,"[[d_model, d_moe]]","[d_model, d_moe]",0,"[[d_moe, d_model]]",[],4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.2.w2,aten.t.default,[model.layers.4.block_sparse_moe.experts.2.w2.weight],prefill,True
6318,block_sparse_moe,experts,2,w2,matmul,"[[4*k, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[4*k, d_model]]","[6315, 6316]",4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.2.w2,aten.mm.default,[model.layers.4.block_sparse_moe.experts.2.w2.weight],prefill,False
6321,block_sparse_moe,,,,slice,"[[k*T, d_model]]",,,"[[4*k, d_model]]",[6273],4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.slice.Tensor,[],prefill,True
6323,block_sparse_moe,experts,3,w1,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.3.w1,aten.t.default,[model.layers.4.block_sparse_moe.experts.3.w1.weight],prefill,True
6325,block_sparse_moe,experts,3,w1,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[6321, 6323]",4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.3.w1,aten.mm.default,[model.layers.4.block_sparse_moe.experts.3.w1.weight],prefill,False
6326,block_sparse_moe,experts,3,act_fn,silu,"[[4*k, d_moe]]",,,"[[4*k, d_moe]]",[6325],4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.3.act_fn,aten.silu.default,[],prefill,False
6327,block_sparse_moe,experts,3,w3,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.3.w3,aten.t.default,[model.layers.4.block_sparse_moe.experts.3.w3.weight],prefill,True
6329,block_sparse_moe,experts,3,w3,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[6321, 6327]",4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.3.w3,aten.mm.default,[model.layers.4.block_sparse_moe.experts.3.w3.weight],prefill,False
6330,block_sparse_moe,experts,3,,elementwise_mul,"[[4*k, d_moe], [4*k, d_moe]]",,,"[[4*k, d_moe]]","[6326, 6329]",4,block_sparse_moe,experts,3,model.layers.4.block_sparse_moe.experts.3,aten.mul.Tensor,[],prefill,False
6331,block_sparse_moe,experts,3,w2,t,"[[d_model, d_moe]]","[d_model, d_moe]",0,"[[d_moe, d_model]]",[],4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.3.w2,aten.t.default,[model.layers.4.block_sparse_moe.experts.3.w2.weight],prefill,True
6333,block_sparse_moe,experts,3,w2,matmul,"[[4*k, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[4*k, d_model]]","[6330, 6331]",4,block_sparse_moe,experts,4,model.layers.4.block_sparse_moe.experts.3.w2,aten.mm.default,[model.layers.4.block_sparse_moe.experts.3.w2.weight],prefill,False
6334,block_sparse_moe,,,,concat,"[[4*k, d_model], [4*k, d_model], [4*k, d_model], [4*k, d_model]]",,,"[[k*T, d_model]]","[6288, 6303, 6318, 6333]",4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.cat.default,[],prefill,False
6335,block_sparse_moe,,,,empty_like,"[[k*T, d_model]]",,,"[[k*T, d_model]]",[6334],4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.empty_like.default,[],prefill,True
6339,block_sparse_moe,,,,index_put_,"[[k*T, d_model], [k*T], [k*T, d_model]]",,,"[[k*T, d_model]]","[6269, 6334, 6335]",4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.index_put_.default,[],prefill,True
6340,block_sparse_moe,,,,view,"[[k*T, d_model]]",,,"[[T, k, d_model]]",[6339],4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.view.default,[],prefill,True
6343,block_sparse_moe,,,,_to_copy,"[[T, k, d_model]]",,,"[[T, k, d_model]]",[6340],4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten._to_copy.default,[],prefill,True
6344,block_sparse_moe,,,,unsqueeze,"[[T, k]]",,,"[[T, k, 1]]",[6262],4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.unsqueeze.default,[],prefill,True
6346,block_sparse_moe,,,,mul_,"[[T, k, d_model], [T, k, 1]]",,,"[[T, k, d_model]]","[6343, 6344]",4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.mul_.Tensor,[],prefill,True
6347,block_sparse_moe,,,,sum,"[[T, k, d_model]]",,,"[[T, d_model]]",[6346],4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.sum.dim_IntList,[],prefill,True
6349,block_sparse_moe,,,,_to_copy,"[[T, d_model]]",,,"[[T, d_model]]",[6347],4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten._to_copy.default,[],prefill,True
6350,block_sparse_moe,,,,view,"[[T, d_model]]",,,"[[B, T, d_model]]",[6349],4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.view.default,[],prefill,True
6352,block_sparse_moe,shared_experts,gate_proj,,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],4,block_sparse_moe,shared_experts,3,model.layers.4.block_sparse_moe.shared_experts.gate_proj,aten.t.default,[model.layers.4.block_sparse_moe.shared_experts.gate_proj.weight],prefill,True
6354,block_sparse_moe,shared_experts,gate_proj,,view,"[[B, T, d_model]]",,,"[[T, d_model]]",[6221],4,block_sparse_moe,shared_experts,3,model.layers.4.block_sparse_moe.shared_experts.gate_proj,aten.view.default,[],prefill,True
6356,block_sparse_moe,shared_experts,gate_proj,,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[T, d_moe]]","[6352, 6354]",4,block_sparse_moe,shared_experts,3,model.layers.4.block_sparse_moe.shared_experts.gate_proj,aten.mm.default,[model.layers.4.block_sparse_moe.shared_experts.gate_proj.weight],prefill,False
6357,block_sparse_moe,shared_experts,gate_proj,,_unsafe_view,"[[T, d_moe]]",,,"[[B, T, d_moe]]",[6356],4,block_sparse_moe,shared_experts,3,model.layers.4.block_sparse_moe.shared_experts.gate_proj,aten._unsafe_view.default,[],prefill,True
6358,block_sparse_moe,shared_experts,act_fn,,silu,"[[B, T, d_moe]]",,,"[[B, T, d_moe]]",[6357],4,block_sparse_moe,shared_experts,3,model.layers.4.block_sparse_moe.shared_experts.act_fn,aten.silu.default,[],prefill,False
6359,block_sparse_moe,shared_experts,up_proj,,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],4,block_sparse_moe,shared_experts,3,model.layers.4.block_sparse_moe.shared_experts.up_proj,aten.t.default,[model.layers.4.block_sparse_moe.shared_experts.up_proj.weight],prefill,True
6361,block_sparse_moe,shared_experts,up_proj,,view,"[[B, T, d_model]]",,,"[[T, d_model]]",[6221],4,block_sparse_moe,shared_experts,3,model.layers.4.block_sparse_moe.shared_experts.up_proj,aten.view.default,[],prefill,True
6363,block_sparse_moe,shared_experts,up_proj,,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[T, d_moe]]","[6359, 6361]",4,block_sparse_moe,shared_experts,3,model.layers.4.block_sparse_moe.shared_experts.up_proj,aten.mm.default,[model.layers.4.block_sparse_moe.shared_experts.up_proj.weight],prefill,False
6364,block_sparse_moe,shared_experts,up_proj,,_unsafe_view,"[[T, d_moe]]",,,"[[B, T, d_moe]]",[6363],4,block_sparse_moe,shared_experts,3,model.layers.4.block_sparse_moe.shared_experts.up_proj,aten._unsafe_view.default,[],prefill,True
6365,block_sparse_moe,shared_experts,,,elementwise_mul,"[[B, T, d_moe], [B, T, d_moe]]",,,"[[B, T, d_moe]]","[6358, 6364]",4,block_sparse_moe,shared_experts,2,model.layers.4.block_sparse_moe.shared_experts,aten.mul.Tensor,[],prefill,False
6366,block_sparse_moe,shared_experts,down_proj,,t,"[[d_model, d_moe]]","[d_model, d_moe]",0,"[[d_moe, d_model]]",[],4,block_sparse_moe,shared_experts,3,model.layers.4.block_sparse_moe.shared_experts.down_proj,aten.t.default,[model.layers.4.block_sparse_moe.shared_experts.down_proj.weight],prefill,True
6368,block_sparse_moe,shared_experts,down_proj,,view,"[[B, T, d_moe]]",,,"[[T, d_moe]]",[6365],4,block_sparse_moe,shared_experts,3,model.layers.4.block_sparse_moe.shared_experts.down_proj,aten.view.default,[],prefill,True
6370,block_sparse_moe,shared_experts,down_proj,,matmul,"[[T, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[T, d_model]]","[6366, 6368]",4,block_sparse_moe,shared_experts,3,model.layers.4.block_sparse_moe.shared_experts.down_proj,aten.mm.default,[model.layers.4.block_sparse_moe.shared_experts.down_proj.weight],prefill,False
6371,block_sparse_moe,shared_experts,down_proj,,_unsafe_view,"[[T, d_model]]",,,"[[B, T, d_model]]",[6370],4,block_sparse_moe,shared_experts,3,model.layers.4.block_sparse_moe.shared_experts.down_proj,aten._unsafe_view.default,[],prefill,True
6372,block_sparse_moe,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[6350, 6371]",4,block_sparse_moe,,1,model.layers.4.block_sparse_moe,aten.add.Tensor,[],prefill,False
6373,,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[6213, 6372]",4,,,0,model.layers.4,aten.add.Tensor,[],prefill,False
6374,input_layernorm,,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[6373],5,input_layernorm,,1,model.layers.5.input_layernorm,aten._to_copy.default,[],prefill,True
6375,input_layernorm,,,,pow,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[6374],5,input_layernorm,,1,model.layers.5.input_layernorm,aten.pow.Tensor_Scalar,[],prefill,False
6376,input_layernorm,,,,mean,"[[B, T, d_model]]",,,"[[B, T, 1]]",[6375],5,input_layernorm,,1,model.layers.5.input_layernorm,aten.mean.dim,[],prefill,False
6377,input_layernorm,,,,elementwise_add,"[[B, T, 1]]",,,"[[B, T, 1]]",[6376],5,input_layernorm,,1,model.layers.5.input_layernorm,aten.add.Tensor,[],prefill,False
6378,input_layernorm,,,,rsqrt,"[[B, T, 1]]",,,"[[B, T, 1]]",[6377],5,input_layernorm,,1,model.layers.5.input_layernorm,aten.rsqrt.default,[],prefill,False
6379,input_layernorm,,,,elementwise_mul,"[[B, T, d_model], [B, T, 1]]",,,"[[B, T, d_model]]","[6374, 6378]",5,input_layernorm,,1,model.layers.5.input_layernorm,aten.mul.Tensor,[],prefill,False
6380,input_layernorm,,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[6379],5,input_layernorm,,1,model.layers.5.input_layernorm,aten._to_copy.default,[],prefill,True
6381,input_layernorm,,,,elementwise_mul,"[[d_model], [B, T, d_model]]",,,"[[B, T, d_model]]",[6380],5,input_layernorm,,1,model.layers.5.input_layernorm,aten.mul.Tensor,[model.layers.5.input_layernorm.weight],prefill,False
6382,self_attn,q_proj,,,t,"[[n_h_kda*d_head_kda, d_model]]","[n_h_kda*d_head_kda, d_model]",0,"[[d_model, n_h_kda*d_head_kda]]",[],5,self_attn,q_proj,2,model.layers.5.self_attn.q_proj,aten.t.default,[model.layers.5.self_attn.q_proj.weight],prefill,True
6384,self_attn,q_proj,,,view,"[[B, T, d_model]]",,,"[[T, d_model]]",[6381],5,self_attn,q_proj,2,model.layers.5.self_attn.q_proj,aten.view.default,[],prefill,True
6386,self_attn,q_proj,,,matmul,"[[T, d_model], [d_model, n_h_kda*d_head_kda]]","[n_h_kda*d_head_kda, d_model]",1,"[[T, n_h_kda*d_head_kda]]","[6382, 6384]",5,self_attn,q_proj,2,model.layers.5.self_attn.q_proj,aten.mm.default,[model.layers.5.self_attn.q_proj.weight],prefill,False
6387,self_attn,q_proj,,,_unsafe_view,"[[T, n_h_kda*d_head_kda]]",,,"[[B, T, n_h_kda*d_head_kda]]",[6386],5,self_attn,q_proj,2,model.layers.5.self_attn.q_proj,aten._unsafe_view.default,[],prefill,True
6388,self_attn,q_conv1d,,,transpose,"[[B, T, n_h_kda*d_head_kda]]",,,"[[B, n_h_kda*d_head_kda, T]]",[6387],5,self_attn,q_conv1d,2,model.layers.5.self_attn.q_conv1d,aten.transpose.int,[],prefill,True
6390,self_attn,q_conv1d,conv,,conv1d,"[[B, n_h_kda*d_head_kda, T], [n_h_kda*d_head_kda, 1, d_conv]]","[n_h_kda*d_head_kda, 1, d_conv]",1,"[[B, n_h_kda*d_head_kda, T+d_conv-1]]",[6388],5,self_attn,q_conv1d,3,model.layers.5.self_attn.q_conv1d.conv,aten.convolution.default,[model.layers.5.self_attn.q_conv1d.conv.weight],prefill,False
6393,self_attn,q_conv1d,,,slice,"[[B, n_h_kda*d_head_kda, T+d_conv-1]]",,,"[[B, n_h_kda*d_head_kda, T]]",[6390],5,self_attn,q_conv1d,2,model.layers.5.self_attn.q_conv1d,aten.slice.Tensor,[],prefill,True
6395,self_attn,q_conv1d,,,transpose,"[[B, n_h_kda*d_head_kda, T]]",,,"[[B, T, n_h_kda*d_head_kda]]",[6393],5,self_attn,q_conv1d,2,model.layers.5.self_attn.q_conv1d,aten.transpose.int,[],prefill,True
6397,self_attn,q_conv1d,,,silu,"[[B, T, n_h_kda*d_head_kda]]",,,"[[B, T, n_h_kda*d_head_kda]]",[6395],5,self_attn,q_conv1d,2,model.layers.5.self_attn.q_conv1d,aten.silu.default,[],prefill,False
6400,self_attn,q_conv1d,,,slice,"[[B, n_h_kda*d_head_kda, T]]",,,"[[B, n_h_kda*d_head_kda, 3]]",[6388],5,self_attn,q_conv1d,2,model.layers.5.self_attn.q_conv1d,aten.slice.Tensor,[],prefill,True
6402,self_attn,k_proj,,,t,"[[n_h_kda*d_head_kda, d_model]]","[n_h_kda*d_head_kda, d_model]",0,"[[d_model, n_h_kda*d_head_kda]]",[],5,self_attn,k_proj,2,model.layers.5.self_attn.k_proj,aten.t.default,[model.layers.5.self_attn.k_proj.weight],prefill,True
6404,self_attn,k_proj,,,view,"[[B, T, d_model]]",,,"[[T, d_model]]",[6381],5,self_attn,k_proj,2,model.layers.5.self_attn.k_proj,aten.view.default,[],prefill,True
6406,self_attn,k_proj,,,matmul,"[[T, d_model], [d_model, n_h_kda*d_head_kda]]","[n_h_kda*d_head_kda, d_model]",1,"[[T, n_h_kda*d_head_kda]]","[6402, 6404]",5,self_attn,k_proj,2,model.layers.5.self_attn.k_proj,aten.mm.default,[model.layers.5.self_attn.k_proj.weight],prefill,False
6407,self_attn,k_proj,,,_unsafe_view,"[[T, n_h_kda*d_head_kda]]",,,"[[B, T, n_h_kda*d_head_kda]]",[6406],5,self_attn,k_proj,2,model.layers.5.self_attn.k_proj,aten._unsafe_view.default,[],prefill,True
6408,self_attn,k_conv1d,,,transpose,"[[B, T, n_h_kda*d_head_kda]]",,,"[[B, n_h_kda*d_head_kda, T]]",[6407],5,self_attn,k_conv1d,2,model.layers.5.self_attn.k_conv1d,aten.transpose.int,[],prefill,True
6410,self_attn,k_conv1d,conv,,conv1d,"[[B, n_h_kda*d_head_kda, T], [n_h_kda*d_head_kda, 1, d_conv]]","[n_h_kda*d_head_kda, 1, d_conv]",1,"[[B, n_h_kda*d_head_kda, T+d_conv-1]]",[6408],5,self_attn,k_conv1d,3,model.layers.5.self_attn.k_conv1d.conv,aten.convolution.default,[model.layers.5.self_attn.k_conv1d.conv.weight],prefill,False
6413,self_attn,k_conv1d,,,slice,"[[B, n_h_kda*d_head_kda, T+d_conv-1]]",,,"[[B, n_h_kda*d_head_kda, T]]",[6410],5,self_attn,k_conv1d,2,model.layers.5.self_attn.k_conv1d,aten.slice.Tensor,[],prefill,True
6415,self_attn,k_conv1d,,,transpose,"[[B, n_h_kda*d_head_kda, T]]",,,"[[B, T, n_h_kda*d_head_kda]]",[6413],5,self_attn,k_conv1d,2,model.layers.5.self_attn.k_conv1d,aten.transpose.int,[],prefill,True
6417,self_attn,k_conv1d,,,silu,"[[B, T, n_h_kda*d_head_kda]]",,,"[[B, T, n_h_kda*d_head_kda]]",[6415],5,self_attn,k_conv1d,2,model.layers.5.self_attn.k_conv1d,aten.silu.default,[],prefill,False
6420,self_attn,k_conv1d,,,slice,"[[B, n_h_kda*d_head_kda, T]]",,,"[[B, n_h_kda*d_head_kda, 3]]",[6408],5,self_attn,k_conv1d,2,model.layers.5.self_attn.k_conv1d,aten.slice.Tensor,[],prefill,True
6422,self_attn,v_proj,,,t,"[[n_h_kda*d_head_kda, d_model]]","[n_h_kda*d_head_kda, d_model]",0,"[[d_model, n_h_kda*d_head_kda]]",[],5,self_attn,v_proj,2,model.layers.5.self_attn.v_proj,aten.t.default,[model.layers.5.self_attn.v_proj.weight],prefill,True
6424,self_attn,v_proj,,,view,"[[B, T, d_model]]",,,"[[T, d_model]]",[6381],5,self_attn,v_proj,2,model.layers.5.self_attn.v_proj,aten.view.default,[],prefill,True
6426,self_attn,v_proj,,,matmul,"[[T, d_model], [d_model, n_h_kda*d_head_kda]]","[n_h_kda*d_head_kda, d_model]",1,"[[T, n_h_kda*d_head_kda]]","[6422, 6424]",5,self_attn,v_proj,2,model.layers.5.self_attn.v_proj,aten.mm.default,[model.layers.5.self_attn.v_proj.weight],prefill,False
