op_id,h1,h2,h3,h4,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
2231,block_sparse_moe,shared_experts,up_proj,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2091],5,block_sparse_moe,shared_experts,3,model.layers.5.block_sparse_moe.shared_experts.up_proj,aten.view.default,[],decode,True
2233,block_sparse_moe,shared_experts,up_proj,,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]","[2229, 2231]",5,block_sparse_moe,shared_experts,3,model.layers.5.block_sparse_moe.shared_experts.up_proj,aten.mm.default,[model.layers.5.block_sparse_moe.shared_experts.up_proj.weight],decode,False
2234,block_sparse_moe,shared_experts,up_proj,,_unsafe_view,"[[B, d_moe]]",,,"[[B, 1, d_moe]]",[2233],5,block_sparse_moe,shared_experts,3,model.layers.5.block_sparse_moe.shared_experts.up_proj,aten._unsafe_view.default,[],decode,True
2235,block_sparse_moe,shared_experts,,,elementwise_mul,"[[B, 1, d_moe], [B, 1, d_moe]]",,,"[[B, 1, d_moe]]","[2228, 2234]",5,block_sparse_moe,shared_experts,2,model.layers.5.block_sparse_moe.shared_experts,aten.mul.Tensor,[],decode,False
2236,block_sparse_moe,shared_experts,down_proj,,t,"[[d_model, d_moe]]","[d_model, d_moe]",0,"[[d_moe, d_model]]",[],5,block_sparse_moe,shared_experts,3,model.layers.5.block_sparse_moe.shared_experts.down_proj,aten.t.default,[model.layers.5.block_sparse_moe.shared_experts.down_proj.weight],decode,True
2238,block_sparse_moe,shared_experts,down_proj,,view,"[[B, 1, d_moe]]",,,"[[B, d_moe]]",[2235],5,block_sparse_moe,shared_experts,3,model.layers.5.block_sparse_moe.shared_experts.down_proj,aten.view.default,[],decode,True
2240,block_sparse_moe,shared_experts,down_proj,,matmul,"[[B, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[B, d_model]]","[2236, 2238]",5,block_sparse_moe,shared_experts,3,model.layers.5.block_sparse_moe.shared_experts.down_proj,aten.mm.default,[model.layers.5.block_sparse_moe.shared_experts.down_proj.weight],decode,False
2241,block_sparse_moe,shared_experts,down_proj,,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[2240],5,block_sparse_moe,shared_experts,3,model.layers.5.block_sparse_moe.shared_experts.down_proj,aten._unsafe_view.default,[],decode,True
2242,block_sparse_moe,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[2220, 2241]",5,block_sparse_moe,,1,model.layers.5.block_sparse_moe,aten.add.Tensor,[],decode,False
2243,,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[2083, 2242]",5,,,0,model.layers.5,aten.add.Tensor,[],decode,False
2244,input_layernorm,,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2243],6,input_layernorm,,1,model.layers.6.input_layernorm,aten._to_copy.default,[],decode,True
2245,input_layernorm,,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2244],6,input_layernorm,,1,model.layers.6.input_layernorm,aten.pow.Tensor_Scalar,[],decode,False
2246,input_layernorm,,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[2245],6,input_layernorm,,1,model.layers.6.input_layernorm,aten.mean.dim,[],decode,False
2247,input_layernorm,,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2246],6,input_layernorm,,1,model.layers.6.input_layernorm,aten.add.Tensor,[],decode,False
2248,input_layernorm,,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[2247],6,input_layernorm,,1,model.layers.6.input_layernorm,aten.rsqrt.default,[],decode,False
2249,input_layernorm,,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[2244, 2248]",6,input_layernorm,,1,model.layers.6.input_layernorm,aten.mul.Tensor,[],decode,False
2250,input_layernorm,,,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[2249],6,input_layernorm,,1,model.layers.6.input_layernorm,aten._to_copy.default,[],decode,True
2251,input_layernorm,,,,elementwise_mul,"[[d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]",[2250],6,input_layernorm,,1,model.layers.6.input_layernorm,aten.mul.Tensor,[model.layers.6.input_layernorm.weight],decode,False
2252,self_attn,q_proj,,,t,"[[n_h_kda*d_head_kda, d_model]]","[n_h_kda*d_head_kda, d_model]",0,"[[d_model, n_h_kda*d_head_kda]]",[],6,self_attn,q_proj,2,model.layers.6.self_attn.q_proj,aten.t.default,[model.layers.6.self_attn.q_proj.weight],decode,True
2254,self_attn,q_proj,,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2251],6,self_attn,q_proj,2,model.layers.6.self_attn.q_proj,aten.view.default,[],decode,True
2256,self_attn,q_proj,,,matmul,"[[B, d_model], [d_model, n_h_kda*d_head_kda]]","[n_h_kda*d_head_kda, d_model]",1,"[[B, n_h_kda*d_head_kda]]","[2252, 2254]",6,self_attn,q_proj,2,model.layers.6.self_attn.q_proj,aten.mm.default,[model.layers.6.self_attn.q_proj.weight],decode,False
2257,self_attn,q_proj,,,_unsafe_view,"[[B, n_h_kda*d_head_kda]]",,,"[[B, 1, n_h_kda*d_head_kda]]",[2256],6,self_attn,q_proj,2,model.layers.6.self_attn.q_proj,aten._unsafe_view.default,[],decode,True
2258,self_attn,q_conv1d,,,transpose,"[[B, 1, n_h_kda*d_head_kda]]",,,"[[B, n_h_kda*d_head_kda, 1]]",[2257],6,self_attn,q_conv1d,2,model.layers.6.self_attn.q_conv1d,aten.transpose.int,[],decode,True
2260,self_attn,q_conv1d,,,concat,"[[B, n_h_kda*d_head_kda, 3], [B, n_h_kda*d_head_kda, 1]]",,,"[[B, n_h_kda*d_head_kda, d_conv]]",[2258],6,self_attn,q_conv1d,2,model.layers.6.self_attn.q_conv1d,aten.cat.default,[],decode,False
2261,self_attn,q_conv1d,,,conv1d,"[[B, n_h_kda*d_head_kda, d_conv], [n_h_kda*d_head_kda, 1, d_conv]]","[n_h_kda*d_head_kda, 1, d_conv]",1,"[[B, n_h_kda*d_head_kda, 1]]",[2260],6,self_attn,q_conv1d,2,model.layers.6.self_attn.q_conv1d,aten.convolution.default,[model.layers.6.self_attn.q_conv1d.conv.weight],decode,False
2264,self_attn,q_conv1d,,,slice,"[[B, n_h_kda*d_head_kda, 1]]",,,"[[B, n_h_kda*d_head_kda, 1]]",[2261],6,self_attn,q_conv1d,2,model.layers.6.self_attn.q_conv1d,aten.slice.Tensor,[],decode,True
2266,self_attn,q_conv1d,,,transpose,"[[B, n_h_kda*d_head_kda, 1]]",,,"[[B, 1, n_h_kda*d_head_kda]]",[2264],6,self_attn,q_conv1d,2,model.layers.6.self_attn.q_conv1d,aten.transpose.int,[],decode,True
2268,self_attn,q_conv1d,,,silu,"[[B, 1, n_h_kda*d_head_kda]]",,,"[[B, 1, n_h_kda*d_head_kda]]",[2266],6,self_attn,q_conv1d,2,model.layers.6.self_attn.q_conv1d,aten.silu.default,[],decode,False
2271,self_attn,q_conv1d,,,slice,"[[B, n_h_kda*d_head_kda, d_conv]]",,,"[[B, n_h_kda*d_head_kda, 3]]",[2260],6,self_attn,q_conv1d,2,model.layers.6.self_attn.q_conv1d,aten.slice.Tensor,[],decode,True
2273,self_attn,k_proj,,,t,"[[n_h_kda*d_head_kda, d_model]]","[n_h_kda*d_head_kda, d_model]",0,"[[d_model, n_h_kda*d_head_kda]]",[],6,self_attn,k_proj,2,model.layers.6.self_attn.k_proj,aten.t.default,[model.layers.6.self_attn.k_proj.weight],decode,True
2275,self_attn,k_proj,,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2251],6,self_attn,k_proj,2,model.layers.6.self_attn.k_proj,aten.view.default,[],decode,True
2277,self_attn,k_proj,,,matmul,"[[B, d_model], [d_model, n_h_kda*d_head_kda]]","[n_h_kda*d_head_kda, d_model]",1,"[[B, n_h_kda*d_head_kda]]","[2273, 2275]",6,self_attn,k_proj,2,model.layers.6.self_attn.k_proj,aten.mm.default,[model.layers.6.self_attn.k_proj.weight],decode,False
2278,self_attn,k_proj,,,_unsafe_view,"[[B, n_h_kda*d_head_kda]]",,,"[[B, 1, n_h_kda*d_head_kda]]",[2277],6,self_attn,k_proj,2,model.layers.6.self_attn.k_proj,aten._unsafe_view.default,[],decode,True
2279,self_attn,k_conv1d,,,transpose,"[[B, 1, n_h_kda*d_head_kda]]",,,"[[B, n_h_kda*d_head_kda, 1]]",[2278],6,self_attn,k_conv1d,2,model.layers.6.self_attn.k_conv1d,aten.transpose.int,[],decode,True
2281,self_attn,k_conv1d,,,concat,"[[B, n_h_kda*d_head_kda, 3], [B, n_h_kda*d_head_kda, 1]]",,,"[[B, n_h_kda*d_head_kda, d_conv]]",[2279],6,self_attn,k_conv1d,2,model.layers.6.self_attn.k_conv1d,aten.cat.default,[],decode,False
2282,self_attn,k_conv1d,,,conv1d,"[[B, n_h_kda*d_head_kda, d_conv], [n_h_kda*d_head_kda, 1, d_conv]]","[n_h_kda*d_head_kda, 1, d_conv]",1,"[[B, n_h_kda*d_head_kda, 1]]",[2281],6,self_attn,k_conv1d,2,model.layers.6.self_attn.k_conv1d,aten.convolution.default,[model.layers.6.self_attn.k_conv1d.conv.weight],decode,False
2285,self_attn,k_conv1d,,,slice,"[[B, n_h_kda*d_head_kda, 1]]",,,"[[B, n_h_kda*d_head_kda, 1]]",[2282],6,self_attn,k_conv1d,2,model.layers.6.self_attn.k_conv1d,aten.slice.Tensor,[],decode,True
2287,self_attn,k_conv1d,,,transpose,"[[B, n_h_kda*d_head_kda, 1]]",,,"[[B, 1, n_h_kda*d_head_kda]]",[2285],6,self_attn,k_conv1d,2,model.layers.6.self_attn.k_conv1d,aten.transpose.int,[],decode,True
2289,self_attn,k_conv1d,,,silu,"[[B, 1, n_h_kda*d_head_kda]]",,,"[[B, 1, n_h_kda*d_head_kda]]",[2287],6,self_attn,k_conv1d,2,model.layers.6.self_attn.k_conv1d,aten.silu.default,[],decode,False
2292,self_attn,k_conv1d,,,slice,"[[B, n_h_kda*d_head_kda, d_conv]]",,,"[[B, n_h_kda*d_head_kda, 3]]",[2281],6,self_attn,k_conv1d,2,model.layers.6.self_attn.k_conv1d,aten.slice.Tensor,[],decode,True
2294,self_attn,v_proj,,,t,"[[n_h_kda*d_head_kda, d_model]]","[n_h_kda*d_head_kda, d_model]",0,"[[d_model, n_h_kda*d_head_kda]]",[],6,self_attn,v_proj,2,model.layers.6.self_attn.v_proj,aten.t.default,[model.layers.6.self_attn.v_proj.weight],decode,True
2296,self_attn,v_proj,,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2251],6,self_attn,v_proj,2,model.layers.6.self_attn.v_proj,aten.view.default,[],decode,True
2298,self_attn,v_proj,,,matmul,"[[B, d_model], [d_model, n_h_kda*d_head_kda]]","[n_h_kda*d_head_kda, d_model]",1,"[[B, n_h_kda*d_head_kda]]","[2294, 2296]",6,self_attn,v_proj,2,model.layers.6.self_attn.v_proj,aten.mm.default,[model.layers.6.self_attn.v_proj.weight],decode,False
2299,self_attn,v_proj,,,_unsafe_view,"[[B, n_h_kda*d_head_kda]]",,,"[[B, 1, n_h_kda*d_head_kda]]",[2298],6,self_attn,v_proj,2,model.layers.6.self_attn.v_proj,aten._unsafe_view.default,[],decode,True
2300,self_attn,v_conv1d,,,transpose,"[[B, 1, n_h_kda*d_head_kda]]",,,"[[B, n_h_kda*d_head_kda, 1]]",[2299],6,self_attn,v_conv1d,2,model.layers.6.self_attn.v_conv1d,aten.transpose.int,[],decode,True
2302,self_attn,v_conv1d,,,concat,"[[B, n_h_kda*d_head_kda, 3], [B, n_h_kda*d_head_kda, 1]]",,,"[[B, n_h_kda*d_head_kda, d_conv]]",[2300],6,self_attn,v_conv1d,2,model.layers.6.self_attn.v_conv1d,aten.cat.default,[],decode,False
2303,self_attn,v_conv1d,,,conv1d,"[[B, n_h_kda*d_head_kda, d_conv], [n_h_kda*d_head_kda, 1, d_conv]]","[n_h_kda*d_head_kda, 1, d_conv]",1,"[[B, n_h_kda*d_head_kda, 1]]",[2302],6,self_attn,v_conv1d,2,model.layers.6.self_attn.v_conv1d,aten.convolution.default,[model.layers.6.self_attn.v_conv1d.conv.weight],decode,False
2306,self_attn,v_conv1d,,,slice,"[[B, n_h_kda*d_head_kda, 1]]",,,"[[B, n_h_kda*d_head_kda, 1]]",[2303],6,self_attn,v_conv1d,2,model.layers.6.self_attn.v_conv1d,aten.slice.Tensor,[],decode,True
2308,self_attn,v_conv1d,,,transpose,"[[B, n_h_kda*d_head_kda, 1]]",,,"[[B, 1, n_h_kda*d_head_kda]]",[2306],6,self_attn,v_conv1d,2,model.layers.6.self_attn.v_conv1d,aten.transpose.int,[],decode,True
2310,self_attn,v_conv1d,,,silu,"[[B, 1, n_h_kda*d_head_kda]]",,,"[[B, 1, n_h_kda*d_head_kda]]",[2308],6,self_attn,v_conv1d,2,model.layers.6.self_attn.v_conv1d,aten.silu.default,[],decode,False
2313,self_attn,v_conv1d,,,slice,"[[B, n_h_kda*d_head_kda, d_conv]]",,,"[[B, n_h_kda*d_head_kda, 3]]",[2302],6,self_attn,v_conv1d,2,model.layers.6.self_attn.v_conv1d,aten.slice.Tensor,[],decode,True
2315,self_attn,f_a_proj,,,t,"[[d_head_kda, d_model]]","[d_head_kda, d_model]",0,"[[d_model, d_head_kda]]",[],6,self_attn,f_a_proj,2,model.layers.6.self_attn.f_a_proj,aten.t.default,[model.layers.6.self_attn.f_a_proj.weight],decode,True
2317,self_attn,f_a_proj,,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2251],6,self_attn,f_a_proj,2,model.layers.6.self_attn.f_a_proj,aten.view.default,[],decode,True
2319,self_attn,f_a_proj,,,matmul,"[[B, d_model], [d_model, d_head_kda]]","[d_head_kda, d_model]",1,"[[B, d_head_kda]]","[2315, 2317]",6,self_attn,f_a_proj,2,model.layers.6.self_attn.f_a_proj,aten.mm.default,[model.layers.6.self_attn.f_a_proj.weight],decode,False
2320,self_attn,f_a_proj,,,_unsafe_view,"[[B, d_head_kda]]",,,"[[B, 1, d_head_kda]]",[2319],6,self_attn,f_a_proj,2,model.layers.6.self_attn.f_a_proj,aten._unsafe_view.default,[],decode,True
2321,self_attn,f_b_proj,,,t,"[[n_h_kda*d_head_kda, d_head_kda]]","[n_h_kda*d_head_kda, d_head_kda]",0,"[[d_head_kda, n_h_kda*d_head_kda]]",[],6,self_attn,f_b_proj,2,model.layers.6.self_attn.f_b_proj,aten.t.default,[model.layers.6.self_attn.f_b_proj.weight],decode,True
2323,self_attn,f_b_proj,,,view,"[[B, 1, d_head_kda]]",,,"[[B, d_head_kda]]",[2320],6,self_attn,f_b_proj,2,model.layers.6.self_attn.f_b_proj,aten.view.default,[],decode,True
2325,self_attn,f_b_proj,,,matmul,"[[B, d_head_kda], [d_head_kda, n_h_kda*d_head_kda]]","[n_h_kda*d_head_kda, d_head_kda]",1,"[[B, n_h_kda*d_head_kda]]","[2321, 2323]",6,self_attn,f_b_proj,2,model.layers.6.self_attn.f_b_proj,aten.mm.default,[model.layers.6.self_attn.f_b_proj.weight],decode,False
2326,self_attn,f_b_proj,,,_unsafe_view,"[[B, n_h_kda*d_head_kda]]",,,"[[B, 1, n_h_kda*d_head_kda]]",[2325],6,self_attn,f_b_proj,2,model.layers.6.self_attn.f_b_proj,aten._unsafe_view.default,[],decode,True
2327,self_attn,,,,view,"[[B, 1, n_h_kda*d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]",[2326],6,self_attn,,1,model.layers.6.self_attn,aten.view.default,[],decode,True
2329,self_attn,,,,_to_copy,"[[B, 1, n_h_kda, d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]",[2327],6,self_attn,,1,model.layers.6.self_attn,aten._to_copy.default,[],decode,True
2330,self_attn,,,,view,[[n_h_kda*d_head_kda]],,,"[[n_h_kda, d_head_kda]]",[],6,self_attn,,1,model.layers.6.self_attn,aten.view.default,[model.layers.6.self_attn.dt_bias],decode,True
2332,self_attn,,,,elementwise_add,"[[B, 1, n_h_kda, d_head_kda], [n_h_kda, d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]","[2329, 2330]",6,self_attn,,1,model.layers.6.self_attn,aten.add.Tensor,[model.layers.6.self_attn.dt_bias],decode,False
2333,self_attn,,,,view,"[[1, 1, n_h_kda, 1]]","[1, 1, n_h_kda, 1]",0,"[[n_h_kda, 1]]",[],6,self_attn,,1,model.layers.6.self_attn,aten.view.default,[model.layers.6.self_attn.A_log],decode,True
2336,self_attn,,,,exp,"[[n_h_kda, 1]]","[1, 1, n_h_kda, 1]",-1,"[[n_h_kda, 1]]",[2333],6,self_attn,,1,model.layers.6.self_attn,aten.exp.default,[model.layers.6.self_attn.A_log],decode,False
2337,self_attn,,,,neg,"[[n_h_kda, 1]]",,,"[[n_h_kda, 1]]",[2336],6,self_attn,,1,model.layers.6.self_attn,aten.neg.default,[],decode,False
2339,self_attn,,,,softplus,"[[B, 1, n_h_kda, d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]",[2332],6,self_attn,,1,model.layers.6.self_attn,aten.softplus.default,[],decode,True
2340,self_attn,,,,elementwise_mul,"[[n_h_kda, 1], [B, 1, n_h_kda, d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]","[2337, 2339]",6,self_attn,,1,model.layers.6.self_attn,aten.mul.Tensor,[],decode,False
2342,self_attn,b_proj,,,t,"[[n_h_kda, d_model]]","[n_h_kda, d_model]",0,"[[d_model, n_h_kda]]",[],6,self_attn,b_proj,2,model.layers.6.self_attn.b_proj,aten.t.default,[model.layers.6.self_attn.b_proj.weight],decode,True
2344,self_attn,b_proj,,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[2251],6,self_attn,b_proj,2,model.layers.6.self_attn.b_proj,aten.view.default,[],decode,True
2346,self_attn,b_proj,,,matmul,"[[B, d_model], [d_model, n_h_kda]]","[n_h_kda, d_model]",1,"[[B, n_h_kda]]","[2342, 2344]",6,self_attn,b_proj,2,model.layers.6.self_attn.b_proj,aten.mm.default,[model.layers.6.self_attn.b_proj.weight],decode,False
2347,self_attn,b_proj,,,_unsafe_view,"[[B, n_h_kda]]",,,"[[B, 1, n_h_kda]]",[2346],6,self_attn,b_proj,2,model.layers.6.self_attn.b_proj,aten._unsafe_view.default,[],decode,True
2348,self_attn,,,,_to_copy,"[[B, 1, n_h_kda]]",,,"[[B, 1, n_h_kda]]",[2347],6,self_attn,,1,model.layers.6.self_attn,aten._to_copy.default,[],decode,True
2349,self_attn,,,,sigmoid,"[[B, 1, n_h_kda]]",,,"[[B, 1, n_h_kda]]",[2348],6,self_attn,,1,model.layers.6.self_attn,aten.sigmoid.default,[],decode,False
2350,self_attn,,,,view,"[[B, 1, n_h_kda*d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]",[2268],6,self_attn,,1,model.layers.6.self_attn,aten.view.default,[],decode,True
2352,self_attn,,,,view,"[[B, 1, n_h_kda*d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]",[2289],6,self_attn,,1,model.layers.6.self_attn,aten.view.default,[],decode,True
2354,self_attn,,,,view,"[[B, 1, n_h_kda*d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]",[2310],6,self_attn,,1,model.layers.6.self_attn,aten.view.default,[],decode,True
2356,self_attn,,,,linalg_vector_norm,"[[B, 1, n_h_kda, d_head_kda]]",,,"[[B, 1, n_h_kda, 1]]",[2350],6,self_attn,,1,model.layers.6.self_attn,aten.linalg_vector_norm.default,[],decode,True
2357,self_attn,,,,clamp_min,"[[B, 1, n_h_kda, 1]]",,,"[[B, 1, n_h_kda, 1]]",[2356],6,self_attn,,1,model.layers.6.self_attn,aten.clamp_min.default,[],decode,True
2358,self_attn,,,,expand,"[[B, 1, n_h_kda, 1]]",,,"[[B, 1, n_h_kda, d_head_kda]]",[2357],6,self_attn,,1,model.layers.6.self_attn,aten.expand.default,[],decode,True
2360,self_attn,,,,div,"[[B, 1, n_h_kda, d_head_kda], [B, 1, n_h_kda, d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]","[2350, 2358]",6,self_attn,,1,model.layers.6.self_attn,aten.div.Tensor,[],decode,True
2361,self_attn,,,,linalg_vector_norm,"[[B, 1, n_h_kda, d_head_kda]]",,,"[[B, 1, n_h_kda, 1]]",[2352],6,self_attn,,1,model.layers.6.self_attn,aten.linalg_vector_norm.default,[],decode,True
2362,self_attn,,,,clamp_min,"[[B, 1, n_h_kda, 1]]",,,"[[B, 1, n_h_kda, 1]]",[2361],6,self_attn,,1,model.layers.6.self_attn,aten.clamp_min.default,[],decode,True
2363,self_attn,,,,expand,"[[B, 1, n_h_kda, 1]]",,,"[[B, 1, n_h_kda, d_head_kda]]",[2362],6,self_attn,,1,model.layers.6.self_attn,aten.expand.default,[],decode,True
2365,self_attn,,,,div,"[[B, 1, n_h_kda, d_head_kda], [B, 1, n_h_kda, d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]","[2352, 2363]",6,self_attn,,1,model.layers.6.self_attn,aten.div.Tensor,[],decode,True
2366,self_attn,,,,_to_copy,"[[B, 1, n_h_kda, d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]",[2360],6,self_attn,,1,model.layers.6.self_attn,aten._to_copy.default,[],decode,True
2367,self_attn,,,,_to_copy,"[[B, 1, n_h_kda, d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]",[2365],6,self_attn,,1,model.layers.6.self_attn,aten._to_copy.default,[],decode,True
2368,self_attn,,,,_to_copy,"[[B, 1, n_h_kda, d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]",[2354],6,self_attn,,1,model.layers.6.self_attn,aten._to_copy.default,[],decode,True
2371,self_attn,,,,unsqueeze,"[[B, 1, n_h_kda, d_head_kda]]",,,"[[B, 1, n_h_kda, 1, d_head_kda]]",[2366],6,self_attn,,1,model.layers.6.self_attn,aten.unsqueeze.default,[],decode,True
2373,self_attn,,,,expand,"[[B, 1, n_h_kda, 1, d_head_kda]]",,,"[[B, 1, n_h_kda, 1, d_head_kda]]",[2371],6,self_attn,,1,model.layers.6.self_attn,aten.expand.default,[],decode,True
2375,self_attn,,,,clone,"[[B, 1, n_h_kda, 1, d_head_kda]]",,,"[[B, 1, n_h_kda, 1, d_head_kda]]",[2373],6,self_attn,,1,model.layers.6.self_attn,aten.clone.default,[],decode,True
2376,self_attn,,,,view,"[[B, 1, n_h_kda, 1, d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]",[2375],6,self_attn,,1,model.layers.6.self_attn,aten.view.default,[],decode,True
2378,self_attn,,,,elementwise_mul,"[[B, 1, n_h_kda, d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]",[2376],6,self_attn,,1,model.layers.6.self_attn,aten.mul.Tensor,[],decode,False
2379,self_attn,,,,unsqueeze,"[[B, 1, n_h_kda, d_head_kda]]",,,"[[B, 1, n_h_kda, 1, d_head_kda]]",[2367],6,self_attn,,1,model.layers.6.self_attn,aten.unsqueeze.default,[],decode,True
2381,self_attn,,,,expand,"[[B, 1, n_h_kda, 1, d_head_kda]]",,,"[[B, 1, n_h_kda, 1, d_head_kda]]",[2379],6,self_attn,,1,model.layers.6.self_attn,aten.expand.default,[],decode,True
2383,self_attn,,,,clone,"[[B, 1, n_h_kda, 1, d_head_kda]]",,,"[[B, 1, n_h_kda, 1, d_head_kda]]",[2381],6,self_attn,,1,model.layers.6.self_attn,aten.clone.default,[],decode,True
2384,self_attn,,,,view,"[[B, 1, n_h_kda, 1, d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]",[2383],6,self_attn,,1,model.layers.6.self_attn,aten.view.default,[],decode,True
2386,self_attn,,,,new_zeros,"[[B, 1, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]",[2384],6,self_attn,,1,model.layers.6.self_attn,aten.new_zeros.default,[],decode,True
2389,self_attn,,,,add_,"[[B, n_h_kda, d_head_kda, d_head_kda], [B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]",[2386],6,self_attn,,1,model.layers.6.self_attn,aten.add_.Tensor,[],decode,True
2390,self_attn,,,,zeros_like,"[[B, 1, n_h_kda, d_head_kda]]",,,"[[B, 1, n_h_kda, d_head_kda]]",[2368],6,self_attn,,1,model.layers.6.self_attn,aten.zeros_like.default,[],decode,True
2393,self_attn,,,,select,"[[B, 1, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[2378],6,self_attn,,1,model.layers.6.self_attn,aten.select.int,[],decode,True
2397,self_attn,,,,select,"[[B, 1, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[2384],6,self_attn,,1,model.layers.6.self_attn,aten.select.int,[],decode,True
2401,self_attn,,,,select,"[[B, 1, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[2368],6,self_attn,,1,model.layers.6.self_attn,aten.select.int,[],decode,True
2405,self_attn,,,,select,"[[B, 1, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[2340],6,self_attn,,1,model.layers.6.self_attn,aten.select.int,[],decode,True
2409,self_attn,,,,select,"[[B, 1, n_h_kda]]",,,"[[B, n_h_kda]]",[2349],6,self_attn,,1,model.layers.6.self_attn,aten.select.int,[],decode,True
2413,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[2405],6,self_attn,,1,model.layers.6.self_attn,aten.unsqueeze.default,[],decode,True
2415,self_attn,,,,exp,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[2413],6,self_attn,,1,model.layers.6.self_attn,aten.exp.default,[],decode,False
2416,self_attn,,,,elementwise_mul,"[[B, n_h_kda, d_head_kda, d_head_kda], [B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[2389, 2415]",6,self_attn,,1,model.layers.6.self_attn,aten.mul.Tensor,[],decode,False
2419,self_attn,,,,unsqueeze,"[[B, n_h_kda]]",,,"[[B, n_h_kda, 1]]",[2409],6,self_attn,,1,model.layers.6.self_attn,aten.unsqueeze.default,[],decode,True
2421,self_attn,,,,elementwise_mul,"[[B, n_h_kda, 1], [B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]","[2397, 2419]",6,self_attn,,1,model.layers.6.self_attn,aten.mul.Tensor,[],decode,False
2424,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[2397],6,self_attn,,1,model.layers.6.self_attn,aten.unsqueeze.default,[],decode,True
2426,self_attn,,,,elementwise_mul,"[[B, n_h_kda, d_head_kda, 1], [B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[2416, 2424]",6,self_attn,,1,model.layers.6.self_attn,aten.mul.Tensor,[],decode,False
2427,self_attn,,,,sum,"[[B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[2426],6,self_attn,,1,model.layers.6.self_attn,aten.sum.dim_IntList,[],decode,True
