op_id,block_type,repeat,layers,h1,h2,h3,h4,h5,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
101,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",attn_hc,input_norm,,,,rmsnorm,"[[B, 1, n_hc*d_model]]",,,"[[B, 1, n_hc*d_model]]",[100],3,attn_hc,input_norm,2,model.layers.3.attn_hc.input_norm,pow+mean+add+rsqrt+mul,[],decode,False
102,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",attn_hc,,,,,matmul,"[[B, n_hc*d_model], [n_hc*d_model, (2+n_hc)*n_hc]]","[(2+n_hc)*n_hc, n_hc*d_model]",1,"[[B, (2+n_hc)*n_hc]]",[101],3,attn_hc,,1,model.layers.3.attn_hc,aten.mm.default,[model.layers.3.attn_hc.fn],decode,False
103,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",attn_hc,,,,,sigmoid,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[102],3,attn_hc,,1,model.layers.3.attn_hc,aten.sigmoid.default,[],decode,False
104,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",attn_hc,,,,,sigmoid,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[102],3,attn_hc,,1,model.layers.3.attn_hc,aten.sigmoid.default,[],decode,False
105,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",attn_hc,,,,,softmax,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, n_hc]]",[102],3,attn_hc,,1,model.layers.3.attn_hc,aten._softmax.default,[],decode,False
106,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",attn_hc,,,,,elementwise_mul,"[[B, 1, n_hc, 1], [B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]","[100, 103]",3,attn_hc,,1,model.layers.3.attn_hc,aten.mul.Tensor,[],decode,False
107,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",attn_hc,,,,,sum,"[[B, 1, n_hc, d_model]]",,,"[[B, 1, d_model]]",[106],3,attn_hc,,1,model.layers.3.attn_hc,aten.sum.dim_IntList,[],decode,True
108,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",input_layernorm,,,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[107],3,input_layernorm,,1,model.layers.3.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.input_layernorm.weight],decode,False
109,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,q_a_proj,,,,matmul,"[[B, d_model], [d_model, c_q]]","[c_q, d_model]",1,"[[B, c_q]]",[108],3,self_attn,q_a_proj,2,model.layers.3.self_attn.q_a_proj,aten.mm.default,[model.layers.3.self_attn.q_a_proj.weight],decode,False
110,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,q_a_norm,,,,rmsnorm,"[[B, 1, c_q]]",[c_q],-1,"[[B, 1, c_q]]",[109],3,self_attn,q_a_norm,2,model.layers.3.self_attn.q_a_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.self_attn.q_a_norm.weight],decode,False
111,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,q_b_proj,,,,matmul,"[[B, c_q], [c_q, n_h*d_head]]","[n_h*d_head, c_q]",1,"[[B, n_h*d_head]]",[110],3,self_attn,q_b_proj,2,model.layers.3.self_attn.q_b_proj,aten.mm.default,[model.layers.3.self_attn.q_b_proj.weight],decode,False
112,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,q_b_norm,,,,rmsnorm,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[111],3,self_attn,q_b_norm,2,model.layers.3.self_attn.q_b_norm,_to_copy+pow+mean+add+rsqrt+_to_copy+mul,[],decode,False
113,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,kv_proj,,,,matmul,"[[B, d_model], [d_model, d_head]]","[d_head, d_model]",1,"[[B, d_head]]",[108],3,self_attn,kv_proj,2,model.layers.3.self_attn.kv_proj,aten.mm.default,[model.layers.3.self_attn.kv_proj.weight],decode,False
114,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,kv_norm,,,,rmsnorm,"[[B, 1, d_head]]",[d_head],-1,"[[B, 1, d_head]]",[113],3,self_attn,kv_norm,2,model.layers.3.self_attn.kv_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.self_attn.kv_norm.weight],decode,False
115,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,compressor,kv_proj,,,matmul,"[[B, d_model], [d_model, d_head]]","[d_head, d_model]",1,"[[B, d_head]]",[108],3,self_attn,compressor,3,model.layers.3.self_attn.compressor.kv_proj,aten.mm.default,[model.layers.3.self_attn.compressor.kv_proj.weight],decode,False
116,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,compressor,gate_proj,,,matmul,"[[B, d_model], [d_model, d_head]]","[d_head, d_model]",1,"[[B, d_head]]",[108],3,self_attn,compressor,3,model.layers.3.self_attn.compressor.gate_proj,aten.mm.default,[model.layers.3.self_attn.compressor.gate_proj.weight],decode,False
117,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,,,,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, w_local+T/m_hca]]",,,"[[n_h, B, w_local+T/m_hca]]","[112, 114]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],decode,False
118,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,,,,,softmax,"[[B, n_h, 1, w_local+T/m_hca+1]]",,,"[[B, n_h, 1, w_local+T/m_hca+1]]",[117],3,self_attn,,1,model.layers.3.self_attn,aten._softmax.default,[],decode,False
119,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,,,,,batched_matmul,"[[n_h, B, w_local+T/m_hca], [n_h, w_local+T/m_hca, d_head]]",,,"[[n_h, B, d_head]]","[114, 118]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],decode,False
120,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,o_a_proj,,,,batched_matmul,"[[g_o, B, d_model], [g_o, d_model, d_g]]","[g_o*d_g, d_model]",-1,"[[g_o, B, d_g]]",[119],3,self_attn,o_a_proj,2,model.layers.3.self_attn.o_a_proj,aten.bmm.default,[model.layers.3.self_attn.o_a_proj.weight],decode,False
121,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,o_b_proj,,,,matmul,"[[B, g_o*d_g], [g_o*d_g, d_model]]","[d_model, g_o*d_g]",1,"[[B, d_model]]",[120],3,self_attn,o_b_proj,2,model.layers.3.self_attn.o_b_proj,aten.mm.default,[model.layers.3.self_attn.o_b_proj.weight],decode,False
122,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",,,,,,elementwise_mul,"[[B, 1, n_hc, 1], [B, 1, 1, d_model]]",,,"[[B, 1, n_hc, d_model]]","[104, 121]",3,,,0,model.layers.3,aten.mul.Tensor,[],decode,False
123,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",,,,,,batched_matmul,"[[B, n_hc, n_hc], [B, n_hc, d_model]]",,,"[[B, n_hc, d_model]]","[100, 105]",3,,,0,model.layers.3,aten.bmm.default,[],decode,False
124,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",,,,,,elementwise_add,"[[B, 1, n_hc, d_model], [B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]","[122, 123]",3,,,0,model.layers.3,aten.add.Tensor,[],decode,False
125,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",ffn_hc,input_norm,,,,rmsnorm,"[[B, 1, n_hc*d_model]]",,,"[[B, 1, n_hc*d_model]]",[124],3,ffn_hc,input_norm,2,model.layers.3.ffn_hc.input_norm,pow+mean+add+rsqrt+mul,[],decode,False
126,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",ffn_hc,,,,,matmul,"[[B, n_hc*d_model], [n_hc*d_model, (2+n_hc)*n_hc]]","[(2+n_hc)*n_hc, n_hc*d_model]",1,"[[B, (2+n_hc)*n_hc]]",[125],3,ffn_hc,,1,model.layers.3.ffn_hc,aten.mm.default,[model.layers.3.ffn_hc.fn],decode,False
127,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",ffn_hc,,,,,sigmoid,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[126],3,ffn_hc,,1,model.layers.3.ffn_hc,aten.sigmoid.default,[],decode,False
128,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",ffn_hc,,,,,sigmoid,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[126],3,ffn_hc,,1,model.layers.3.ffn_hc,aten.sigmoid.default,[],decode,False
129,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",ffn_hc,,,,,softmax,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, n_hc]]",[126],3,ffn_hc,,1,model.layers.3.ffn_hc,aten._softmax.default,[],decode,False
130,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",ffn_hc,,,,,elementwise_mul,"[[B, 1, n_hc, 1], [B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]","[124, 127]",3,ffn_hc,,1,model.layers.3.ffn_hc,aten.mul.Tensor,[],decode,False
131,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",ffn_hc,,,,,sum,"[[B, 1, n_hc, d_model]]",,,"[[B, 1, d_model]]",[130],3,ffn_hc,,1,model.layers.3.ffn_hc,aten.sum.dim_IntList,[],decode,True
132,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",post_attention_layernorm,,,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[131],3,post_attention_layernorm,,1,model.layers.3.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.post_attention_layernorm.weight],decode,False
133,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,gate,,,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]",[132],3,mlp,gate,2,model.layers.3.mlp.gate,aten.mm.default,[model.layers.3.mlp.gate.weight],decode,False
134,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,experts,,,,grouped_matmul,"[[k, d_model], [E, d_model, d_model], [E]]","[E, d_model, d_model]",1,"[[k, 2*d_moe]]","[132, 133]",3,mlp,experts,2,model.layers.3.mlp.experts,aten._grouped_mm.default,[model.layers.3.mlp.experts.gate_up_proj],decode,False
135,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,experts,act_fn,,,silu,"[[k, d_moe]]",,,"[[k, d_moe]]",[134],3,mlp,experts,3,model.layers.3.mlp.experts.act_fn,aten.silu.default,[],decode,False
136,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,experts,,,,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,,"[[k, d_moe]]","[134, 135]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.mul.Tensor,[],decode,False
137,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,experts,,,,grouped_matmul,"[[k, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k, d_model]]","[133, 136]",3,mlp,experts,2,model.layers.3.mlp.experts,aten._grouped_mm.default,[model.layers.3.mlp.experts.down_proj],decode,False
138,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,experts,,,,elementwise_mul,"[[k, d_model], [k, B]]",,,"[[k, d_model]]","[133, 137]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.mul.Tensor,[],decode,False
139,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,experts,,,,sum,"[[B, k, d_model]]",,,"[[B, d_model]]","[133, 138]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.sum.dim_IntList,[],decode,True
140,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,shared_experts,gate_proj,,,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[132],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.3.mlp.shared_experts.gate_proj.weight],decode,False
141,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,shared_experts,up_proj,,,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[132],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.3.mlp.shared_experts.up_proj.weight],decode,False
142,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,shared_experts,act_fn,,,silu,"[[B, 1, d_moe]]",,,"[[B, 1, d_moe]]",[140],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.act_fn,aten.silu.default,[],decode,False
143,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,shared_experts,,,,elementwise_mul,"[[B, 1, d_moe], [B, 1, d_moe]]",,,"[[B, 1, d_moe]]","[141, 142]",3,mlp,shared_experts,2,model.layers.3.mlp.shared_experts,aten.mul.Tensor,[],decode,False
144,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,shared_experts,down_proj,,,matmul,"[[B, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[B, d_model]]",[143],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.3.mlp.shared_experts.down_proj.weight],decode,False
145,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[139, 144]",3,mlp,,1,model.layers.3.mlp,aten.add.Tensor,[],decode,False
146,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",,,,,,elementwise_mul,"[[B, 1, n_hc, 1], [B, 1, 1, d_model]]",,,"[[B, 1, n_hc, d_model]]","[128, 145]",3,,,0,model.layers.3,aten.mul.Tensor,[],decode,False
147,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",,,,,,batched_matmul,"[[B, n_hc, n_hc], [B, n_hc, d_model]]",,,"[[B, n_hc, d_model]]","[124, 129]",3,,,0,model.layers.3,aten.bmm.default,[],decode,False
148,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",,,,,,elementwise_add,"[[B, 1, n_hc, d_model], [B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]","[146, 147]",3,,,0,model.layers.3,aten.add.Tensor,[],decode,False
149,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",attn_hc,input_norm,,,,rmsnorm,"[[B, 1, n_hc*d_model]]",,,"[[B, 1, n_hc*d_model]]",[148],4,attn_hc,input_norm,2,model.layers.4.attn_hc.input_norm,pow+mean+add+rsqrt+mul,[],decode,False
150,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",attn_hc,,,,,matmul,"[[B, n_hc*d_model], [n_hc*d_model, (2+n_hc)*n_hc]]","[(2+n_hc)*n_hc, n_hc*d_model]",1,"[[B, (2+n_hc)*n_hc]]",[149],4,attn_hc,,1,model.layers.4.attn_hc,aten.mm.default,[model.layers.4.attn_hc.fn],decode,False
151,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",attn_hc,,,,,sigmoid,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[150],4,attn_hc,,1,model.layers.4.attn_hc,aten.sigmoid.default,[],decode,False
152,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",attn_hc,,,,,sigmoid,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[150],4,attn_hc,,1,model.layers.4.attn_hc,aten.sigmoid.default,[],decode,False
153,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",attn_hc,,,,,softmax,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, n_hc]]",[150],4,attn_hc,,1,model.layers.4.attn_hc,aten._softmax.default,[],decode,False
154,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",attn_hc,,,,,elementwise_mul,"[[B, 1, n_hc, 1], [B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]","[148, 151]",4,attn_hc,,1,model.layers.4.attn_hc,aten.mul.Tensor,[],decode,False
155,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",attn_hc,,,,,sum,"[[B, 1, n_hc, d_model]]",,,"[[B, 1, d_model]]",[154],4,attn_hc,,1,model.layers.4.attn_hc,aten.sum.dim_IntList,[],decode,True
156,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",input_layernorm,,,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[155],4,input_layernorm,,1,model.layers.4.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.4.input_layernorm.weight],decode,False
157,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,q_a_proj,,,,matmul,"[[B, d_model], [d_model, c_q]]","[c_q, d_model]",1,"[[B, c_q]]",[156],4,self_attn,q_a_proj,2,model.layers.4.self_attn.q_a_proj,aten.mm.default,[model.layers.4.self_attn.q_a_proj.weight],decode,False
158,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,q_a_norm,,,,rmsnorm,"[[B, 1, c_q]]",[c_q],-1,"[[B, 1, c_q]]",[157],4,self_attn,q_a_norm,2,model.layers.4.self_attn.q_a_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.4.self_attn.q_a_norm.weight],decode,False
159,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,q_b_proj,,,,matmul,"[[B, c_q], [c_q, n_h*d_head]]","[n_h*d_head, c_q]",1,"[[B, n_h*d_head]]",[158],4,self_attn,q_b_proj,2,model.layers.4.self_attn.q_b_proj,aten.mm.default,[model.layers.4.self_attn.q_b_proj.weight],decode,False
160,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,q_b_norm,,,,rmsnorm,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[159],4,self_attn,q_b_norm,2,model.layers.4.self_attn.q_b_norm,_to_copy+pow+mean+add+rsqrt+_to_copy+mul,[],decode,False
161,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,kv_proj,,,,matmul,"[[B, d_model], [d_model, d_head]]","[d_head, d_model]",1,"[[B, d_head]]",[156],4,self_attn,kv_proj,2,model.layers.4.self_attn.kv_proj,aten.mm.default,[model.layers.4.self_attn.kv_proj.weight],decode,False
162,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,kv_norm,,,,rmsnorm,"[[B, 1, d_head]]",[d_head],-1,"[[B, 1, d_head]]",[161],4,self_attn,kv_norm,2,model.layers.4.self_attn.kv_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.4.self_attn.kv_norm.weight],decode,False
163,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,kv_proj,,,matmul,"[[B, d_model], [d_model, c_q]]","[c_q, d_model]",1,"[[B, c_q]]",[156],4,self_attn,compressor,3,model.layers.4.self_attn.compressor.kv_proj,aten.mm.default,[model.layers.4.self_attn.compressor.kv_proj.weight],decode,False
164,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,gate_proj,,,matmul,"[[B, d_model], [d_model, c_q]]","[c_q, d_model]",1,"[[B, c_q]]",[156],4,self_attn,compressor,3,model.layers.4.self_attn.compressor.gate_proj,aten.mm.default,[model.layers.4.self_attn.compressor.gate_proj.weight],decode,False
165,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,indexer,kv_proj,,matmul,"[[B, d_model], [d_model, 2*c_I]]","[2*c_I, d_model]",1,"[[B, 2*c_I]]",[156],4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.kv_proj,aten.mm.default,[model.layers.4.self_attn.compressor.indexer.kv_proj.weight],decode,False
166,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,indexer,gate_proj,,matmul,"[[B, d_model], [d_model, 2*c_I]]","[2*c_I, d_model]",1,"[[B, 2*c_I]]",[156],4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.gate_proj,aten.mm.default,[model.layers.4.self_attn.compressor.indexer.gate_proj.weight],decode,False
167,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,indexer,q_b_proj,,matmul,"[[B, c_q], [c_q, n_h_I*c_I]]","[n_h_I*c_I, c_q]",1,"[[B, n_h_I*c_I]]",[158],4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.q_b_proj,aten.mm.default,[model.layers.4.self_attn.compressor.indexer.q_b_proj.weight],decode,False
168,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,indexer,scorer,,batched_matmul,"[[B, n_h_I, c_I], [B, c_I, T/m_csa]]",,,"[[B, n_h_I, T/m_csa]]",[167],4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.scorer,aten.bmm.default,[],decode,False
169,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,indexer,scorer,,relu,"[[B, 1, n_h_I, T/m_csa]]",,,"[[B, 1, n_h_I, T/m_csa]]",[168],4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.scorer,aten.relu.default,[],decode,True
170,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,indexer,scorer,weights_proj,matmul,"[[B, d_model], [d_model, n_h_I]]","[n_h_I, d_model]",1,"[[B, n_h_I]]",[156],4,self_attn,compressor,5,model.layers.4.self_attn.compressor.indexer.scorer.weights_proj,aten.mm.default,[model.layers.4.self_attn.compressor.indexer.scorer.weights_proj.weight],decode,False
171,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,,,,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, w_local+T/m_csa]]",,,"[[n_h, B, w_local+T/m_csa]]","[160, 162]",4,self_attn,,1,model.layers.4.self_attn,aten.bmm.default,[],decode,False
172,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,,,,,softmax,"[[B, n_h, 1, w_local+T/m_csa+1]]",,,"[[B, n_h, 1, w_local+T/m_csa+1]]","[169, 170, 171]",4,self_attn,,1,model.layers.4.self_attn,aten._softmax.default,[],decode,False
173,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,,,,,batched_matmul,"[[n_h, B, w_local+T/m_csa], [n_h, w_local+T/m_csa, d_head]]",,,"[[n_h, B, d_head]]","[162, 172]",4,self_attn,,1,model.layers.4.self_attn,aten.bmm.default,[],decode,False
174,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,o_a_proj,,,,batched_matmul,"[[g_o, B, d_model], [g_o, d_model, d_g]]","[g_o*d_g, d_model]",-1,"[[g_o, B, d_g]]",[173],4,self_attn,o_a_proj,2,model.layers.4.self_attn.o_a_proj,aten.bmm.default,[model.layers.4.self_attn.o_a_proj.weight],decode,False
175,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,o_b_proj,,,,matmul,"[[B, g_o*d_g], [g_o*d_g, d_model]]","[d_model, g_o*d_g]",1,"[[B, d_model]]",[174],4,self_attn,o_b_proj,2,model.layers.4.self_attn.o_b_proj,aten.mm.default,[model.layers.4.self_attn.o_b_proj.weight],decode,False
176,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",,,,,,elementwise_mul,"[[B, 1, n_hc, 1], [B, 1, 1, d_model]]",,,"[[B, 1, n_hc, d_model]]","[152, 175]",4,,,0,model.layers.4,aten.mul.Tensor,[],decode,False
177,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",,,,,,batched_matmul,"[[B, n_hc, n_hc], [B, n_hc, d_model]]",,,"[[B, n_hc, d_model]]","[148, 153]",4,,,0,model.layers.4,aten.bmm.default,[],decode,False
178,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",,,,,,elementwise_add,"[[B, 1, n_hc, d_model], [B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]","[176, 177]",4,,,0,model.layers.4,aten.add.Tensor,[],decode,False
