op_id,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
943,self_attn,,,expand,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[942],7,self_attn,,1,model.layers.7.self_attn,aten.expand.default,[],prefill,True,
944,self_attn,,,view,"[[B, n_h, T, T]]",,,"[[B*n_h, T, T]]",[943],7,self_attn,,1,model.layers.7.self_attn,aten.view.default,[],prefill,True,
945,self_attn,,,expand,"[[B, n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[931],7,self_attn,,1,model.layers.7.self_attn,aten.expand.default,[],prefill,True,
946,self_attn,,,view,"[[B, n_h, T, d_head]]",,,"[[B*n_h, T, d_head]]",[945],7,self_attn,,1,model.layers.7.self_attn,aten.view.default,[],prefill,True,
947,self_attn,,,batched_matmul,"[[B*n_h, T, T], [B*n_h, T, d_head]]",,,"[[B*n_h, T, d_head]]","[944, 946]",7,self_attn,,1,model.layers.7.self_attn,aten.bmm.default,[],prefill,False,
948,self_attn,,,_unsafe_view,"[[B*n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[947],7,self_attn,,1,model.layers.7.self_attn,aten._unsafe_view.default,[],prefill,True,
949,self_attn,,,transpose,"[[B, n_h, T, d_head]]",,,"[[B, T, n_h, d_head]]",[948],7,self_attn,,1,model.layers.7.self_attn,aten.transpose.int,[],prefill,True,
950,self_attn,,,clone,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h, d_head]]",[949],7,self_attn,,1,model.layers.7.self_attn,aten.clone.default,[],prefill,True,
951,self_attn,,,view,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h*d_head]]",[950],7,self_attn,,1,model.layers.7.self_attn,aten.view.default,[],prefill,True,
952,self_attn,o_proj,,t,"[[d_model, n_h*d_head]]","[d_model, n_h*d_head]",0,"[[n_h*d_head, d_model]]",[],7,self_attn,o_proj,2,model.layers.7.self_attn.o_proj,aten.t.default,[model.layers.7.self_attn.o_proj.weight],prefill,True,
953,self_attn,o_proj,,view,"[[B, T, n_h*d_head]]",,,"[[B*T, n_h*d_head]]",[951],7,self_attn,o_proj,2,model.layers.7.self_attn.o_proj,aten.view.default,[],prefill,True,
954,self_attn,o_proj,,matmul,"[[B*T, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[B*T, d_model]]","[952, 953]",7,self_attn,o_proj,2,model.layers.7.self_attn.o_proj,aten.mm.default,[model.layers.7.self_attn.o_proj.weight],prefill,False,
955,self_attn,o_proj,,_unsafe_view,"[[B*T, d_model]]",,,"[[B, T, d_model]]",[954],7,self_attn,o_proj,2,model.layers.7.self_attn.o_proj,aten._unsafe_view.default,[],prefill,True,
956,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[882, 955]",7,,,0,model.layers.7,aten.add.Tensor,[],prefill,False,
957,post_attention_layernorm,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[956],7,post_attention_layernorm,,1,model.layers.7.post_attention_layernorm,aten._to_copy.default,[],prefill,True,
958,post_attention_layernorm,,,pow,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[957],7,post_attention_layernorm,,1,model.layers.7.post_attention_layernorm,aten.pow.Tensor_Scalar,[],prefill,False,
959,post_attention_layernorm,,,mean,"[[B, T, d_model]]",,,"[[B, T, 1]]",[958],7,post_attention_layernorm,,1,model.layers.7.post_attention_layernorm,aten.mean.dim,[],prefill,False,
960,post_attention_layernorm,,,elementwise_add,"[[B, T, 1]]",,,"[[B, T, 1]]",[959],7,post_attention_layernorm,,1,model.layers.7.post_attention_layernorm,aten.add.Tensor,[],prefill,False,
961,post_attention_layernorm,,,rsqrt,"[[B, T, 1]]",,,"[[B, T, 1]]",[960],7,post_attention_layernorm,,1,model.layers.7.post_attention_layernorm,aten.rsqrt.default,[],prefill,False,
962,post_attention_layernorm,,,elementwise_mul,"[[B, T, d_model], [B, T, 1]]",,,"[[B, T, d_model]]","[957, 961]",7,post_attention_layernorm,,1,model.layers.7.post_attention_layernorm,aten.mul.Tensor,[],prefill,False,
963,post_attention_layernorm,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[962],7,post_attention_layernorm,,1,model.layers.7.post_attention_layernorm,aten._to_copy.default,[],prefill,True,
964,post_attention_layernorm,,,elementwise_mul,"[[B, T, d_model], [d_model]]",,,"[[B, T, d_model]]",[963],7,post_attention_layernorm,,1,model.layers.7.post_attention_layernorm,aten.mul.Tensor,[model.layers.7.post_attention_layernorm.weight],prefill,False,
965,feed_forward,,,view,"[[B, T, d_model]]",,,"[[B*T, d_model]]",[964],7,feed_forward,,1,model.layers.7.feed_forward,aten.view.default,[],prefill,True,
966,feed_forward,router,,t,"[[E, d_model]]","[E, d_model]",0,"[[d_model, E]]",[],7,feed_forward,router,2,model.layers.7.feed_forward.router,aten.t.default,[model.layers.7.feed_forward.router.weight],prefill,True,
967,feed_forward,router,,matmul,"[[B*T, d_model], [d_model, E]]","[E, d_model]",1,"[[B*T, E]]","[965, 966]",7,feed_forward,router,2,model.layers.7.feed_forward.router,aten.mm.default,[model.layers.7.feed_forward.router.weight],prefill,False,
968,feed_forward,router,,topk,"[[B*T, E]]",,,"[[B*T, 1], [B*T, 1]]",[967],7,feed_forward,router,2,model.layers.7.feed_forward.router,aten.topk.default,[],prefill,False,
969,feed_forward,router,,full_like,"[[B*T, E]]",,,"[[B*T, E]]",[967],7,feed_forward,router,2,model.layers.7.feed_forward.router,aten.full_like.default,[],prefill,True,
970,feed_forward,router,,scatter_,"[[B*T, E], [B*T, 1], [B*T, 1]]",,,"[[B*T, E]]","[968, 969]",7,feed_forward,router,2,model.layers.7.feed_forward.router,aten.scatter_.src,[],prefill,True,
971,feed_forward,router,,_to_copy,"[[B*T, E]]",,,"[[B*T, E]]",[970],7,feed_forward,router,2,model.layers.7.feed_forward.router,aten._to_copy.default,[],prefill,True,
972,feed_forward,router,,sigmoid,"[[B*T, E]]",,,"[[B*T, E]]",[971],7,feed_forward,router,2,model.layers.7.feed_forward.router,aten.sigmoid.default,[],prefill,False,
973,feed_forward,router,,_to_copy,"[[B*T, E]]",,,"[[B*T, E]]",[972],7,feed_forward,router,2,model.layers.7.feed_forward.router,aten._to_copy.default,[],prefill,True,
974,feed_forward,,,repeat,"[[B*T, d_model]]",,,"[[B*E*T, d_model]]",[965],7,feed_forward,,1,model.layers.7.feed_forward,aten.repeat.default,[],prefill,True,
975,feed_forward,,,transpose,"[[B*T, E]]",,,"[[E, B*T]]",[973],7,feed_forward,,1,model.layers.7.feed_forward,aten.transpose.int,[],prefill,True,
976,feed_forward,,,clone,"[[E, B*T]]",,,"[[E, B*T]]",[975],7,feed_forward,,1,model.layers.7.feed_forward,aten.clone.default,[],prefill,True,
977,feed_forward,,,_unsafe_view,"[[E, B*T]]",,,"[[B*E*T, 1]]",[976],7,feed_forward,,1,model.layers.7.feed_forward,aten._unsafe_view.default,[],prefill,True,
978,feed_forward,,,elementwise_mul,"[[B*E*T, d_model], [B*E*T, 1]]",,,"[[B*E*T, d_model]]","[974, 977]",7,feed_forward,,1,model.layers.7.feed_forward,aten.mul.Tensor,[],prefill,False,
979,feed_forward,experts,,view,"[[B*E*T, d_model]]",,,"[[E, B*T, d_model]]",[978],7,feed_forward,experts,2,model.layers.7.feed_forward.experts,aten.view.default,[],prefill,True,
980,feed_forward,experts,,batched_matmul,"[[E, B*T, d_model], [E, d_model, 2*d_moe]]","[E, d_model, 2*d_moe]",1,"[[E, B*T, 2*d_moe]]",[979],7,feed_forward,experts,2,model.layers.7.feed_forward.experts,aten.bmm.default,[model.layers.7.feed_forward.experts.gate_up_proj],prefill,False,
981,feed_forward,experts,,split,"[[E, B*T, 2*d_moe]]",,,"[[E, B*T, d_moe], [E, B*T, d_moe]]",[980],7,feed_forward,experts,2,model.layers.7.feed_forward.experts,aten.split.Tensor,[],prefill,True,
982,feed_forward,experts,act_fn,silu,"[[E, B*T, d_moe]]",,,"[[E, B*T, d_moe]]",[981],7,feed_forward,experts,3,model.layers.7.feed_forward.experts.act_fn,aten.silu.default,[],prefill,False,
983,feed_forward,experts,,elementwise_mul,"[[E, B*T, d_moe], [E, B*T, d_moe]]",,,"[[E, B*T, d_moe]]","[981, 982]",7,feed_forward,experts,2,model.layers.7.feed_forward.experts,aten.mul.Tensor,[],prefill,False,
984,feed_forward,experts,,batched_matmul,"[[E, B*T, d_moe], [E, d_moe, d_model]]","[E, d_moe, d_model]",1,"[[E, B*T, d_model]]",[983],7,feed_forward,experts,2,model.layers.7.feed_forward.experts,aten.bmm.default,[model.layers.7.feed_forward.experts.down_proj],prefill,False,
985,feed_forward,experts,,view,"[[E, B*T, d_model]]",,,"[[B*E*T, d_model]]",[984],7,feed_forward,experts,2,model.layers.7.feed_forward.experts,aten.view.default,[],prefill,True,
986,feed_forward,shared_expert,gate_proj,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],7,feed_forward,shared_expert,3,model.layers.7.feed_forward.shared_expert.gate_proj,aten.t.default,[model.layers.7.feed_forward.shared_expert.gate_proj.weight],prefill,True,
987,feed_forward,shared_expert,gate_proj,matmul,"[[B*T, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B*T, d_moe]]","[965, 986]",7,feed_forward,shared_expert,3,model.layers.7.feed_forward.shared_expert.gate_proj,aten.mm.default,[model.layers.7.feed_forward.shared_expert.gate_proj.weight],prefill,False,
988,feed_forward,shared_expert,activation_fn,silu,"[[B*T, d_moe]]",,,"[[B*T, d_moe]]",[987],7,feed_forward,shared_expert,3,model.layers.7.feed_forward.shared_expert.activation_fn,aten.silu.default,[],prefill,False,
989,feed_forward,shared_expert,up_proj,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],7,feed_forward,shared_expert,3,model.layers.7.feed_forward.shared_expert.up_proj,aten.t.default,[model.layers.7.feed_forward.shared_expert.up_proj.weight],prefill,True,
990,feed_forward,shared_expert,up_proj,matmul,"[[B*T, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B*T, d_moe]]","[965, 989]",7,feed_forward,shared_expert,3,model.layers.7.feed_forward.shared_expert.up_proj,aten.mm.default,[model.layers.7.feed_forward.shared_expert.up_proj.weight],prefill,False,
991,feed_forward,shared_expert,,elementwise_mul,"[[B*T, d_moe], [B*T, d_moe]]",,,"[[B*T, d_moe]]","[988, 990]",7,feed_forward,shared_expert,2,model.layers.7.feed_forward.shared_expert,aten.mul.Tensor,[],prefill,False,
992,feed_forward,shared_expert,down_proj,t,"[[d_model, d_moe]]","[d_model, d_moe]",0,"[[d_moe, d_model]]",[],7,feed_forward,shared_expert,3,model.layers.7.feed_forward.shared_expert.down_proj,aten.t.default,[model.layers.7.feed_forward.shared_expert.down_proj.weight],prefill,True,
993,feed_forward,shared_expert,down_proj,matmul,"[[B*T, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[B*T, d_model]]","[991, 992]",7,feed_forward,shared_expert,3,model.layers.7.feed_forward.shared_expert.down_proj,aten.mm.default,[model.layers.7.feed_forward.shared_expert.down_proj.weight],prefill,False,
994,feed_forward,,,view,"[[B*E*T, d_model]]",,,"[[E, B*T, d_model]]",[985],7,feed_forward,,1,model.layers.7.feed_forward,aten.view.default,[],prefill,True,
995,feed_forward,,,sum,"[[E, B*T, d_model]]",,,"[[B*T, d_model]]",[994],7,feed_forward,,1,model.layers.7.feed_forward,aten.sum.dim_IntList,[],prefill,True,
996,feed_forward,,,add_,"[[B*T, d_model], [B*T, d_model]]",,,"[[B*T, d_model]]","[993, 995]",7,feed_forward,,1,model.layers.7.feed_forward,aten.add_.Tensor,[],prefill,True,
997,,,,view,"[[B*T, d_model]]",,,"[[B, T, d_model]]",[996],7,,,0,model.layers.7,aten.view.default,[],prefill,True,
998,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[956, 997]",7,,,0,model.layers.7,aten.add.Tensor,[],prefill,False,
999,input_layernorm,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[998],8,input_layernorm,,1,model.layers.8.input_layernorm,aten._to_copy.default,[],prefill,True,
1000,input_layernorm,,,pow,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[999],8,input_layernorm,,1,model.layers.8.input_layernorm,aten.pow.Tensor_Scalar,[],prefill,False,
1001,input_layernorm,,,mean,"[[B, T, d_model]]",,,"[[B, T, 1]]",[1000],8,input_layernorm,,1,model.layers.8.input_layernorm,aten.mean.dim,[],prefill,False,
1002,input_layernorm,,,elementwise_add,"[[B, T, 1]]",,,"[[B, T, 1]]",[1001],8,input_layernorm,,1,model.layers.8.input_layernorm,aten.add.Tensor,[],prefill,False,
1003,input_layernorm,,,rsqrt,"[[B, T, 1]]",,,"[[B, T, 1]]",[1002],8,input_layernorm,,1,model.layers.8.input_layernorm,aten.rsqrt.default,[],prefill,False,
1004,input_layernorm,,,elementwise_mul,"[[B, T, d_model], [B, T, 1]]",,,"[[B, T, d_model]]","[999, 1003]",8,input_layernorm,,1,model.layers.8.input_layernorm,aten.mul.Tensor,[],prefill,False,
1005,input_layernorm,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[1004],8,input_layernorm,,1,model.layers.8.input_layernorm,aten._to_copy.default,[],prefill,True,
1006,input_layernorm,,,elementwise_mul,"[[B, T, d_model], [d_model]]",,,"[[B, T, d_model]]",[1005],8,input_layernorm,,1,model.layers.8.input_layernorm,aten.mul.Tensor,[model.layers.8.input_layernorm.weight],prefill,False,
1007,self_attn,q_proj,,t,"[[n_h*d_head, d_model]]","[n_h*d_head, d_model]",0,"[[d_model, n_h*d_head]]",[],8,self_attn,q_proj,2,model.layers.8.self_attn.q_proj,aten.t.default,[model.layers.8.self_attn.q_proj.weight],prefill,True,
1008,self_attn,q_proj,,view,"[[B, T, d_model]]",,,"[[B*T, d_model]]",[1006],8,self_attn,q_proj,2,model.layers.8.self_attn.q_proj,aten.view.default,[],prefill,True,
1009,self_attn,q_proj,,matmul,"[[B*T, d_model], [d_model, n_h*d_head]]","[n_h*d_head, d_model]",1,"[[B*T, n_h*d_head]]","[1007, 1008]",8,self_attn,q_proj,2,model.layers.8.self_attn.q_proj,aten.mm.default,[model.layers.8.self_attn.q_proj.weight],prefill,False,
1010,self_attn,q_proj,,_unsafe_view,"[[B*T, n_h*d_head]]",,,"[[B, T, n_h*d_head]]",[1009],8,self_attn,q_proj,2,model.layers.8.self_attn.q_proj,aten._unsafe_view.default,[],prefill,True,
1011,self_attn,,,view,"[[B, T, n_h*d_head]]",,,"[[B, T, n_h, d_head]]",[1010],8,self_attn,,1,model.layers.8.self_attn,aten.view.default,[],prefill,True,
1012,self_attn,k_proj,,t,"[[n_kv*d_head, d_model]]","[n_kv*d_head, d_model]",0,"[[d_model, n_kv*d_head]]",[],8,self_attn,k_proj,2,model.layers.8.self_attn.k_proj,aten.t.default,[model.layers.8.self_attn.k_proj.weight],prefill,True,
1013,self_attn,k_proj,,view,"[[B, T, d_model]]",,,"[[B*T, d_model]]",[1006],8,self_attn,k_proj,2,model.layers.8.self_attn.k_proj,aten.view.default,[],prefill,True,
1014,self_attn,k_proj,,matmul,"[[B*T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B*T, n_kv*d_head]]","[1012, 1013]",8,self_attn,k_proj,2,model.layers.8.self_attn.k_proj,aten.mm.default,[model.layers.8.self_attn.k_proj.weight],prefill,False,
1015,self_attn,k_proj,,_unsafe_view,"[[B*T, n_kv*d_head]]",,,"[[B, T, n_kv*d_head]]",[1014],8,self_attn,k_proj,2,model.layers.8.self_attn.k_proj,aten._unsafe_view.default,[],prefill,True,
1016,self_attn,,,view,"[[B, T, n_kv*d_head]]",,,"[[B, T, n_kv, d_head]]",[1015],8,self_attn,,1,model.layers.8.self_attn,aten.view.default,[],prefill,True,
1017,self_attn,v_proj,,t,"[[n_kv*d_head, d_model]]","[n_kv*d_head, d_model]",0,"[[d_model, n_kv*d_head]]",[],8,self_attn,v_proj,2,model.layers.8.self_attn.v_proj,aten.t.default,[model.layers.8.self_attn.v_proj.weight],prefill,True,
1018,self_attn,v_proj,,view,"[[B, T, d_model]]",,,"[[B*T, d_model]]",[1006],8,self_attn,v_proj,2,model.layers.8.self_attn.v_proj,aten.view.default,[],prefill,True,
1019,self_attn,v_proj,,matmul,"[[B*T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B*T, n_kv*d_head]]","[1017, 1018]",8,self_attn,v_proj,2,model.layers.8.self_attn.v_proj,aten.mm.default,[model.layers.8.self_attn.v_proj.weight],prefill,False,
1020,self_attn,v_proj,,_unsafe_view,"[[B*T, n_kv*d_head]]",,,"[[B, T, n_kv*d_head]]",[1019],8,self_attn,v_proj,2,model.layers.8.self_attn.v_proj,aten._unsafe_view.default,[],prefill,True,
1021,self_attn,,,view,"[[B, T, n_kv*d_head]]",,,"[[B, T, n_kv, d_head]]",[1020],8,self_attn,,1,model.layers.8.self_attn,aten.view.default,[],prefill,True,
1022,self_attn,,,transpose,"[[B, T, n_kv, d_head]]",,,"[[B, n_kv, T, d_head]]",[1021],8,self_attn,,1,model.layers.8.self_attn,aten.transpose.int,[],prefill,True,
1023,self_attn,,,_to_copy,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h, d_head]]",[1011],8,self_attn,,1,model.layers.8.self_attn,aten._to_copy.default,[],prefill,True,
1024,self_attn,,,view,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h, d_head/2, 2]]",[1023],8,self_attn,,1,model.layers.8.self_attn,aten.view.default,[],prefill,True,
1025,self_attn,,,view_as_complex,"[[B, T, n_h, d_head/2, 2]]",,,"[[B, T, n_h, d_head/2]]",[1024],8,self_attn,,1,model.layers.8.self_attn,aten.view_as_complex.default,[],prefill,True,
1026,self_attn,,,_to_copy,"[[B, T, n_kv, d_head]]",,,"[[B, T, n_kv, d_head]]",[1016],8,self_attn,,1,model.layers.8.self_attn,aten._to_copy.default,[],prefill,True,
1027,self_attn,,,view,"[[B, T, n_kv, d_head]]",,,"[[B, T, n_kv, d_head/2, 2]]",[1026],8,self_attn,,1,model.layers.8.self_attn,aten.view.default,[],prefill,True,
1028,self_attn,,,view_as_complex,"[[B, T, n_kv, d_head/2, 2]]",,,"[[B, T, n_kv, d_head/2]]",[1027],8,self_attn,,1,model.layers.8.self_attn,aten.view_as_complex.default,[],prefill,True,
1029,self_attn,,,unsqueeze,"[[B, T, d_head/2]]",,,"[[B, T, 1, d_head/2]]",[106],8,self_attn,,1,model.layers.8.self_attn,aten.unsqueeze.default,[],prefill,True,
1030,self_attn,,,elementwise_mul,"[[B, T, n_h, d_head/2], [B, T, 1, d_head/2]]",,,"[[B, T, n_h, d_head/2]]","[1025, 1029]",8,self_attn,,1,model.layers.8.self_attn,aten.mul.Tensor,[],prefill,False,
1031,self_attn,,,view_as_real,"[[B, T, n_h, d_head/2]]",,,"[[B, T, n_h, d_head/2, 2]]",[1030],8,self_attn,,1,model.layers.8.self_attn,aten.view_as_real.default,[],prefill,True,
1032,self_attn,,,view,"[[B, T, n_h, d_head/2, 2]]",,,"[[B, T, n_h, d_head]]",[1031],8,self_attn,,1,model.layers.8.self_attn,aten.view.default,[],prefill,True,
1033,self_attn,,,unsqueeze,"[[B, T, d_head/2]]",,,"[[B, T, 1, d_head/2]]",[106],8,self_attn,,1,model.layers.8.self_attn,aten.unsqueeze.default,[],prefill,True,
1034,self_attn,,,elementwise_mul,"[[B, T, n_kv, d_head/2], [B, T, 1, d_head/2]]",,,"[[B, T, n_kv, d_head/2]]","[1028, 1033]",8,self_attn,,1,model.layers.8.self_attn,aten.mul.Tensor,[],prefill,False,
1035,self_attn,,,view_as_real,"[[B, T, n_kv, d_head/2]]",,,"[[B, T, n_kv, d_head/2, 2]]",[1034],8,self_attn,,1,model.layers.8.self_attn,aten.view_as_real.default,[],prefill,True,
1036,self_attn,,,view,"[[B, T, n_kv, d_head/2, 2]]",,,"[[B, T, n_kv, d_head]]",[1035],8,self_attn,,1,model.layers.8.self_attn,aten.view.default,[],prefill,True,
1037,self_attn,,,_to_copy,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h, d_head]]",[1032],8,self_attn,,1,model.layers.8.self_attn,aten._to_copy.default,[],prefill,True,
1038,self_attn,,,_to_copy,"[[B, T, n_kv, d_head]]",,,"[[B, T, n_kv, d_head]]",[1036],8,self_attn,,1,model.layers.8.self_attn,aten._to_copy.default,[],prefill,True,
1039,self_attn,,,transpose,"[[B, T, n_h, d_head]]",,,"[[B, n_h, T, d_head]]",[1037],8,self_attn,,1,model.layers.8.self_attn,aten.transpose.int,[],prefill,True,
1040,self_attn,,,transpose,"[[B, T, n_kv, d_head]]",,,"[[B, n_kv, T, d_head]]",[1038],8,self_attn,,1,model.layers.8.self_attn,aten.transpose.int,[],prefill,True,
1041,self_attn,,,_to_copy,[[]],,,[[]],[7],8,self_attn,,1,model.layers.8.self_attn,aten._to_copy.default,[],prefill,True,
1042,self_attn,,,concat,"[[0], [B, n_kv, T, d_head]]",,,"[[B, n_kv, T, d_head]]",[1040],8,self_attn,,1,model.layers.8.self_attn,aten.cat.default,[],prefill,False,
1043,self_attn,,,concat,"[[0], [B, n_kv, T, d_head]]",,,"[[B, n_kv, T, d_head]]",[1022],8,self_attn,,1,model.layers.8.self_attn,aten.cat.default,[],prefill,False,
1044,self_attn,,,slice,"[[B, n_kv, T, d_head]]",,,"[[B, n_kv, T, d_head]]",[1042],8,self_attn,,1,model.layers.8.self_attn,aten.slice.Tensor,[],prefill,True,
1045,self_attn,,,slice,"[[B, n_kv, T, d_head]]",,,"[[B, n_kv, T, d_head]]",[1043],8,self_attn,,1,model.layers.8.self_attn,aten.slice.Tensor,[],prefill,True,
1046,self_attn,,,unsqueeze,"[[B, n_kv, T, d_head]]",,,"[[B, n_kv, 1, T, d_head]]",[1042],8,self_attn,,1,model.layers.8.self_attn,aten.unsqueeze.default,[],prefill,True,
1047,self_attn,,,expand,"[[B, n_kv, 1, T, d_head]]",,,"[[B, n_kv, n_h/n_kv, T, d_head]]",[1046],8,self_attn,,1,model.layers.8.self_attn,aten.expand.default,[],prefill,True,
1048,self_attn,,,clone,"[[B, n_kv, n_h/n_kv, T, d_head]]",,,"[[B, n_kv, n_h/n_kv, T, d_head]]",[1047],8,self_attn,,1,model.layers.8.self_attn,aten.clone.default,[],prefill,True,
1049,self_attn,,,_unsafe_view,"[[B, n_kv, n_h/n_kv, T, d_head]]",,,"[[B, n_h, T, d_head]]",[1048],8,self_attn,,1,model.layers.8.self_attn,aten._unsafe_view.default,[],prefill,True,
1050,self_attn,,,unsqueeze,"[[B, n_kv, T, d_head]]",,,"[[B, n_kv, 1, T, d_head]]",[1043],8,self_attn,,1,model.layers.8.self_attn,aten.unsqueeze.default,[],prefill,True,
1051,self_attn,,,expand,"[[B, n_kv, 1, T, d_head]]",,,"[[B, n_kv, n_h/n_kv, T, d_head]]",[1050],8,self_attn,,1,model.layers.8.self_attn,aten.expand.default,[],prefill,True,
1052,self_attn,,,clone,"[[B, n_kv, n_h/n_kv, T, d_head]]",,,"[[B, n_kv, n_h/n_kv, T, d_head]]",[1051],8,self_attn,,1,model.layers.8.self_attn,aten.clone.default,[],prefill,True,
1053,self_attn,,,_unsafe_view,"[[B, n_kv, n_h/n_kv, T, d_head]]",,,"[[B, n_h, T, d_head]]",[1052],8,self_attn,,1,model.layers.8.self_attn,aten._unsafe_view.default,[],prefill,True,
1054,self_attn,,,transpose,"[[B, n_h, T, d_head]]",,,"[[B, n_h, d_head, T]]",[1049],8,self_attn,,1,model.layers.8.self_attn,aten.transpose.int,[],prefill,True,
1055,self_attn,,,expand,"[[B, n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[1039],8,self_attn,,1,model.layers.8.self_attn,aten.expand.default,[],prefill,True,
1056,self_attn,,,clone,"[[B, n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[1055],8,self_attn,,1,model.layers.8.self_attn,aten.clone.default,[],prefill,True,
1057,self_attn,,,_unsafe_view,"[[B, n_h, T, d_head]]",,,"[[B*n_h, T, d_head]]",[1056],8,self_attn,,1,model.layers.8.self_attn,aten._unsafe_view.default,[],prefill,True,
1058,self_attn,,,expand,"[[B, n_h, d_head, T]]",,,"[[B, n_h, d_head, T]]",[1054],8,self_attn,,1,model.layers.8.self_attn,aten.expand.default,[],prefill,True,
1059,self_attn,,,view,"[[B, n_h, d_head, T]]",,,"[[B*n_h, d_head, T]]",[1058],8,self_attn,,1,model.layers.8.self_attn,aten.view.default,[],prefill,True,
1060,self_attn,,,batched_matmul,"[[B*n_h, T, d_head], [B*n_h, d_head, T]]",,,"[[B*n_h, T, T]]","[1057, 1059]",8,self_attn,,1,model.layers.8.self_attn,aten.bmm.default,[],prefill,False,
1061,self_attn,,,_unsafe_view,"[[B*n_h, T, T]]",,,"[[B, n_h, T, T]]",[1060],8,self_attn,,1,model.layers.8.self_attn,aten._unsafe_view.default,[],prefill,True,
1062,self_attn,,,elementwise_mul,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[1061],8,self_attn,,1,model.layers.8.self_attn,aten.mul.Tensor,[],prefill,False,
1063,self_attn,,,elementwise_add,"[[B, n_h, T, T], [B, 1, T, T]]",,,"[[B, n_h, T, T]]","[91, 1062]",8,self_attn,,1,model.layers.8.self_attn,aten.add.Tensor,[],prefill,False,
1064,self_attn,,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[1063],8,self_attn,,1,model.layers.8.self_attn,aten._softmax.default,[],prefill,False,
1065,self_attn,,,expand,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[1064],8,self_attn,,1,model.layers.8.self_attn,aten.expand.default,[],prefill,True,
1066,self_attn,,,view,"[[B, n_h, T, T]]",,,"[[B*n_h, T, T]]",[1065],8,self_attn,,1,model.layers.8.self_attn,aten.view.default,[],prefill,True,
1067,self_attn,,,expand,"[[B, n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[1053],8,self_attn,,1,model.layers.8.self_attn,aten.expand.default,[],prefill,True,
1068,self_attn,,,view,"[[B, n_h, T, d_head]]",,,"[[B*n_h, T, d_head]]",[1067],8,self_attn,,1,model.layers.8.self_attn,aten.view.default,[],prefill,True,
1069,self_attn,,,batched_matmul,"[[B*n_h, T, T], [B*n_h, T, d_head]]",,,"[[B*n_h, T, d_head]]","[1066, 1068]",8,self_attn,,1,model.layers.8.self_attn,aten.bmm.default,[],prefill,False,
1070,self_attn,,,_unsafe_view,"[[B*n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[1069],8,self_attn,,1,model.layers.8.self_attn,aten._unsafe_view.default,[],prefill,True,
1071,self_attn,,,transpose,"[[B, n_h, T, d_head]]",,,"[[B, T, n_h, d_head]]",[1070],8,self_attn,,1,model.layers.8.self_attn,aten.transpose.int,[],prefill,True,
1072,self_attn,,,clone,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h, d_head]]",[1071],8,self_attn,,1,model.layers.8.self_attn,aten.clone.default,[],prefill,True,
1073,self_attn,,,view,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h*d_head]]",[1072],8,self_attn,,1,model.layers.8.self_attn,aten.view.default,[],prefill,True,
1074,self_attn,o_proj,,t,"[[d_model, n_h*d_head]]","[d_model, n_h*d_head]",0,"[[n_h*d_head, d_model]]",[],8,self_attn,o_proj,2,model.layers.8.self_attn.o_proj,aten.t.default,[model.layers.8.self_attn.o_proj.weight],prefill,True,
