op_id,block_type,repeat,layers,h1,h2,h3,h4,h5,op_type,input_shape,weight_shape,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
85,attn+FFN,1,17,shared_transformer,self_attn,linear_k_adapter_list,2,0,matmul,"[[B, d_attn], [d_attn, d_head]]","[d_head, d_attn]","[[B, d_head]]",[79],17,shared_transformer,self_attn,5,model.layers.17.shared_transformer.self_attn.linear_k_adapter_list.2.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.2.0.weight],decode,False
86,attn+FFN,1,17,shared_transformer,self_attn,linear_k_adapter_list,2,1,matmul,"[[B, d_head], [d_head, d_attn]]","[d_attn, d_head]","[[B, d_attn]]",[85],17,shared_transformer,self_attn,5,model.layers.17.shared_transformer.self_attn.linear_k_adapter_list.2.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.2.1.weight],decode,False
87,attn+FFN,1,17,shared_transformer,self_attn,linear_v_adapter_list,2,0,matmul,"[[B, d_attn], [d_attn, d_head]]","[d_head, d_attn]","[[B, d_head]]",[79],17,shared_transformer,self_attn,5,model.layers.17.shared_transformer.self_attn.linear_v_adapter_list.2.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.2.0.weight],decode,False
88,attn+FFN,1,17,shared_transformer,self_attn,linear_v_adapter_list,2,1,matmul,"[[B, d_head], [d_head, d_attn]]","[d_attn, d_head]","[[B, d_attn]]",[87],17,shared_transformer,self_attn,5,model.layers.17.shared_transformer.self_attn.linear_v_adapter_list.2.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.2.1.weight],decode,False
89,attn+FFN,1,17,shared_transformer,self_attn,,,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,"[[n_h, B, T+1]]","[80, 81, 84, 86]",17,shared_transformer,self_attn,2,model.layers.17.shared_transformer.self_attn,aten.bmm.default,[],decode,False
90,attn+FFN,1,17,shared_transformer,self_attn,,,,softmax,"[[B, n_h, B, T+1]]",,"[[B, n_h, B, T+1]]",[89],17,shared_transformer,self_attn,2,model.layers.17.shared_transformer.self_attn,aten._safe_softmax.default,[],decode,False
91,attn+FFN,1,17,shared_transformer,self_attn,,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,"[[n_h, B, d_head]]","[82, 88, 90]",17,shared_transformer,self_attn,2,model.layers.17.shared_transformer.self_attn,aten.bmm.default,[],decode,False
92,attn+FFN,1,17,shared_transformer,self_attn,o_proj,,,matmul,"[[B, d_attn], [d_attn, d_model]]","[d_model, d_attn]","[[B, d_model]]",[91],17,shared_transformer,self_attn,3,model.layers.17.shared_transformer.self_attn.o_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.o_proj.weight],decode,False
93,attn+FFN,1,17,shared_transformer,pre_ff_layernorm,,,,rmsnorm,"[[B, B, d_model]]",[d_model],"[[B, B, d_model]]",[92],17,shared_transformer,pre_ff_layernorm,2,model.layers.17.shared_transformer.pre_ff_layernorm,pow+mean+add+rsqrt+mul+mul,[model.layers.5.shared_transformer.pre_ff_layernorm.weight],decode,False
94,attn+FFN,1,17,shared_transformer,feed_forward,gate_up_proj,,,matmul,"[[B, d_model], [d_model, 2*d_ff]]","[2*d_ff, d_model]","[[B, 2*d_ff]]",[93],17,shared_transformer,feed_forward,3,model.layers.17.shared_transformer.feed_forward.gate_up_proj,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj.weight],decode,False
95,attn+FFN,1,17,shared_transformer,feed_forward,gate_up_proj_adapter_list,2,0,matmul,"[[B, d_model], [d_model, r_lora]]","[r_lora, d_model]","[[B, r_lora]]",[93],17,shared_transformer,feed_forward,5,model.layers.17.shared_transformer.feed_forward.gate_up_proj_adapter_list.2.0,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.2.0.weight],decode,False
96,attn+FFN,1,17,shared_transformer,feed_forward,gate_up_proj_adapter_list,2,1,matmul,"[[B, r_lora], [r_lora, 2*d_ff]]","[2*d_ff, r_lora]","[[B, 2*d_ff]]",[95],17,shared_transformer,feed_forward,5,model.layers.17.shared_transformer.feed_forward.gate_up_proj_adapter_list.2.1,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.2.1.weight],decode,False
97,attn+FFN,1,17,shared_transformer,feed_forward,,,,elementwise_add,"[[B, B, 2*d_ff], [B, B, 2*d_ff]]",,"[[B, B, 2*d_ff]]","[94, 96]",17,shared_transformer,feed_forward,2,model.layers.17.shared_transformer.feed_forward,aten.add.Tensor,[],decode,False
98,attn+FFN,1,17,shared_transformer,feed_forward,act_fn,,,gelu,"[[B, B, d_ff]]",,"[[B, B, d_ff]]",[97],17,shared_transformer,feed_forward,3,model.layers.17.shared_transformer.feed_forward.act_fn,aten.gelu.default,[],decode,False
99,attn+FFN,1,17,shared_transformer,feed_forward,,,,elementwise_mul,"[[B, B, d_ff], [B, B, d_ff]]",,"[[B, B, d_ff]]","[97, 98]",17,shared_transformer,feed_forward,2,model.layers.17.shared_transformer.feed_forward,aten.mul.Tensor,[],decode,False
100,attn+FFN,1,17,shared_transformer,feed_forward,down_proj,,,matmul,"[[B, d_ff], [d_ff, d_model]]","[d_model, d_ff]","[[B, d_model]]",[99],17,shared_transformer,feed_forward,3,model.layers.17.shared_transformer.feed_forward.down_proj,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.down_proj.weight],decode,False
101,attn+FFN,1,17,linear,,,,,matmul,"[[B, d_model], [d_model, d_model]]","[d_model, d_model]","[[B, d_model]]",[100],17,linear,,1,model.layers.17.linear,aten.mm.default,[model.layers.17.linear.weight],decode,False
102,attn+FFN,1,17,mamba_decoder,,,,,elementwise_add,"[[B, B, d_model], [B, B, d_model]]",,"[[B, B, d_model]]","[9, 101]",17,mamba_decoder,,1,model.layers.17.mamba_decoder,aten.add.Tensor,[],decode,False
103,attn+FFN,1,17,mamba_decoder,input_layernorm,,,,rmsnorm,"[[B, B, d_model]]",[d_model],"[[B, B, d_model]]",[102],17,mamba_decoder,input_layernorm,2,model.layers.17.mamba_decoder.input_layernorm,pow+mean+add+rsqrt+mul+mul,[model.layers.17.mamba_decoder.input_layernorm.weight],decode,False
104,attn+FFN,1,17,mamba_decoder,mamba,in_proj,,,matmul,"[[B, d_model], [d_model, 2*d_inner+2*n_g*d_state+n_h_ssm]]","[2*d_inner+2*n_g*d_state+n_h_ssm, d_model]","[[B, 2*d_inner+2*n_g*d_state+n_h_ssm]]",[103],17,mamba_decoder,mamba,3,model.layers.17.mamba_decoder.mamba.in_proj,aten.mm.default,[model.layers.17.mamba_decoder.mamba.in_proj.weight],decode,False
105,attn+FFN,1,17,mamba_decoder,mamba,act,,,silu,"[[B, d_inner+2*n_g*d_state]]",,"[[B, d_inner+2*n_g*d_state]]",[104],17,mamba_decoder,mamba,3,model.layers.17.mamba_decoder.mamba.act,aten.silu.default,[],decode,False
106,attn+FFN,1,17,mamba_decoder,mamba,,,,exp,[[d_head_ssm]],,[[d_head_ssm]],[],17,mamba_decoder,mamba,2,model.layers.17.mamba_decoder.mamba,aten.exp.default,[model.layers.17.mamba_decoder.mamba.A_log],decode,False
107,attn+FFN,1,17,mamba_decoder,mamba,,,,exp,"[[B, d_head_ssm, n_h_ssm, d_state]]",,"[[B, d_head_ssm, n_h_ssm, d_state]]","[104, 106]",17,mamba_decoder,mamba,2,model.layers.17.mamba_decoder.mamba,aten.exp.default,[],decode,False
108,attn+FFN,1,17,mamba_decoder,mamba,,,,batched_matmul,"[[d_head_ssm, n_h_ssm, d_state], [d_head_ssm, d_state, B]]",,"[[d_head_ssm, n_h_ssm, B]]","[104, 105, 107]",17,mamba_decoder,mamba,2,model.layers.17.mamba_decoder.mamba,aten.bmm.default,[],decode,False
109,attn+FFN,1,17,mamba_decoder,mamba,norm,,,rmsnorm,"[[B, B, d_inner]]",[d_inner],"[[B, B, d_inner]]","[104, 105, 108]",17,mamba_decoder,mamba,3,model.layers.17.mamba_decoder.mamba.norm,silu+mul+view+pow+mean+add+rsqrt+mul+view+mul,[model.layers.17.mamba_decoder.mamba.norm.weight],decode,False
110,attn+FFN,1,17,mamba_decoder,mamba,out_proj,,,matmul,"[[B, d_inner], [d_inner, d_model]]","[d_model, d_inner]","[[B, d_model]]",[109],17,mamba_decoder,mamba,3,model.layers.17.mamba_decoder.mamba.out_proj,aten.mm.default,[model.layers.17.mamba_decoder.mamba.out_proj.weight],decode,False
111,attn+FFN,1,17,mamba_decoder,,,,,elementwise_add,"[[B, B, d_model], [B, B, d_model]]",,"[[B, B, d_model]]","[9, 110]",17,mamba_decoder,,1,model.layers.17.mamba_decoder,aten.add.Tensor,[],decode,False
112,attn+FFN,1,23,shared_transformer,,,,,concat,"[[B, B, d_model], [B, B, d_model]]",,"[[B, B, d_attn]]","[0, 9]",23,shared_transformer,,1,model.layers.23.shared_transformer,aten.cat.default,[],decode,False
113,attn+FFN,1,23,shared_transformer,input_layernorm,,,,rmsnorm,"[[B, B, d_attn]]",[d_attn],"[[B, B, d_attn]]",[112],23,shared_transformer,input_layernorm,2,model.layers.23.shared_transformer.input_layernorm,pow+mean+add+rsqrt+mul+mul,[model.layers.5.shared_transformer.input_layernorm.weight],decode,False
114,attn+FFN,1,23,shared_transformer,self_attn,q_proj,,,matmul,"[[B, d_attn], [d_attn, n_h*d_head]]","[n_h*d_head, d_attn]","[[B, d_attn]]",[113],23,shared_transformer,self_attn,3,model.layers.23.shared_transformer.self_attn.q_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.q_proj.weight],decode,False
115,attn+FFN,1,23,shared_transformer,self_attn,k_proj,,,matmul,"[[B, d_attn], [d_attn, n_h*d_head]]","[n_h*d_head, d_attn]","[[B, d_attn]]",[113],23,shared_transformer,self_attn,3,model.layers.23.shared_transformer.self_attn.k_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.k_proj.weight],decode,False
116,attn+FFN,1,23,shared_transformer,self_attn,v_proj,,,matmul,"[[B, d_attn], [d_attn, n_h*d_head]]","[n_h*d_head, d_attn]","[[B, d_attn]]",[113],23,shared_transformer,self_attn,3,model.layers.23.shared_transformer.self_attn.v_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.v_proj.weight],decode,False
117,attn+FFN,1,23,shared_transformer,self_attn,linear_q_adapter_list,3,0,matmul,"[[B, d_attn], [d_attn, d_head]]","[d_head, d_attn]","[[B, d_head]]",[113],23,shared_transformer,self_attn,5,model.layers.23.shared_transformer.self_attn.linear_q_adapter_list.3.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.3.0.weight],decode,False
118,attn+FFN,1,23,shared_transformer,self_attn,linear_q_adapter_list,3,1,matmul,"[[B, d_head], [d_head, d_attn]]","[d_attn, d_head]","[[B, d_attn]]",[117],23,shared_transformer,self_attn,5,model.layers.23.shared_transformer.self_attn.linear_q_adapter_list.3.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.3.1.weight],decode,False
119,attn+FFN,1,23,shared_transformer,self_attn,linear_k_adapter_list,3,0,matmul,"[[B, d_attn], [d_attn, d_head]]","[d_head, d_attn]","[[B, d_head]]",[113],23,shared_transformer,self_attn,5,model.layers.23.shared_transformer.self_attn.linear_k_adapter_list.3.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.3.0.weight],decode,False
120,attn+FFN,1,23,shared_transformer,self_attn,linear_k_adapter_list,3,1,matmul,"[[B, d_head], [d_head, d_attn]]","[d_attn, d_head]","[[B, d_attn]]",[119],23,shared_transformer,self_attn,5,model.layers.23.shared_transformer.self_attn.linear_k_adapter_list.3.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.3.1.weight],decode,False
121,attn+FFN,1,23,shared_transformer,self_attn,linear_v_adapter_list,3,0,matmul,"[[B, d_attn], [d_attn, d_head]]","[d_head, d_attn]","[[B, d_head]]",[113],23,shared_transformer,self_attn,5,model.layers.23.shared_transformer.self_attn.linear_v_adapter_list.3.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.3.0.weight],decode,False
122,attn+FFN,1,23,shared_transformer,self_attn,linear_v_adapter_list,3,1,matmul,"[[B, d_head], [d_head, d_attn]]","[d_attn, d_head]","[[B, d_attn]]",[121],23,shared_transformer,self_attn,5,model.layers.23.shared_transformer.self_attn.linear_v_adapter_list.3.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.3.1.weight],decode,False
123,attn+FFN,1,23,shared_transformer,self_attn,,,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,"[[n_h, B, T+1]]","[114, 115, 118, 120]",23,shared_transformer,self_attn,2,model.layers.23.shared_transformer.self_attn,aten.bmm.default,[],decode,False
124,attn+FFN,1,23,shared_transformer,self_attn,,,,softmax,"[[B, n_h, B, T+1]]",,"[[B, n_h, B, T+1]]",[123],23,shared_transformer,self_attn,2,model.layers.23.shared_transformer.self_attn,aten._safe_softmax.default,[],decode,False
125,attn+FFN,1,23,shared_transformer,self_attn,,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,"[[n_h, B, d_head]]","[116, 122, 124]",23,shared_transformer,self_attn,2,model.layers.23.shared_transformer.self_attn,aten.bmm.default,[],decode,False
126,attn+FFN,1,23,shared_transformer,self_attn,o_proj,,,matmul,"[[B, d_attn], [d_attn, d_model]]","[d_model, d_attn]","[[B, d_model]]",[125],23,shared_transformer,self_attn,3,model.layers.23.shared_transformer.self_attn.o_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.o_proj.weight],decode,False
127,attn+FFN,1,23,shared_transformer,pre_ff_layernorm,,,,rmsnorm,"[[B, B, d_model]]",[d_model],"[[B, B, d_model]]",[126],23,shared_transformer,pre_ff_layernorm,2,model.layers.23.shared_transformer.pre_ff_layernorm,pow+mean+add+rsqrt+mul+mul,[model.layers.5.shared_transformer.pre_ff_layernorm.weight],decode,False
128,attn+FFN,1,23,shared_transformer,feed_forward,gate_up_proj,,,matmul,"[[B, d_model], [d_model, 2*d_ff]]","[2*d_ff, d_model]","[[B, 2*d_ff]]",[127],23,shared_transformer,feed_forward,3,model.layers.23.shared_transformer.feed_forward.gate_up_proj,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj.weight],decode,False
129,attn+FFN,1,23,shared_transformer,feed_forward,gate_up_proj_adapter_list,3,0,matmul,"[[B, d_model], [d_model, r_lora]]","[r_lora, d_model]","[[B, r_lora]]",[127],23,shared_transformer,feed_forward,5,model.layers.23.shared_transformer.feed_forward.gate_up_proj_adapter_list.3.0,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.3.0.weight],decode,False
130,attn+FFN,1,23,shared_transformer,feed_forward,gate_up_proj_adapter_list,3,1,matmul,"[[B, r_lora], [r_lora, 2*d_ff]]","[2*d_ff, r_lora]","[[B, 2*d_ff]]",[129],23,shared_transformer,feed_forward,5,model.layers.23.shared_transformer.feed_forward.gate_up_proj_adapter_list.3.1,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.3.1.weight],decode,False
131,attn+FFN,1,23,shared_transformer,feed_forward,,,,elementwise_add,"[[B, B, 2*d_ff], [B, B, 2*d_ff]]",,"[[B, B, 2*d_ff]]","[128, 130]",23,shared_transformer,feed_forward,2,model.layers.23.shared_transformer.feed_forward,aten.add.Tensor,[],decode,False
132,attn+FFN,1,23,shared_transformer,feed_forward,act_fn,,,gelu,"[[B, B, d_ff]]",,"[[B, B, d_ff]]",[131],23,shared_transformer,feed_forward,3,model.layers.23.shared_transformer.feed_forward.act_fn,aten.gelu.default,[],decode,False
133,attn+FFN,1,23,shared_transformer,feed_forward,,,,elementwise_mul,"[[B, B, d_ff], [B, B, d_ff]]",,"[[B, B, d_ff]]","[131, 132]",23,shared_transformer,feed_forward,2,model.layers.23.shared_transformer.feed_forward,aten.mul.Tensor,[],decode,False
134,attn+FFN,1,23,shared_transformer,feed_forward,down_proj,,,matmul,"[[B, d_ff], [d_ff, d_model]]","[d_model, d_ff]","[[B, d_model]]",[133],23,shared_transformer,feed_forward,3,model.layers.23.shared_transformer.feed_forward.down_proj,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.down_proj.weight],decode,False
135,attn+FFN,1,23,linear,,,,,matmul,"[[B, d_model], [d_model, d_model]]","[d_model, d_model]","[[B, d_model]]",[134],23,linear,,1,model.layers.23.linear,aten.mm.default,[model.layers.23.linear.weight],decode,False
136,attn+FFN,1,23,mamba_decoder,,,,,elementwise_add,"[[B, B, d_model], [B, B, d_model]]",,"[[B, B, d_model]]","[9, 135]",23,mamba_decoder,,1,model.layers.23.mamba_decoder,aten.add.Tensor,[],decode,False
137,attn+FFN,1,23,mamba_decoder,input_layernorm,,,,rmsnorm,"[[B, B, d_model]]",[d_model],"[[B, B, d_model]]",[136],23,mamba_decoder,input_layernorm,2,model.layers.23.mamba_decoder.input_layernorm,pow+mean+add+rsqrt+mul+mul,[model.layers.23.mamba_decoder.input_layernorm.weight],decode,False
138,attn+FFN,1,23,mamba_decoder,mamba,in_proj,,,matmul,"[[B, d_model], [d_model, 2*d_inner+2*n_g*d_state+n_h_ssm]]","[2*d_inner+2*n_g*d_state+n_h_ssm, d_model]","[[B, 2*d_inner+2*n_g*d_state+n_h_ssm]]",[137],23,mamba_decoder,mamba,3,model.layers.23.mamba_decoder.mamba.in_proj,aten.mm.default,[model.layers.23.mamba_decoder.mamba.in_proj.weight],decode,False
139,attn+FFN,1,23,mamba_decoder,mamba,act,,,silu,"[[B, d_inner+2*n_g*d_state]]",,"[[B, d_inner+2*n_g*d_state]]",[138],23,mamba_decoder,mamba,3,model.layers.23.mamba_decoder.mamba.act,aten.silu.default,[],decode,False
140,attn+FFN,1,23,mamba_decoder,mamba,,,,exp,[[d_head_ssm]],,[[d_head_ssm]],[],23,mamba_decoder,mamba,2,model.layers.23.mamba_decoder.mamba,aten.exp.default,[model.layers.23.mamba_decoder.mamba.A_log],decode,False
141,attn+FFN,1,23,mamba_decoder,mamba,,,,exp,"[[B, d_head_ssm, n_h_ssm, d_state]]",,"[[B, d_head_ssm, n_h_ssm, d_state]]","[138, 140]",23,mamba_decoder,mamba,2,model.layers.23.mamba_decoder.mamba,aten.exp.default,[],decode,False
142,attn+FFN,1,23,mamba_decoder,mamba,,,,batched_matmul,"[[d_head_ssm, n_h_ssm, d_state], [d_head_ssm, d_state, B]]",,"[[d_head_ssm, n_h_ssm, B]]","[138, 139, 141]",23,mamba_decoder,mamba,2,model.layers.23.mamba_decoder.mamba,aten.bmm.default,[],decode,False
143,attn+FFN,1,23,mamba_decoder,mamba,norm,,,rmsnorm,"[[B, B, d_inner]]",[d_inner],"[[B, B, d_inner]]","[138, 139, 142]",23,mamba_decoder,mamba,3,model.layers.23.mamba_decoder.mamba.norm,silu+mul+view+pow+mean+add+rsqrt+mul+view+mul,[model.layers.23.mamba_decoder.mamba.norm.weight],decode,False
144,attn+FFN,1,23,mamba_decoder,mamba,out_proj,,,matmul,"[[B, d_inner], [d_inner, d_model]]","[d_model, d_inner]","[[B, d_model]]",[143],23,mamba_decoder,mamba,3,model.layers.23.mamba_decoder.mamba.out_proj,aten.mm.default,[model.layers.23.mamba_decoder.mamba.out_proj.weight],decode,False
145,attn+FFN,1,23,mamba_decoder,,,,,elementwise_add,"[[B, B, d_model], [B, B, d_model]]",,"[[B, B, d_model]]","[9, 144]",23,mamba_decoder,,1,model.layers.23.mamba_decoder,aten.add.Tensor,[],decode,False
146,attn+FFN,1,29,shared_transformer,,,,,concat,"[[B, B, d_model], [B, B, d_model]]",,"[[B, B, d_attn]]","[0, 9]",29,shared_transformer,,1,model.layers.29.shared_transformer,aten.cat.default,[],decode,False
147,attn+FFN,1,29,shared_transformer,input_layernorm,,,,rmsnorm,"[[B, B, d_attn]]",[d_attn],"[[B, B, d_attn]]",[146],29,shared_transformer,input_layernorm,2,model.layers.29.shared_transformer.input_layernorm,pow+mean+add+rsqrt+mul+mul,[model.layers.5.shared_transformer.input_layernorm.weight],decode,False
148,attn+FFN,1,29,shared_transformer,self_attn,q_proj,,,matmul,"[[B, d_attn], [d_attn, n_h*d_head]]","[n_h*d_head, d_attn]","[[B, d_attn]]",[147],29,shared_transformer,self_attn,3,model.layers.29.shared_transformer.self_attn.q_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.q_proj.weight],decode,False
149,attn+FFN,1,29,shared_transformer,self_attn,k_proj,,,matmul,"[[B, d_attn], [d_attn, n_h*d_head]]","[n_h*d_head, d_attn]","[[B, d_attn]]",[147],29,shared_transformer,self_attn,3,model.layers.29.shared_transformer.self_attn.k_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.k_proj.weight],decode,False
150,attn+FFN,1,29,shared_transformer,self_attn,v_proj,,,matmul,"[[B, d_attn], [d_attn, n_h*d_head]]","[n_h*d_head, d_attn]","[[B, d_attn]]",[147],29,shared_transformer,self_attn,3,model.layers.29.shared_transformer.self_attn.v_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.v_proj.weight],decode,False
151,attn+FFN,1,29,shared_transformer,self_attn,linear_q_adapter_list,4,0,matmul,"[[B, d_attn], [d_attn, d_head]]","[d_head, d_attn]","[[B, d_head]]",[147],29,shared_transformer,self_attn,5,model.layers.29.shared_transformer.self_attn.linear_q_adapter_list.4.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.4.0.weight],decode,False
152,attn+FFN,1,29,shared_transformer,self_attn,linear_q_adapter_list,4,1,matmul,"[[B, d_head], [d_head, d_attn]]","[d_attn, d_head]","[[B, d_attn]]",[151],29,shared_transformer,self_attn,5,model.layers.29.shared_transformer.self_attn.linear_q_adapter_list.4.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.4.1.weight],decode,False
153,attn+FFN,1,29,shared_transformer,self_attn,linear_k_adapter_list,4,0,matmul,"[[B, d_attn], [d_attn, d_head]]","[d_head, d_attn]","[[B, d_head]]",[147],29,shared_transformer,self_attn,5,model.layers.29.shared_transformer.self_attn.linear_k_adapter_list.4.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.4.0.weight],decode,False
154,attn+FFN,1,29,shared_transformer,self_attn,linear_k_adapter_list,4,1,matmul,"[[B, d_head], [d_head, d_attn]]","[d_attn, d_head]","[[B, d_attn]]",[153],29,shared_transformer,self_attn,5,model.layers.29.shared_transformer.self_attn.linear_k_adapter_list.4.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.4.1.weight],decode,False
155,attn+FFN,1,29,shared_transformer,self_attn,linear_v_adapter_list,4,0,matmul,"[[B, d_attn], [d_attn, d_head]]","[d_head, d_attn]","[[B, d_head]]",[147],29,shared_transformer,self_attn,5,model.layers.29.shared_transformer.self_attn.linear_v_adapter_list.4.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.4.0.weight],decode,False
156,attn+FFN,1,29,shared_transformer,self_attn,linear_v_adapter_list,4,1,matmul,"[[B, d_head], [d_head, d_attn]]","[d_attn, d_head]","[[B, d_attn]]",[155],29,shared_transformer,self_attn,5,model.layers.29.shared_transformer.self_attn.linear_v_adapter_list.4.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.4.1.weight],decode,False
157,attn+FFN,1,29,shared_transformer,self_attn,,,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,"[[n_h, B, T+1]]","[148, 149, 152, 154]",29,shared_transformer,self_attn,2,model.layers.29.shared_transformer.self_attn,aten.bmm.default,[],decode,False
158,attn+FFN,1,29,shared_transformer,self_attn,,,,softmax,"[[B, n_h, B, T+1]]",,"[[B, n_h, B, T+1]]",[157],29,shared_transformer,self_attn,2,model.layers.29.shared_transformer.self_attn,aten._safe_softmax.default,[],decode,False
159,attn+FFN,1,29,shared_transformer,self_attn,,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,"[[n_h, B, d_head]]","[150, 156, 158]",29,shared_transformer,self_attn,2,model.layers.29.shared_transformer.self_attn,aten.bmm.default,[],decode,False
160,attn+FFN,1,29,shared_transformer,self_attn,o_proj,,,matmul,"[[B, d_attn], [d_attn, d_model]]","[d_model, d_attn]","[[B, d_model]]",[159],29,shared_transformer,self_attn,3,model.layers.29.shared_transformer.self_attn.o_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.o_proj.weight],decode,False
161,attn+FFN,1,29,shared_transformer,pre_ff_layernorm,,,,rmsnorm,"[[B, B, d_model]]",[d_model],"[[B, B, d_model]]",[160],29,shared_transformer,pre_ff_layernorm,2,model.layers.29.shared_transformer.pre_ff_layernorm,pow+mean+add+rsqrt+mul+mul,[model.layers.5.shared_transformer.pre_ff_layernorm.weight],decode,False
162,attn+FFN,1,29,shared_transformer,feed_forward,gate_up_proj,,,matmul,"[[B, d_model], [d_model, 2*d_ff]]","[2*d_ff, d_model]","[[B, 2*d_ff]]",[161],29,shared_transformer,feed_forward,3,model.layers.29.shared_transformer.feed_forward.gate_up_proj,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj.weight],decode,False
163,attn+FFN,1,29,shared_transformer,feed_forward,gate_up_proj_adapter_list,4,0,matmul,"[[B, d_model], [d_model, r_lora]]","[r_lora, d_model]","[[B, r_lora]]",[161],29,shared_transformer,feed_forward,5,model.layers.29.shared_transformer.feed_forward.gate_up_proj_adapter_list.4.0,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.4.0.weight],decode,False
164,attn+FFN,1,29,shared_transformer,feed_forward,gate_up_proj_adapter_list,4,1,matmul,"[[B, r_lora], [r_lora, 2*d_ff]]","[2*d_ff, r_lora]","[[B, 2*d_ff]]",[163],29,shared_transformer,feed_forward,5,model.layers.29.shared_transformer.feed_forward.gate_up_proj_adapter_list.4.1,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.4.1.weight],decode,False
165,attn+FFN,1,29,shared_transformer,feed_forward,,,,elementwise_add,"[[B, B, 2*d_ff], [B, B, 2*d_ff]]",,"[[B, B, 2*d_ff]]","[162, 164]",29,shared_transformer,feed_forward,2,model.layers.29.shared_transformer.feed_forward,aten.add.Tensor,[],decode,False
166,attn+FFN,1,29,shared_transformer,feed_forward,act_fn,,,gelu,"[[B, B, d_ff]]",,"[[B, B, d_ff]]",[165],29,shared_transformer,feed_forward,3,model.layers.29.shared_transformer.feed_forward.act_fn,aten.gelu.default,[],decode,False
167,attn+FFN,1,29,shared_transformer,feed_forward,,,,elementwise_mul,"[[B, B, d_ff], [B, B, d_ff]]",,"[[B, B, d_ff]]","[165, 166]",29,shared_transformer,feed_forward,2,model.layers.29.shared_transformer.feed_forward,aten.mul.Tensor,[],decode,False
168,attn+FFN,1,29,shared_transformer,feed_forward,down_proj,,,matmul,"[[B, d_ff], [d_ff, d_model]]","[d_model, d_ff]","[[B, d_model]]",[167],29,shared_transformer,feed_forward,3,model.layers.29.shared_transformer.feed_forward.down_proj,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.down_proj.weight],decode,False
169,attn+FFN,1,29,linear,,,,,matmul,"[[B, d_model], [d_model, d_model]]","[d_model, d_model]","[[B, d_model]]",[168],29,linear,,1,model.layers.29.linear,aten.mm.default,[model.layers.29.linear.weight],decode,False
