op_id,h1,h2,h3,h4,h5,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
9697,ffn_hc,,,,,elementwise_mul,"[[B, T, n_hc], []]",,,"[[B, T, n_hc]]","[9690, 9692]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.mul.Tensor,[],prefill,False,
9698,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc], [n_hc]]",,,"[[B, T, n_hc]]","[9691, 9697]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9699,ffn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,,"[[B, T, n_hc]]",[9698],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sigmoid.default,[],prefill,False,
9700,ffn_hc,,,,,elementwise_mul,"[[B, T, n_hc]]",,,"[[B, T, n_hc]]",[9699],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.mul.Tensor,[],prefill,False,
9701,ffn_hc,,,,,view,"[[B, T, n_hc*n_hc]]",,,"[[B, T, n_hc, n_hc]]",[9690],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.view.default,[],prefill,True,
9702,ffn_hc,,,,,elementwise_mul,"[[B, T, n_hc, n_hc], []]",,,"[[B, T, n_hc, n_hc]]","[9692, 9701]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.mul.Tensor,[],prefill,False,
9703,ffn_hc,,,,,view,[[n_hc*n_hc]],,,"[[n_hc, n_hc]]",[9691],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.view.default,[],prefill,True,
9704,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, n_hc], [n_hc, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9702, 9703]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9705,ffn_hc,,,,,softmax,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, n_hc]]",[9704],12,ffn_hc,,1,model.layers.12.ffn_hc,aten._softmax.default,[],prefill,False,
9706,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, n_hc]]",[9705],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9707,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9706],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9708,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9707],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9709,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9706, 9708]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9710,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9709],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9711,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9710],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9712,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9709, 9711]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9713,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9712],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9714,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9713],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9715,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9712, 9714]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9716,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9715],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9717,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9716],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9718,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9715, 9717]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9719,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9718],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9720,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9719],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9721,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9718, 9720]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9722,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9721],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9723,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9722],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9724,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9721, 9723]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9725,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9724],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9726,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9725],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9727,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9724, 9726]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9728,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9727],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9729,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9728],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9730,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9727, 9729]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9731,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9730],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9732,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9731],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9733,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9730, 9732]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9734,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9733],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9735,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9734],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9736,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9733, 9735]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9737,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9736],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9738,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9737],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9739,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9736, 9738]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9740,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9739],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9741,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9740],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9742,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9739, 9741]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9743,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9742],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9744,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9743],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9745,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9742, 9744]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9746,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9745],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9747,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9746],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9748,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9745, 9747]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9749,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9748],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9750,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9749],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9751,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9748, 9750]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9752,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9751],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9753,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9752],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9754,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9751, 9753]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9755,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9754],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9756,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9755],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9757,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9754, 9756]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9758,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9757],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9759,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9758],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9760,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9757, 9759]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9761,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9760],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9762,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9761],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9763,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9760, 9762]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9764,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9763],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9765,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9764],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9766,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9763, 9765]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9767,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9766],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9768,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9767],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9769,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9766, 9768]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9770,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9769],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9771,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9770],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9772,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9769, 9771]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9773,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9772],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9774,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9773],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9775,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9772, 9774]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9776,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9775],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9777,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9776],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9778,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9775, 9777]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9779,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9778],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9780,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9779],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9781,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9778, 9780]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9782,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9781],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9783,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9782],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9784,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9781, 9783]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9785,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9784],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9786,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9785],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9787,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9784, 9786]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9788,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9787],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9789,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9788],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9790,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9787, 9789]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9791,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9790],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9792,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9791],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9793,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9790, 9792]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9794,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9793],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9795,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9794],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9796,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9793, 9795]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9797,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9796],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9798,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9797],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9799,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9796, 9798]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9800,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9799],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9801,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9800],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9802,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9799, 9801]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9803,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9802],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9804,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9803],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9805,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9802, 9804]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9806,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9805],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9807,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9806],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9808,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9805, 9807]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9809,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9808],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9810,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9809],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9811,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9808, 9810]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9812,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9811],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9813,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9812],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9814,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9811, 9813]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9815,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, 1, n_hc]]",[9814],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9816,ffn_hc,,,,,elementwise_add,"[[B, T, 1, n_hc]]",,,"[[B, T, 1, n_hc]]",[9815],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9817,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, 1, n_hc]]",,,"[[B, T, n_hc, n_hc]]","[9814, 9816]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
9818,ffn_hc,,,,,sum,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, 1]]",[9817],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.sum.dim_IntList,[],prefill,True,
9819,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc, 1]]",,,"[[B, T, n_hc, 1]]",[9818],12,ffn_hc,,1,model.layers.12.ffn_hc,aten.add.Tensor,[],prefill,False,
9820,ffn_hc,,,,,div,"[[B, T, n_hc, n_hc], [B, T, n_hc, 1]]",,,"[[B, T, n_hc, n_hc]]","[9817, 9819]",12,ffn_hc,,1,model.layers.12.ffn_hc,aten.div.Tensor,[],prefill,True,
