op_id,block_type,repeat,layers,h1,h2,h3,h4,h5,op_type,input_shape,weight_shape,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
99,MLA+MoE,1,2,,,,,,batched_matmul,"[[T, n_hc, n_hc], [T, n_hc, d_model]]",,"[[T, n_hc, d_model]]","[76, 81]",2,,,0,model.layers.2,aten.bmm.default,[],prefill,False
100,MLA+MoE,1,2,,,,,,elementwise_add,"[[B, T, n_hc, d_model], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[98, 99]",2,,,0,model.layers.2,aten.add.Tensor,[],prefill,False
101,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",attn_hc,input_norm,,,,rmsnorm,"[[B, T, 4*d_model]]",,"[[B, T, 4*d_model]]",[100],3,attn_hc,input_norm,2,model.layers.3.attn_hc.input_norm,pow+mean+add+rsqrt+mul,[],prefill,False
102,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",attn_hc,,,,,matmul,"[[T, 4*d_model], [4*d_model, 3*g_o]]","[3*g_o, 4*d_model]","[[T, 3*g_o]]",[101],3,attn_hc,,1,model.layers.3.attn_hc,aten.mm.default,[model.layers.3.attn_hc.fn],prefill,False
103,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",attn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[102],3,attn_hc,,1,model.layers.3.attn_hc,aten.sigmoid.default,[],prefill,False
104,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",attn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[102],3,attn_hc,,1,model.layers.3.attn_hc,aten.sigmoid.default,[],prefill,False
105,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",attn_hc,,,,,softmax,"[[B, T, n_hc, n_hc]]",,"[[B, T, n_hc, n_hc]]",[102],3,attn_hc,,1,model.layers.3.attn_hc,aten._softmax.default,[],prefill,False
106,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",input_layernorm,,,,,rmsnorm,"[[B, T, d_model]]",[d_model],"[[B, T, d_model]]","[100, 103]",3,input_layernorm,,1,model.layers.3.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.input_layernorm.weight],prefill,False
107,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,q_a_proj,,,,matmul,"[[T, n_h*d_head/g_o], [n_h*d_head/g_o, c_q]]","[c_q, n_h*d_head/g_o]","[[T, c_q]]",[106],3,self_attn,q_a_proj,2,model.layers.3.self_attn.q_a_proj,aten.mm.default,[model.layers.3.self_attn.q_a_proj.weight],prefill,False
108,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,q_a_norm,,,,rmsnorm,"[[B, T, c_q]]",[c_q],"[[B, T, c_q]]",[107],3,self_attn,q_a_norm,2,model.layers.3.self_attn.q_a_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.self_attn.q_a_norm.weight],prefill,False
109,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,q_b_proj,,,,matmul,"[[T, c_q], [c_q, n_h*d_head]]","[n_h*d_head, c_q]","[[T, n_h*d_head]]",[108],3,self_attn,q_b_proj,2,model.layers.3.self_attn.q_b_proj,aten.mm.default,[model.layers.3.self_attn.q_b_proj.weight],prefill,False
110,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,q_b_norm,,,,rmsnorm,"[[B, n_h, T, d_head]]",,"[[B, n_h, T, d_head]]",[109],3,self_attn,q_b_norm,2,model.layers.3.self_attn.q_b_norm,_to_copy+pow+mean+add+rsqrt+_to_copy+mul,[],prefill,False
111,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,kv_proj,,,,matmul,"[[T, n_h*d_head/g_o], [n_h*d_head/g_o, d_head]]","[d_head, n_h*d_head/g_o]","[[T, d_head]]",[106],3,self_attn,kv_proj,2,model.layers.3.self_attn.kv_proj,aten.mm.default,[model.layers.3.self_attn.kv_proj.weight],prefill,False
112,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,kv_norm,,,,rmsnorm,"[[B, T, d_head]]",[d_head],"[[B, T, d_head]]",[111],3,self_attn,kv_norm,2,model.layers.3.self_attn.kv_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.self_attn.kv_norm.weight],prefill,False
113,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,compressor,kv_proj,,,matmul,"[[T, n_h*d_head/g_o], [n_h*d_head/g_o, d_head]]","[d_head, n_h*d_head/g_o]","[[T, d_head]]",[106],3,self_attn,compressor,3,model.layers.3.self_attn.compressor.kv_proj,aten.mm.default,[model.layers.3.self_attn.compressor.kv_proj.weight],prefill,False
114,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,compressor,gate_proj,,,matmul,"[[T, n_h*d_head/g_o], [n_h*d_head/g_o, d_head]]","[d_head, n_h*d_head/g_o]","[[T, d_head]]",[106],3,self_attn,compressor,3,model.layers.3.self_attn.compressor.gate_proj,aten.mm.default,[model.layers.3.self_attn.compressor.gate_proj.weight],prefill,False
115,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,compressor,,,,softmax,"[[B, T/m_hca, c_I, d_head]]",,"[[B, T/m_hca, c_I, d_head]]",[114],3,self_attn,compressor,2,model.layers.3.self_attn.compressor,aten._softmax.default,[],prefill,False
116,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,compressor,kv_norm,,,rmsnorm,"[[B, T/m_hca, d_head]]",[d_head],"[[B, T/m_hca, d_head]]","[113, 115]",3,self_attn,compressor,3,model.layers.3.self_attn.compressor.kv_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.self_attn.compressor.kv_norm.weight],prefill,False
117,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,,,,,batched_matmul,"[[n_h, T, d_head], [n_h, d_head, T+T/m_hca]]",,"[[n_h, T, T+T/m_hca]]","[110, 112, 116]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],prefill,False
118,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,,,,,softmax,"[[B, n_h, T, T+T/m_hca+1]]",,"[[B, n_h, T, T+T/m_hca+1]]","[116, 117]",3,self_attn,,1,model.layers.3.self_attn,aten._softmax.default,[],prefill,False
119,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,,,,,batched_matmul,"[[n_h, T, T+T/m_hca], [n_h, T+T/m_hca, d_head]]",,"[[n_h, T, d_head]]","[112, 116, 118]",3,self_attn,,1,model.layers.3.self_attn,aten.bmm.default,[],prefill,False
120,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,o_a_proj,,,,batched_matmul,"[[g_o, T, n_h*d_head/g_o], [g_o, n_h*d_head/g_o, c_q]]","[g_o*d_g, n_h*d_head/g_o]","[[g_o, T, c_q]]",[119],3,self_attn,o_a_proj,2,model.layers.3.self_attn.o_a_proj,aten.bmm.default,[model.layers.3.self_attn.o_a_proj.weight],prefill,False
121,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",self_attn,o_b_proj,,,,matmul,"[[T, g_o*d_g], [g_o*d_g, n_h*d_head/g_o]]","[n_h*d_head/g_o, g_o*d_g]","[[T, n_h*d_head/g_o]]",[120],3,self_attn,o_b_proj,2,model.layers.3.self_attn.o_b_proj,aten.mm.default,[model.layers.3.self_attn.o_b_proj.weight],prefill,False
122,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",,,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, B, d_model]]",,"[[B, T, n_hc, d_model]]","[104, 121]",3,,,0,model.layers.3,aten.mul.Tensor,[],prefill,False
123,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",,,,,,batched_matmul,"[[T, n_hc, n_hc], [T, n_hc, d_model]]",,"[[T, n_hc, d_model]]","[100, 105]",3,,,0,model.layers.3,aten.bmm.default,[],prefill,False
124,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",,,,,,elementwise_add,"[[B, T, n_hc, d_model], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[122, 123]",3,,,0,model.layers.3,aten.add.Tensor,[],prefill,False
125,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",ffn_hc,input_norm,,,,rmsnorm,"[[B, T, 4*d_model]]",,"[[B, T, 4*d_model]]",[124],3,ffn_hc,input_norm,2,model.layers.3.ffn_hc.input_norm,pow+mean+add+rsqrt+mul,[],prefill,False
126,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",ffn_hc,,,,,matmul,"[[T, 4*d_model], [4*d_model, 3*g_o]]","[3*g_o, 4*d_model]","[[T, 3*g_o]]",[125],3,ffn_hc,,1,model.layers.3.ffn_hc,aten.mm.default,[model.layers.3.ffn_hc.fn],prefill,False
127,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",ffn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[126],3,ffn_hc,,1,model.layers.3.ffn_hc,aten.sigmoid.default,[],prefill,False
128,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",ffn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[126],3,ffn_hc,,1,model.layers.3.ffn_hc,aten.sigmoid.default,[],prefill,False
129,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",ffn_hc,,,,,softmax,"[[B, T, n_hc, n_hc]]",,"[[B, T, n_hc, n_hc]]",[126],3,ffn_hc,,1,model.layers.3.ffn_hc,aten._softmax.default,[],prefill,False
130,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",ffn_hc,,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[124, 127]",3,ffn_hc,,1,model.layers.3.ffn_hc,aten.mul.Tensor,[],prefill,False
131,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",ffn_hc,,,,,sum,"[[B, T, n_hc, d_model]]",,"[[B, T, d_model]]",[130],3,ffn_hc,,1,model.layers.3.ffn_hc,aten.sum.dim_IntList,[],prefill,True
132,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",post_attention_layernorm,,,,,rmsnorm,"[[B, T, n_h*d_rope]]",[n_h*d_rope],"[[B, T, n_h*d_rope]]",[131],3,post_attention_layernorm,,1,model.layers.3.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.3.post_attention_layernorm.weight],prefill,False
133,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,gate,,,,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]","[[T, E]]",[132],3,mlp,gate,2,model.layers.3.mlp.gate,aten.mm.default,[model.layers.3.mlp.gate.weight],prefill,False
134,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,experts,,,,grouped_matmul,"[[k*T, d_model], [E, d_model, d_model], [E]]","[E, d_model, d_model]","[[k*T, d_model]]","[132, 133]",3,mlp,experts,2,model.layers.3.mlp.experts,aten._grouped_mm.default,[model.layers.3.mlp.experts.gate_up_proj],prefill,False
135,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,experts,act_fn,,,silu,"[[k*T, d_moe]]",,"[[k*T, d_moe]]",[134],3,mlp,experts,3,model.layers.3.mlp.experts.act_fn,aten.silu.default,[],prefill,False
136,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,experts,,,,elementwise_mul,"[[k*T, d_moe], [k*T, d_moe]]",,"[[k*T, d_moe]]","[134, 135]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.mul.Tensor,[],prefill,False
137,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,experts,,,,grouped_matmul,"[[k*T, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]","[[k*T, d_model]]","[133, 136]",3,mlp,experts,2,model.layers.3.mlp.experts,aten._grouped_mm.default,[model.layers.3.mlp.experts.down_proj],prefill,False
138,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,experts,,,,elementwise_mul,"[[k*T, d_model], [k*T, B]]",,"[[k*T, d_model]]","[133, 137]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.mul.Tensor,[],prefill,False
139,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,experts,,,,sum,"[[T, k, d_model]]",,"[[T, d_model]]","[133, 138]",3,mlp,experts,2,model.layers.3.mlp.experts,aten.sum.dim_IntList,[],prefill,True
140,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,shared_experts,gate_proj,,,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]","[[T, d_moe]]",[132],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.3.mlp.shared_experts.gate_proj.weight],prefill,False
141,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,shared_experts,up_proj,,,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]","[[T, d_moe]]",[132],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.3.mlp.shared_experts.up_proj.weight],prefill,False
142,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,shared_experts,act_fn,,,silu,"[[B, T, d_moe]]",,"[[B, T, d_moe]]",[140],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.act_fn,aten.silu.default,[],prefill,False
143,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,shared_experts,,,,elementwise_mul,"[[B, T, d_moe], [B, T, d_moe]]",,"[[B, T, d_moe]]","[141, 142]",3,mlp,shared_experts,2,model.layers.3.mlp.shared_experts,aten.mul.Tensor,[],prefill,False
144,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,shared_experts,down_proj,,,matmul,"[[T, d_moe], [d_moe, d_model]]","[d_model, d_moe]","[[T, d_model]]",[143],3,mlp,shared_experts,3,model.layers.3.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.3.mlp.shared_experts.down_proj.weight],prefill,False
145,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",mlp,,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,"[[B, T, d_model]]","[139, 144]",3,mlp,,1,model.layers.3.mlp,aten.add.Tensor,[],prefill,False
146,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",,,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, B, d_model]]",,"[[B, T, n_hc, d_model]]","[128, 145]",3,,,0,model.layers.3,aten.mul.Tensor,[],prefill,False
147,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",,,,,,batched_matmul,"[[T, n_hc, n_hc], [T, n_hc, d_model]]",,"[[T, n_hc, d_model]]","[124, 129]",3,,,0,model.layers.3,aten.bmm.default,[],prefill,False
148,MLA+MoE,20,"3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41",,,,,,elementwise_add,"[[B, T, n_hc, d_model], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[146, 147]",3,,,0,model.layers.3,aten.add.Tensor,[],prefill,False
149,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",attn_hc,input_norm,,,,rmsnorm,"[[B, T, 4*d_model]]",,"[[B, T, 4*d_model]]",[148],4,attn_hc,input_norm,2,model.layers.4.attn_hc.input_norm,pow+mean+add+rsqrt+mul,[],prefill,False
150,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",attn_hc,,,,,matmul,"[[T, 4*d_model], [4*d_model, 3*g_o]]","[3*g_o, 4*d_model]","[[T, 3*g_o]]",[149],4,attn_hc,,1,model.layers.4.attn_hc,aten.mm.default,[model.layers.4.attn_hc.fn],prefill,False
151,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",attn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[150],4,attn_hc,,1,model.layers.4.attn_hc,aten.sigmoid.default,[],prefill,False
152,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",attn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[150],4,attn_hc,,1,model.layers.4.attn_hc,aten.sigmoid.default,[],prefill,False
153,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",attn_hc,,,,,softmax,"[[B, T, n_hc, n_hc]]",,"[[B, T, n_hc, n_hc]]",[150],4,attn_hc,,1,model.layers.4.attn_hc,aten._softmax.default,[],prefill,False
154,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",input_layernorm,,,,,rmsnorm,"[[B, T, d_model]]",[d_model],"[[B, T, d_model]]","[148, 151]",4,input_layernorm,,1,model.layers.4.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.4.input_layernorm.weight],prefill,False
155,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,q_a_proj,,,,matmul,"[[T, n_h*d_head/g_o], [n_h*d_head/g_o, c_q]]","[c_q, n_h*d_head/g_o]","[[T, c_q]]",[154],4,self_attn,q_a_proj,2,model.layers.4.self_attn.q_a_proj,aten.mm.default,[model.layers.4.self_attn.q_a_proj.weight],prefill,False
156,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,q_a_norm,,,,rmsnorm,"[[B, T, c_q]]",[c_q],"[[B, T, c_q]]",[155],4,self_attn,q_a_norm,2,model.layers.4.self_attn.q_a_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.4.self_attn.q_a_norm.weight],prefill,False
157,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,q_b_proj,,,,matmul,"[[T, c_q], [c_q, n_h*d_head]]","[n_h*d_head, c_q]","[[T, n_h*d_head]]",[156],4,self_attn,q_b_proj,2,model.layers.4.self_attn.q_b_proj,aten.mm.default,[model.layers.4.self_attn.q_b_proj.weight],prefill,False
158,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,q_b_norm,,,,rmsnorm,"[[B, n_h, T, d_head]]",,"[[B, n_h, T, d_head]]",[157],4,self_attn,q_b_norm,2,model.layers.4.self_attn.q_b_norm,_to_copy+pow+mean+add+rsqrt+_to_copy+mul,[],prefill,False
159,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,kv_proj,,,,matmul,"[[T, n_h*d_head/g_o], [n_h*d_head/g_o, d_head]]","[d_head, n_h*d_head/g_o]","[[T, d_head]]",[154],4,self_attn,kv_proj,2,model.layers.4.self_attn.kv_proj,aten.mm.default,[model.layers.4.self_attn.kv_proj.weight],prefill,False
160,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,kv_norm,,,,rmsnorm,"[[B, T, d_head]]",[d_head],"[[B, T, d_head]]",[159],4,self_attn,kv_norm,2,model.layers.4.self_attn.kv_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.4.self_attn.kv_norm.weight],prefill,False
161,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,kv_proj,,,matmul,"[[T, n_h*d_head/g_o], [n_h*d_head/g_o, c_q]]","[c_q, n_h*d_head/g_o]","[[T, c_q]]",[154],4,self_attn,compressor,3,model.layers.4.self_attn.compressor.kv_proj,aten.mm.default,[model.layers.4.self_attn.compressor.kv_proj.weight],prefill,False
162,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,gate_proj,,,matmul,"[[T, n_h*d_head/g_o], [n_h*d_head/g_o, c_q]]","[c_q, n_h*d_head/g_o]","[[T, c_q]]",[154],4,self_attn,compressor,3,model.layers.4.self_attn.compressor.gate_proj,aten.mm.default,[model.layers.4.self_attn.compressor.gate_proj.weight],prefill,False
163,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,,,,softmax,"[[B, T/m_csa, T/m_hca, d_head]]",,"[[B, T/m_csa, T/m_hca, d_head]]",[162],4,self_attn,compressor,2,model.layers.4.self_attn.compressor,aten._softmax.default,[],prefill,False
164,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,kv_norm,,,rmsnorm,"[[B, T/m_csa, d_head]]",[d_head],"[[B, T/m_csa, d_head]]","[161, 163]",4,self_attn,compressor,3,model.layers.4.self_attn.compressor.kv_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.4.self_attn.compressor.kv_norm.weight],prefill,False
165,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,indexer,kv_proj,,matmul,"[[T, n_h*d_head/g_o], [n_h*d_head/g_o, E]]","[E, n_h*d_head/g_o]","[[T, E]]",[154],4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.kv_proj,aten.mm.default,[model.layers.4.self_attn.compressor.indexer.kv_proj.weight],prefill,False
166,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,indexer,gate_proj,,matmul,"[[T, n_h*d_head/g_o], [n_h*d_head/g_o, E]]","[E, n_h*d_head/g_o]","[[T, E]]",[154],4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.gate_proj,aten.mm.default,[model.layers.4.self_attn.compressor.indexer.gate_proj.weight],prefill,False
167,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,indexer,,,softmax,"[[B, T/m_csa, T/m_hca, c_I]]",,"[[B, T/m_csa, T/m_hca, c_I]]",[166],4,self_attn,compressor,3,model.layers.4.self_attn.compressor.indexer,aten._softmax.default,[],prefill,False
168,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,indexer,kv_norm,,rmsnorm,"[[B, T/m_csa, c_I]]",[c_I],"[[B, T/m_csa, c_I]]","[165, 167]",4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.kv_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.4.self_attn.compressor.indexer.kv_norm.weight],prefill,False
169,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,indexer,q_b_proj,,matmul,"[[T, c_q], [c_q, g_o*d_g]]","[g_o*d_g, c_q]","[[T, g_o*d_g]]",[156],4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.q_b_proj,aten.mm.default,[model.layers.4.self_attn.compressor.indexer.q_b_proj.weight],prefill,False
170,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,indexer,scorer,,batched_matmul,"[[T, n_h, c_I], [T, c_I, T/m_csa]]",,"[[T, n_h, T/m_csa]]","[168, 169]",4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.scorer,aten.bmm.default,[],prefill,False
171,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,indexer,scorer,,relu,"[[B, T, n_h, T/m_csa]]",,"[[B, T, n_h, T/m_csa]]",[170],4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.scorer,aten.relu.default,[],prefill,True
172,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,compressor,indexer,scorer,weights_proj,matmul,"[[T, n_h*d_head/g_o], [n_h*d_head/g_o, n_h]]","[n_h, n_h*d_head/g_o]","[[T, n_h]]",[154],4,self_attn,compressor,5,model.layers.4.self_attn.compressor.indexer.scorer.weights_proj,aten.mm.default,[model.layers.4.self_attn.compressor.indexer.scorer.weights_proj.weight],prefill,False
173,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,,,,,batched_matmul,"[[n_h, T, d_head], [n_h, d_head, T+T/m_csa]]",,"[[n_h, T, T+T/m_csa]]","[158, 160, 164]",4,self_attn,,1,model.layers.4.self_attn,aten.bmm.default,[],prefill,False
174,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,,,,,softmax,"[[B, n_h, T, T+T/m_csa+1]]",,"[[B, n_h, T, T+T/m_csa+1]]","[164, 171, 172, 173]",4,self_attn,,1,model.layers.4.self_attn,aten._softmax.default,[],prefill,False
175,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,,,,,batched_matmul,"[[n_h, T, T+T/m_csa], [n_h, T+T/m_csa, d_head]]",,"[[n_h, T, d_head]]","[160, 164, 174]",4,self_attn,,1,model.layers.4.self_attn,aten.bmm.default,[],prefill,False
