op_id,h1,h2,h3,h4,h5,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
1982,mamba_decoder,mamba,,,,exp,"[[B, n_h_ssm, 1, d_chunk, d_chunk]]",,,"[[B, n_h_ssm, 1, d_chunk, d_chunk]]",[1981],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.exp.default,[],prefill,False
1983,mamba_decoder,mamba,,,,unsqueeze,"[[B, 1, d_chunk, n_h_ssm, d_state]]",,,"[[B, 1, d_chunk, 1, n_h_ssm, d_state]]",[1968],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.unsqueeze.default,[],prefill,True
1984,mamba_decoder,mamba,,,,unsqueeze,"[[B, 1, d_chunk, n_h_ssm, d_state]]",,,"[[B, 1, 1, d_chunk, n_h_ssm, d_state]]",[1966],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.unsqueeze.default,[],prefill,True
1985,mamba_decoder,mamba,,,,elementwise_mul,"[[B, 1, d_chunk, 1, n_h_ssm, d_state], [B, 1, 1, d_chunk, n_h_ssm, d_state]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm, d_state]]","[1983, 1984]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.mul.Tensor,[],prefill,False
1986,mamba_decoder,mamba,,,,sum,"[[B, 1, d_chunk, d_chunk, n_h_ssm, d_state]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm]]",[1985],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.sum.dim_IntList,[],prefill,True
1987,mamba_decoder,mamba,,,,unsqueeze,"[[B, 1, d_chunk, d_chunk, n_h_ssm]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm, 1]]",[1986],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.unsqueeze.default,[],prefill,True
1988,mamba_decoder,mamba,,,,permute,"[[B, n_h_ssm, 1, d_chunk, d_chunk]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm]]",[1982],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.permute.default,[],prefill,True
1989,mamba_decoder,mamba,,,,unsqueeze,"[[B, 1, d_chunk, d_chunk, n_h_ssm]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm, 1]]",[1988],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.unsqueeze.default,[],prefill,True
1990,mamba_decoder,mamba,,,,elementwise_mul,"[[B, 1, d_chunk, d_chunk, n_h_ssm, 1], [B, 1, d_chunk, d_chunk, n_h_ssm, 1]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm, 1]]","[1987, 1989]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.mul.Tensor,[],prefill,False
1991,mamba_decoder,mamba,,,,sum,"[[B, 1, d_chunk, d_chunk, n_h_ssm, 1]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm]]",[1990],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.sum.dim_IntList,[],prefill,True
1992,mamba_decoder,mamba,,,,unsqueeze,"[[B, 1, d_chunk, d_chunk, n_h_ssm]]",,,"[[B, 1, d_chunk, d_chunk, n_h_ssm, 1]]",[1991],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.unsqueeze.default,[],prefill,True
1993,mamba_decoder,mamba,,,,unsqueeze,"[[B, 1, d_chunk, n_h_ssm, d_head_ssm]]",,,"[[B, 1, 1, d_chunk, n_h_ssm, d_head_ssm]]",[1962],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.unsqueeze.default,[],prefill,True
1994,mamba_decoder,mamba,,,,elementwise_mul,"[[B, 1, d_chunk, d_chunk, n_h_ssm, 1], [B, 1, 1, d_chunk, n_h_ssm, d_head_ssm]]",,,"[[B, 1, d_chunk, d_chunk, d_head_ssm, n_h_ssm]]","[1992, 1993]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.mul.Tensor,[],prefill,False
1995,mamba_decoder,mamba,,,,sum,"[[B, 1, d_chunk, d_chunk, d_head_ssm, n_h_ssm]]",,,"[[B, 1, d_chunk, n_h_ssm, d_head_ssm]]",[1994],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.sum.dim_IntList,[],prefill,True
1996,mamba_decoder,mamba,,,,slice,"[[B, n_h_ssm, 1, d_chunk]]",,,"[[B, d_head_ssm, 1, 1]]",[1970],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.slice.Tensor,[],prefill,True
1997,mamba_decoder,mamba,,,,sub,"[[B, d_head_ssm, 1, 1], [B, n_h_ssm, 1, d_chunk]]",,,"[[B, n_h_ssm, 1, d_chunk]]","[1970, 1996]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.sub.Tensor,[],prefill,True
1998,mamba_decoder,mamba,,,,exp,"[[B, n_h_ssm, 1, d_chunk]]",,,"[[B, n_h_ssm, 1, d_chunk]]",[1997],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.exp.default,[],prefill,False
1999,mamba_decoder,mamba,,,,permute,"[[B, n_h_ssm, 1, d_chunk]]",,,"[[B, 1, d_chunk, n_h_ssm]]",[1998],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.permute.default,[],prefill,True
2000,mamba_decoder,mamba,,,,unsqueeze,"[[B, 1, d_chunk, n_h_ssm]]",,,"[[B, 1, d_chunk, n_h_ssm, 1]]",[1999],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.unsqueeze.default,[],prefill,True
2001,mamba_decoder,mamba,,,,elementwise_mul,"[[B, 1, d_chunk, n_h_ssm, d_state], [B, 1, d_chunk, n_h_ssm, 1]]",,,"[[B, 1, d_chunk, n_h_ssm, d_state]]","[1966, 2000]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.mul.Tensor,[],prefill,False
2002,mamba_decoder,mamba,,,,permute,"[[B, 1, d_chunk, n_h_ssm, d_state]]",,,"[[B, 1, n_h_ssm, d_chunk, d_state]]",[2001],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.permute.default,[],prefill,True
2003,mamba_decoder,mamba,,,,unsqueeze,"[[B, 1, n_h_ssm, d_chunk, d_state]]",,,"[[B, 1, n_h_ssm, d_chunk, d_state, 1]]",[2002],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.unsqueeze.default,[],prefill,True
2004,mamba_decoder,mamba,,,,permute,"[[B, 1, d_chunk, n_h_ssm, d_head_ssm]]",,,"[[B, 1, n_h_ssm, d_chunk, d_head_ssm]]",[1962],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.permute.default,[],prefill,True
2005,mamba_decoder,mamba,,,,unsqueeze,"[[B, 1, n_h_ssm, d_chunk, d_head_ssm]]",,,"[[B, 1, n_h_ssm, d_chunk, 1, d_head_ssm]]",[2004],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.unsqueeze.default,[],prefill,True
2006,mamba_decoder,mamba,,,,elementwise_mul,"[[B, 1, n_h_ssm, d_chunk, d_state, 1], [B, 1, n_h_ssm, d_chunk, 1, d_head_ssm]]",,,"[[B, 1, d_head_ssm, d_chunk, d_state, n_h_ssm]]","[2003, 2005]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.mul.Tensor,[],prefill,False
2007,mamba_decoder,mamba,,,,sum,"[[B, 1, d_head_ssm, d_chunk, d_state, n_h_ssm]]",,,"[[B, 1, n_h_ssm, d_state, d_head_ssm]]",[2006],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.sum.dim_IntList,[],prefill,True
2008,mamba_decoder,mamba,,,,permute,"[[B, 1, n_h_ssm, d_state, d_head_ssm]]",,,"[[B, 1, n_h_ssm, d_head_ssm, d_state]]",[2007],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.permute.default,[],prefill,True
2009,mamba_decoder,mamba,,,,alias,"[[B, 1, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, 1, n_h_ssm, d_head_ssm, d_state]]",[2008],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.alias.default,[],prefill,True
2010,mamba_decoder,mamba,,,,zeros_like,"[[B, 1, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, 1, n_h_ssm, d_head_ssm, d_state]]",[2009],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.zeros_like.default,[],prefill,True
2011,mamba_decoder,mamba,,,,concat,"[[B, 1, n_h_ssm, d_head_ssm, d_state], [B, 1, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, 2, n_h_ssm, d_head_ssm, d_state]]","[2008, 2010]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.cat.default,[],prefill,False
2012,mamba_decoder,mamba,,,,select,"[[B, n_h_ssm, 1, d_chunk]]",,,"[[B, n_h_ssm, 1]]",[1970],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.select.int,[],prefill,True
2013,mamba_decoder,mamba,,,,constant_pad_nd,"[[B, n_h_ssm, 1]]",,,"[[B, n_h_ssm, 2]]",[2012],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.constant_pad_nd.default,[],prefill,True
2014,mamba_decoder,mamba,,,,unsqueeze,"[[B, n_h_ssm, 2]]",,,"[[B, n_h_ssm, 2, 1]]",[2013],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.unsqueeze.default,[],prefill,True
2015,mamba_decoder,mamba,,,,expand,"[[B, n_h_ssm, 2, 1]]",,,"[[B, n_h_ssm, 2, 2]]",[2014],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.expand.default,[],prefill,True
2016,mamba_decoder,mamba,,,,ones,[],,,"[[2, 2]]",[],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.ones.default,[],prefill,True
2017,mamba_decoder,mamba,,,,tril,"[[2, 2]]",,,"[[2, 2]]",[2016],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.tril.default,[],prefill,True
2018,mamba_decoder,mamba,,,,bitwise_not,"[[2, 2]]",,,"[[2, 2]]",[2017],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.bitwise_not.default,[],prefill,True
2019,mamba_decoder,mamba,,,,masked_fill,"[[B, n_h_ssm, 2, 2], [2, 2]]",,,"[[B, n_h_ssm, 2, 2]]","[2015, 2018]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.masked_fill.Scalar,[],prefill,True
2020,mamba_decoder,mamba,,,,cumsum,"[[B, n_h_ssm, 2, 2]]",,,"[[B, n_h_ssm, 2, 2]]",[2019],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.cumsum.default,[],prefill,False
2021,mamba_decoder,mamba,,,,ones,[],,,"[[2, 2]]",[],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.ones.default,[],prefill,True
2022,mamba_decoder,mamba,,,,tril,"[[2, 2]]",,,"[[2, 2]]",[2021],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.tril.default,[],prefill,True
2023,mamba_decoder,mamba,,,,bitwise_not,"[[2, 2]]",,,"[[2, 2]]",[2022],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.bitwise_not.default,[],prefill,True
2024,mamba_decoder,mamba,,,,masked_fill,"[[B, n_h_ssm, 2, 2], [2, 2]]",,,"[[B, n_h_ssm, 2, 2]]","[2020, 2023]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.masked_fill.Scalar,[],prefill,True
2025,mamba_decoder,mamba,,,,exp,"[[B, n_h_ssm, 2, 2]]",,,"[[B, n_h_ssm, 2, 2]]",[2024],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.exp.default,[],prefill,False
2026,mamba_decoder,mamba,,,,permute,"[[B, 2, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, 2, d_head_ssm, d_state]]",[2011],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.permute.default,[],prefill,True
2027,mamba_decoder,mamba,,,,unsqueeze,"[[B, n_h_ssm, 2, 2]]",,,"[[B, n_h_ssm, 2, 2, 1]]",[2025],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.unsqueeze.default,[],prefill,True
2028,mamba_decoder,mamba,,,,unsqueeze,"[[B, n_h_ssm, 2, 2, 1]]",,,"[[B, n_h_ssm, 2, 2, 1, 1]]",[2027],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.unsqueeze.default,[],prefill,True
2029,mamba_decoder,mamba,,,,unsqueeze,"[[B, n_h_ssm, 2, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, 1, 2, d_head_ssm, d_state]]",[2026],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.unsqueeze.default,[],prefill,True
2030,mamba_decoder,mamba,,,,elementwise_mul,"[[B, n_h_ssm, 2, 2, 1, 1], [B, n_h_ssm, 1, 2, d_head_ssm, d_state]]",,,"[[B, d_head_ssm, 2, 2, n_h_ssm, d_state]]","[2028, 2029]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.mul.Tensor,[],prefill,False
2031,mamba_decoder,mamba,,,,sum,"[[B, d_head_ssm, 2, 2, n_h_ssm, d_state]]",,,"[[B, n_h_ssm, 2, d_head_ssm, d_state]]",[2030],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.sum.dim_IntList,[],prefill,True
2032,mamba_decoder,mamba,,,,permute,"[[B, n_h_ssm, 2, d_head_ssm, d_state]]",,,"[[B, 2, n_h_ssm, d_head_ssm, d_state]]",[2031],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.permute.default,[],prefill,True
2033,mamba_decoder,mamba,,,,slice,"[[B, 2, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, 1, n_h_ssm, d_head_ssm, d_state]]",[2032],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.slice.Tensor,[],prefill,True
2034,mamba_decoder,mamba,,,,select,"[[B, 2, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]",[2032],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.select.int,[],prefill,True
2035,mamba_decoder,mamba,,,,exp,"[[B, n_h_ssm, 1, d_chunk]]",,,"[[B, n_h_ssm, 1, d_chunk]]",[1970],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.exp.default,[],prefill,False
2036,mamba_decoder,mamba,,,,unsqueeze,"[[B, 1, d_chunk, n_h_ssm, d_state]]",,,"[[B, 1, d_chunk, n_h_ssm, 1, d_state]]",[1968],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.unsqueeze.default,[],prefill,True
2037,mamba_decoder,mamba,,,,unsqueeze,"[[B, 1, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, 1, 1, n_h_ssm, d_head_ssm, d_state]]",[2033],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.unsqueeze.default,[],prefill,True
2038,mamba_decoder,mamba,,,,elementwise_mul,"[[B, 1, d_chunk, n_h_ssm, 1, d_state], [B, 1, 1, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, 1, d_chunk, d_head_ssm, n_h_ssm, d_state]]","[2036, 2037]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.mul.Tensor,[],prefill,False
2039,mamba_decoder,mamba,,,,permute,"[[B, n_h_ssm, 1, d_chunk]]",,,"[[B, 1, d_chunk, n_h_ssm]]",[2035],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.permute.default,[],prefill,True
2040,mamba_decoder,mamba,,,,sum,"[[B, 1, d_chunk, d_head_ssm, n_h_ssm, d_state]]",,,"[[B, 1, d_chunk, n_h_ssm, d_head_ssm]]",[2038],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.sum.dim_IntList,[],prefill,True
2041,mamba_decoder,mamba,,,,unsqueeze,"[[B, 1, d_chunk, n_h_ssm]]",,,"[[B, 1, d_chunk, n_h_ssm, 1]]",[2039],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.unsqueeze.default,[],prefill,True
2042,mamba_decoder,mamba,,,,elementwise_mul,"[[B, 1, d_chunk, n_h_ssm, d_head_ssm], [B, 1, d_chunk, n_h_ssm, 1]]",,,"[[B, 1, d_chunk, n_h_ssm, d_head_ssm]]","[2040, 2041]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.mul.Tensor,[],prefill,False
2043,mamba_decoder,mamba,,,,elementwise_add,"[[B, 1, d_chunk, n_h_ssm, d_head_ssm], [B, 1, d_chunk, n_h_ssm, d_head_ssm]]",,,"[[B, 1, d_chunk, n_h_ssm, d_head_ssm]]","[1995, 2042]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.add.Tensor,[],prefill,False
2044,mamba_decoder,mamba,,,,view,"[[B, 1, d_chunk, n_h_ssm, d_head_ssm]]",,,"[[B, d_chunk, n_h_ssm, d_head_ssm]]",[2043],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.view.default,[],prefill,True
2045,mamba_decoder,mamba,,,,elementwise_add,"[[B, d_chunk, n_h_ssm, d_head_ssm], [B, d_chunk, n_h_ssm, d_head_ssm]]",,,"[[B, d_chunk, n_h_ssm, d_head_ssm]]","[1957, 2044]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.add.Tensor,[],prefill,False
2046,mamba_decoder,mamba,,,,slice,"[[B, d_chunk, n_h_ssm, d_head_ssm]]",,,"[[B, T, d_head_ssm, n_h_ssm]]",[2045],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.slice.Tensor,[],prefill,True
2047,mamba_decoder,mamba,,,,view,"[[B, T, d_head_ssm, n_h_ssm]]",,,"[[B, T, d_inner]]",[2046],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.view.default,[],prefill,True
2048,mamba_decoder,mamba,,,,zeros_like,"[[B, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]",[2034],11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.zeros_like.default,[],prefill,True
2049,mamba_decoder,mamba,,,,copy_,"[[B, n_h_ssm, d_head_ssm, d_state], [B, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]","[2034, 2048]",11,mamba_decoder,mamba,2,model.layers.11.mamba_decoder.mamba,aten.copy_.default,[],prefill,True
2050,mamba_decoder,mamba,norm,,,silu,"[[B, T, d_inner]]",,,"[[B, T, d_inner]]",[1927],11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.norm,aten.silu.default,[],prefill,False
2051,mamba_decoder,mamba,norm,,,elementwise_mul,"[[B, T, d_inner], [B, T, d_inner]]",,,"[[B, T, d_inner]]","[2047, 2050]",11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.norm,aten.mul.Tensor,[],prefill,False
2052,mamba_decoder,mamba,norm,,,view,"[[B, T, d_inner]]",,,"[[B, T, 1, d_inner]]",[2051],11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.norm,aten.view.default,[],prefill,True
2053,mamba_decoder,mamba,norm,,,pow,"[[B, T, 1, d_inner]]",,,"[[B, T, 1, d_inner]]",[2052],11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.norm,aten.pow.Tensor_Scalar,[],prefill,False
2054,mamba_decoder,mamba,norm,,,mean,"[[B, T, 1, d_inner]]",,,"[[B, T, 1, 1]]",[2053],11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.norm,aten.mean.dim,[],prefill,False
2055,mamba_decoder,mamba,norm,,,elementwise_add,"[[B, T, 1, 1]]",,,"[[B, T, 1, 1]]",[2054],11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.norm,aten.add.Tensor,[],prefill,False
2056,mamba_decoder,mamba,norm,,,rsqrt,"[[B, T, 1, 1]]",,,"[[B, T, 1, 1]]",[2055],11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.norm,aten.rsqrt.default,[],prefill,False
2057,mamba_decoder,mamba,norm,,,elementwise_mul,"[[B, T, 1, d_inner], [B, T, 1, 1]]",,,"[[B, T, 1, d_inner]]","[2052, 2056]",11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.norm,aten.mul.Tensor,[],prefill,False
2058,mamba_decoder,mamba,norm,,,view,"[[B, T, 1, d_inner]]",,,"[[B, T, d_inner]]",[2057],11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.norm,aten.view.default,[],prefill,True
2059,mamba_decoder,mamba,norm,,,elementwise_mul,"[[d_inner], [B, T, d_inner]]",,,"[[B, T, d_inner]]",[2058],11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.norm,aten.mul.Tensor,[model.layers.11.mamba_decoder.mamba.norm.weight],prefill,False
2060,mamba_decoder,mamba,out_proj,,,t,"[[d_model, d_inner]]","[d_model, d_inner]",0,"[[d_inner, d_model]]",[],11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.out_proj,aten.t.default,[model.layers.11.mamba_decoder.mamba.out_proj.weight],prefill,True
2061,mamba_decoder,mamba,out_proj,,,view,"[[B, T, d_inner]]",,,"[[T, d_inner]]",[2059],11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.out_proj,aten.view.default,[],prefill,True
2062,mamba_decoder,mamba,out_proj,,,matmul,"[[T, d_inner], [d_inner, d_model]]","[d_model, d_inner]",1,"[[T, d_model]]","[2060, 2061]",11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.out_proj,aten.mm.default,[model.layers.11.mamba_decoder.mamba.out_proj.weight],prefill,False
2063,mamba_decoder,mamba,out_proj,,,_unsafe_view,"[[T, d_model]]",,,"[[B, T, d_model]]",[2062],11,mamba_decoder,mamba,3,model.layers.11.mamba_decoder.mamba.out_proj,aten._unsafe_view.default,[],prefill,True
2064,mamba_decoder,,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[1792, 2063]",11,mamba_decoder,,1,model.layers.11.mamba_decoder,aten.add.Tensor,[],prefill,False
2065,input_layernorm,,,,,pow,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[2064],12,input_layernorm,,1,model.layers.12.input_layernorm,aten.pow.Tensor_Scalar,[],prefill,False
2066,input_layernorm,,,,,mean,"[[B, T, d_model]]",,,"[[B, T, 1]]",[2065],12,input_layernorm,,1,model.layers.12.input_layernorm,aten.mean.dim,[],prefill,False
2067,input_layernorm,,,,,elementwise_add,"[[B, T, 1]]",,,"[[B, T, 1]]",[2066],12,input_layernorm,,1,model.layers.12.input_layernorm,aten.add.Tensor,[],prefill,False
2068,input_layernorm,,,,,rsqrt,"[[B, T, 1]]",,,"[[B, T, 1]]",[2067],12,input_layernorm,,1,model.layers.12.input_layernorm,aten.rsqrt.default,[],prefill,False
2069,input_layernorm,,,,,elementwise_mul,"[[B, T, d_model], [B, T, 1]]",,,"[[B, T, d_model]]","[2064, 2068]",12,input_layernorm,,1,model.layers.12.input_layernorm,aten.mul.Tensor,[],prefill,False
2070,input_layernorm,,,,,elementwise_mul,"[[d_model], [B, T, d_model]]",,,"[[B, T, d_model]]",[2069],12,input_layernorm,,1,model.layers.12.input_layernorm,aten.mul.Tensor,[model.layers.12.input_layernorm.weight],prefill,False
2071,mamba,in_proj,,,,t,"[[2*d_inner+2*n_g*d_state+n_h_ssm, d_model]]","[2*d_inner+2*n_g*d_state+n_h_ssm, d_model]",0,"[[d_model, 2*d_inner+2*n_g*d_state+n_h_ssm]]",[],12,mamba,in_proj,2,model.layers.12.mamba.in_proj,aten.t.default,[model.layers.12.mamba.in_proj.weight],prefill,True
2072,mamba,in_proj,,,,view,"[[B, T, d_model]]",,,"[[T, d_model]]",[2070],12,mamba,in_proj,2,model.layers.12.mamba.in_proj,aten.view.default,[],prefill,True
2073,mamba,in_proj,,,,matmul,"[[T, d_model], [d_model, 2*d_inner+2*n_g*d_state+n_h_ssm]]","[2*d_inner+2*n_g*d_state+n_h_ssm, d_model]",1,"[[T, 2*d_inner+2*n_g*d_state+n_h_ssm]]","[2071, 2072]",12,mamba,in_proj,2,model.layers.12.mamba.in_proj,aten.mm.default,[model.layers.12.mamba.in_proj.weight],prefill,False
2074,mamba,in_proj,,,,_unsafe_view,"[[T, 2*d_inner+2*n_g*d_state+n_h_ssm]]",,,"[[B, T, 2*d_inner+2*n_g*d_state+n_h_ssm]]",[2073],12,mamba,in_proj,2,model.layers.12.mamba.in_proj,aten._unsafe_view.default,[],prefill,True
2075,mamba,,,,,split_with_sizes,"[[B, T, 2*d_inner+2*n_g*d_state+n_h_ssm]]",,,"[[B, T, 0], [B, T, 0], [B, T, d_inner], [B, T, d_inner+2*n_g*d_state], [B, T, n_h_ssm]]",[2074],12,mamba,,1,model.layers.12.mamba,aten.split_with_sizes.default,[],prefill,True
2076,mamba,,,,,transpose,"[[B, T, d_inner+2*n_g*d_state]]",,,"[[B, d_inner+2*n_g*d_state, T]]",[2075],12,mamba,,1,model.layers.12.mamba,aten.transpose.int,[],prefill,True
2077,mamba,,,,,constant_pad_nd,"[[B, d_inner+2*n_g*d_state, T]]",,,"[[B, d_inner+2*n_g*d_state, d_conv]]",[2076],12,mamba,,1,model.layers.12.mamba,aten.constant_pad_nd.default,[],prefill,True
2078,mamba,,,,,zeros,[],,,"[[B, d_inner+2*n_g*d_state, d_conv]]",[],12,mamba,,1,model.layers.12.mamba,aten.zeros.default,[],prefill,True
2079,mamba,,,,,slice,"[[B, d_inner+2*n_g*d_state, d_conv]]",,,"[[B, d_inner+2*n_g*d_state, d_conv]]",[2077],12,mamba,,1,model.layers.12.mamba,aten.slice.Tensor,[],prefill,True
2080,mamba,,,,,copy_,"[[B, d_inner+2*n_g*d_state, d_conv], [B, d_inner+2*n_g*d_state, d_conv]]",,,"[[B, d_inner+2*n_g*d_state, d_conv]]","[2078, 2079]",12,mamba,,1,model.layers.12.mamba,aten.copy_.default,[],prefill,True
2081,mamba,,,,,slice,"[[B, d_inner+2*n_g*d_state, d_conv]]",,,"[[B, d_inner+2*n_g*d_state, d_conv]]",[2077],12,mamba,,1,model.layers.12.mamba,aten.slice.Tensor,[],prefill,True
2082,mamba,conv1d,,,,conv1d,"[[B, d_inner+2*n_g*d_state, T], [d_inner+2*n_g*d_state, 1, d_conv], [d_inner+2*n_g*d_state]]","[d_inner+2*n_g*d_state, 1, d_conv]",1,"[[B, d_inner+2*n_g*d_state, T+d_conv-1]]",[2076],12,mamba,conv1d,2,model.layers.12.mamba.conv1d,aten.convolution.default,"[model.layers.12.mamba.conv1d.bias, model.layers.12.mamba.conv1d.weight]",prefill,False
