op_id,h1,h2,h3,h4,h5,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
464,shared_transformer,self_attn,linear_q_adapter_list,0,0,view,"[[B, 1, d_attn]]",,,"[[B, d_attn]]",[450],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.0.0,aten.view.default,[],decode,True
465,shared_transformer,self_attn,linear_q_adapter_list,0,0,matmul,"[[B, d_attn], [d_attn, d_head]]","[d_head, d_attn]",1,"[[B, d_head]]","[463, 464]",5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.0.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.0.0.weight],decode,False
466,shared_transformer,self_attn,linear_q_adapter_list,0,0,_unsafe_view,"[[B, d_head]]",,,"[[B, 1, d_head]]",[465],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.0.0,aten._unsafe_view.default,[],decode,True
467,shared_transformer,self_attn,linear_q_adapter_list,0,1,t,"[[d_attn, d_head]]","[d_attn, d_head]",0,"[[d_head, d_attn]]",[],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.0.1,aten.t.default,[model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.0.1.weight],decode,True
468,shared_transformer,self_attn,linear_q_adapter_list,0,1,view,"[[B, 1, d_head]]",,,"[[B, d_head]]",[466],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.0.1,aten.view.default,[],decode,True
469,shared_transformer,self_attn,linear_q_adapter_list,0,1,matmul,"[[B, d_head], [d_head, d_attn]]","[d_attn, d_head]",1,"[[B, d_attn]]","[467, 468]",5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.0.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.0.1.weight],decode,False
470,shared_transformer,self_attn,linear_q_adapter_list,0,1,_unsafe_view,"[[B, d_attn]]",,,"[[B, 1, d_attn]]",[469],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_q_adapter_list.0.1,aten._unsafe_view.default,[],decode,True
471,shared_transformer,self_attn,,,,elementwise_add,"[[B, 1, d_attn], [B, 1, d_attn]]",,,"[[B, 1, d_attn]]","[454, 470]",5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.add.Tensor,[],decode,False
472,shared_transformer,self_attn,linear_k_adapter_list,0,0,t,"[[d_head, d_attn]]","[d_head, d_attn]",0,"[[d_attn, d_head]]",[],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.0.0,aten.t.default,[model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.0.0.weight],decode,True
473,shared_transformer,self_attn,linear_k_adapter_list,0,0,view,"[[B, 1, d_attn]]",,,"[[B, d_attn]]",[450],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.0.0,aten.view.default,[],decode,True
474,shared_transformer,self_attn,linear_k_adapter_list,0,0,matmul,"[[B, d_attn], [d_attn, d_head]]","[d_head, d_attn]",1,"[[B, d_head]]","[472, 473]",5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.0.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.0.0.weight],decode,False
475,shared_transformer,self_attn,linear_k_adapter_list,0,0,_unsafe_view,"[[B, d_head]]",,,"[[B, 1, d_head]]",[474],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.0.0,aten._unsafe_view.default,[],decode,True
476,shared_transformer,self_attn,linear_k_adapter_list,0,1,t,"[[d_attn, d_head]]","[d_attn, d_head]",0,"[[d_head, d_attn]]",[],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.0.1,aten.t.default,[model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.0.1.weight],decode,True
477,shared_transformer,self_attn,linear_k_adapter_list,0,1,view,"[[B, 1, d_head]]",,,"[[B, d_head]]",[475],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.0.1,aten.view.default,[],decode,True
478,shared_transformer,self_attn,linear_k_adapter_list,0,1,matmul,"[[B, d_head], [d_head, d_attn]]","[d_attn, d_head]",1,"[[B, d_attn]]","[476, 477]",5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.0.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.0.1.weight],decode,False
479,shared_transformer,self_attn,linear_k_adapter_list,0,1,_unsafe_view,"[[B, d_attn]]",,,"[[B, 1, d_attn]]",[478],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_k_adapter_list.0.1,aten._unsafe_view.default,[],decode,True
480,shared_transformer,self_attn,,,,elementwise_add,"[[B, 1, d_attn], [B, 1, d_attn]]",,,"[[B, 1, d_attn]]","[458, 479]",5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.add.Tensor,[],decode,False
481,shared_transformer,self_attn,linear_v_adapter_list,0,0,t,"[[d_head, d_attn]]","[d_head, d_attn]",0,"[[d_attn, d_head]]",[],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.0.0,aten.t.default,[model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.0.0.weight],decode,True
482,shared_transformer,self_attn,linear_v_adapter_list,0,0,view,"[[B, 1, d_attn]]",,,"[[B, d_attn]]",[450],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.0.0,aten.view.default,[],decode,True
483,shared_transformer,self_attn,linear_v_adapter_list,0,0,matmul,"[[B, d_attn], [d_attn, d_head]]","[d_head, d_attn]",1,"[[B, d_head]]","[481, 482]",5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.0.0,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.0.0.weight],decode,False
484,shared_transformer,self_attn,linear_v_adapter_list,0,0,_unsafe_view,"[[B, d_head]]",,,"[[B, 1, d_head]]",[483],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.0.0,aten._unsafe_view.default,[],decode,True
485,shared_transformer,self_attn,linear_v_adapter_list,0,1,t,"[[d_attn, d_head]]","[d_attn, d_head]",0,"[[d_head, d_attn]]",[],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.0.1,aten.t.default,[model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.0.1.weight],decode,True
486,shared_transformer,self_attn,linear_v_adapter_list,0,1,view,"[[B, 1, d_head]]",,,"[[B, d_head]]",[484],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.0.1,aten.view.default,[],decode,True
487,shared_transformer,self_attn,linear_v_adapter_list,0,1,matmul,"[[B, d_head], [d_head, d_attn]]","[d_attn, d_head]",1,"[[B, d_attn]]","[485, 486]",5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.0.1,aten.mm.default,[model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.0.1.weight],decode,False
488,shared_transformer,self_attn,linear_v_adapter_list,0,1,_unsafe_view,"[[B, d_attn]]",,,"[[B, 1, d_attn]]",[487],5,shared_transformer,self_attn,5,model.layers.5.shared_transformer.self_attn.linear_v_adapter_list.0.1,aten._unsafe_view.default,[],decode,True
489,shared_transformer,self_attn,,,,elementwise_add,"[[B, 1, d_attn], [B, 1, d_attn]]",,,"[[B, 1, d_attn]]","[462, 488]",5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.add.Tensor,[],decode,False
490,shared_transformer,self_attn,,,,view,"[[B, 1, d_attn]]",,,"[[B, 1, n_h, d_head]]",[471],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.view.default,[],decode,True
491,shared_transformer,self_attn,,,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[490],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.transpose.int,[],decode,True
492,shared_transformer,self_attn,,,,view,"[[B, 1, d_attn]]",,,"[[B, 1, n_h, d_head]]",[480],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.view.default,[],decode,True
493,shared_transformer,self_attn,,,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[492],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.transpose.int,[],decode,True
494,shared_transformer,self_attn,,,,view,"[[B, 1, d_attn]]",,,"[[B, 1, n_h, d_head]]",[489],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.view.default,[],decode,True
495,shared_transformer,self_attn,,,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[494],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.transpose.int,[],decode,True
496,shared_transformer,self_attn,,,,unsqueeze,"[[B, 1, d_head]]",,,"[[B, 1, 1, d_head]]",[16],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.unsqueeze.default,[],decode,True
497,shared_transformer,self_attn,,,,unsqueeze,"[[B, 1, d_head]]",,,"[[B, 1, 1, d_head]]",[18],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.unsqueeze.default,[],decode,True
498,shared_transformer,self_attn,,,,elementwise_mul,"[[B, n_h, 1, d_head], [B, 1, 1, d_head]]",,,"[[B, n_h, 1, d_head]]","[491, 496]",5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.mul.Tensor,[],decode,False
499,shared_transformer,self_attn,,,,slice,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head/2]]",[491],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.slice.Tensor,[],decode,True
500,shared_transformer,self_attn,,,,slice,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head/2]]",[491],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.slice.Tensor,[],decode,True
501,shared_transformer,self_attn,,,,neg,"[[B, n_h, 1, d_head/2]]",,,"[[B, n_h, 1, d_head/2]]",[500],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.neg.default,[],decode,False
502,shared_transformer,self_attn,,,,concat,"[[B, n_h, 1, d_head/2], [B, n_h, 1, d_head/2]]",,,"[[B, n_h, 1, d_head]]","[499, 501]",5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.cat.default,[],decode,False
503,shared_transformer,self_attn,,,,elementwise_mul,"[[B, n_h, 1, d_head], [B, 1, 1, d_head]]",,,"[[B, n_h, 1, d_head]]","[497, 502]",5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.mul.Tensor,[],decode,False
504,shared_transformer,self_attn,,,,elementwise_add,"[[B, n_h, 1, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]","[498, 503]",5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.add.Tensor,[],decode,False
505,shared_transformer,self_attn,,,,elementwise_mul,"[[B, n_h, 1, d_head], [B, 1, 1, d_head]]",,,"[[B, n_h, 1, d_head]]","[493, 496]",5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.mul.Tensor,[],decode,False
506,shared_transformer,self_attn,,,,slice,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head/2]]",[493],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.slice.Tensor,[],decode,True
507,shared_transformer,self_attn,,,,slice,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head/2]]",[493],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.slice.Tensor,[],decode,True
508,shared_transformer,self_attn,,,,neg,"[[B, n_h, 1, d_head/2]]",,,"[[B, n_h, 1, d_head/2]]",[507],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.neg.default,[],decode,False
509,shared_transformer,self_attn,,,,concat,"[[B, n_h, 1, d_head/2], [B, n_h, 1, d_head/2]]",,,"[[B, n_h, 1, d_head]]","[506, 508]",5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.cat.default,[],decode,False
510,shared_transformer,self_attn,,,,elementwise_mul,"[[B, n_h, 1, d_head], [B, 1, 1, d_head]]",,,"[[B, n_h, 1, d_head]]","[497, 509]",5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.mul.Tensor,[],decode,False
511,shared_transformer,self_attn,,,,elementwise_add,"[[B, n_h, 1, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]","[505, 510]",5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.add.Tensor,[],decode,False
512,shared_transformer,self_attn,,,,concat,"[[B, n_h, T, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[511],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.cat.default,[],decode,False
513,shared_transformer,self_attn,,,,concat,"[[B, n_h, T, d_head], [B, n_h, 1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[495],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.cat.default,[],decode,False
514,shared_transformer,self_attn,,,,elementwise_mul,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[504],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.mul.Scalar,[],decode,False
515,shared_transformer,self_attn,,,,transpose,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, d_head, T+1]]",[512],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.transpose.int,[],decode,True
516,shared_transformer,self_attn,,,,elementwise_mul,"[[B, n_h, d_head, T+1]]",,,"[[B, n_h, d_head, T+1]]",[515],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.mul.Scalar,[],decode,False
517,shared_transformer,self_attn,,,,expand,"[[B, n_h, 1, d_head]]",,,"[[B, n_h, 1, d_head]]",[514],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.expand.default,[],decode,True
518,shared_transformer,self_attn,,,,view,"[[B, n_h, 1, d_head]]",,,"[[n_h, B, d_head]]",[517],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.view.default,[],decode,True
519,shared_transformer,self_attn,,,,expand,"[[B, n_h, d_head, T+1]]",,,"[[B, n_h, d_head, T+1]]",[516],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.expand.default,[],decode,True
520,shared_transformer,self_attn,,,,view,"[[B, n_h, d_head, T+1]]",,,"[[n_h, d_head, T+1]]",[519],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.view.default,[],decode,True
521,shared_transformer,self_attn,,,,batched_matmul,"[[n_h, B, d_head], [n_h, d_head, T+1]]",,,"[[n_h, B, T+1]]","[518, 520]",5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.bmm.default,[],decode,False
522,shared_transformer,self_attn,,,,_unsafe_view,"[[n_h, B, T+1]]",,,"[[B, n_h, 1, T+1]]",[521],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten._unsafe_view.default,[],decode,True
523,shared_transformer,self_attn,,,,softmax,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[522],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten._safe_softmax.default,[],decode,False
524,shared_transformer,self_attn,,,,expand,"[[B, n_h, 1, T+1]]",,,"[[B, n_h, 1, T+1]]",[523],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.expand.default,[],decode,True
525,shared_transformer,self_attn,,,,view,"[[B, n_h, 1, T+1]]",,,"[[n_h, B, T+1]]",[524],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.view.default,[],decode,True
526,shared_transformer,self_attn,,,,expand,"[[B, n_h, T+1, d_head]]",,,"[[B, n_h, T+1, d_head]]",[513],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.expand.default,[],decode,True
527,shared_transformer,self_attn,,,,view,"[[B, n_h, T+1, d_head]]",,,"[[n_h, T+1, d_head]]",[526],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.view.default,[],decode,True
528,shared_transformer,self_attn,,,,batched_matmul,"[[n_h, B, T+1], [n_h, T+1, d_head]]",,,"[[n_h, B, d_head]]","[525, 527]",5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.bmm.default,[],decode,False
529,shared_transformer,self_attn,,,,_unsafe_view,"[[n_h, B, d_head]]",,,"[[B, n_h, 1, d_head]]",[528],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten._unsafe_view.default,[],decode,True
530,shared_transformer,self_attn,,,,transpose,"[[B, n_h, 1, d_head]]",,,"[[B, 1, n_h, d_head]]",[529],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.transpose.int,[],decode,True
531,shared_transformer,self_attn,,,,view,"[[B, 1, n_h, d_head]]",,,"[[B, 1, d_attn]]",[530],5,shared_transformer,self_attn,2,model.layers.5.shared_transformer.self_attn,aten.view.default,[],decode,True
532,shared_transformer,self_attn,o_proj,,,t,"[[d_model, d_attn]]","[d_model, d_attn]",0,"[[d_attn, d_model]]",[],5,shared_transformer,self_attn,3,model.layers.5.shared_transformer.self_attn.o_proj,aten.t.default,[model.layers.5.shared_transformer.self_attn.o_proj.weight],decode,True
533,shared_transformer,self_attn,o_proj,,,view,"[[B, 1, d_attn]]",,,"[[B, d_attn]]",[531],5,shared_transformer,self_attn,3,model.layers.5.shared_transformer.self_attn.o_proj,aten.view.default,[],decode,True
534,shared_transformer,self_attn,o_proj,,,matmul,"[[B, d_attn], [d_attn, d_model]]","[d_model, d_attn]",1,"[[B, d_model]]","[532, 533]",5,shared_transformer,self_attn,3,model.layers.5.shared_transformer.self_attn.o_proj,aten.mm.default,[model.layers.5.shared_transformer.self_attn.o_proj.weight],decode,False
535,shared_transformer,self_attn,o_proj,,,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[534],5,shared_transformer,self_attn,3,model.layers.5.shared_transformer.self_attn.o_proj,aten._unsafe_view.default,[],decode,True
536,shared_transformer,pre_ff_layernorm,,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[535],5,shared_transformer,pre_ff_layernorm,2,model.layers.5.shared_transformer.pre_ff_layernorm,aten.pow.Tensor_Scalar,[],decode,False
537,shared_transformer,pre_ff_layernorm,,,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[536],5,shared_transformer,pre_ff_layernorm,2,model.layers.5.shared_transformer.pre_ff_layernorm,aten.mean.dim,[],decode,False
538,shared_transformer,pre_ff_layernorm,,,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[537],5,shared_transformer,pre_ff_layernorm,2,model.layers.5.shared_transformer.pre_ff_layernorm,aten.add.Tensor,[],decode,False
539,shared_transformer,pre_ff_layernorm,,,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[538],5,shared_transformer,pre_ff_layernorm,2,model.layers.5.shared_transformer.pre_ff_layernorm,aten.rsqrt.default,[],decode,False
540,shared_transformer,pre_ff_layernorm,,,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[535, 539]",5,shared_transformer,pre_ff_layernorm,2,model.layers.5.shared_transformer.pre_ff_layernorm,aten.mul.Tensor,[],decode,False
541,shared_transformer,pre_ff_layernorm,,,,elementwise_mul,"[[d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]",[540],5,shared_transformer,pre_ff_layernorm,2,model.layers.5.shared_transformer.pre_ff_layernorm,aten.mul.Tensor,[model.layers.5.shared_transformer.pre_ff_layernorm.weight],decode,False
542,shared_transformer,feed_forward,gate_up_proj,,,t,"[[2*d_ff, d_model]]","[2*d_ff, d_model]",0,"[[d_model, 2*d_ff]]",[],5,shared_transformer,feed_forward,3,model.layers.5.shared_transformer.feed_forward.gate_up_proj,aten.t.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj.weight],decode,True
543,shared_transformer,feed_forward,gate_up_proj,,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[541],5,shared_transformer,feed_forward,3,model.layers.5.shared_transformer.feed_forward.gate_up_proj,aten.view.default,[],decode,True
544,shared_transformer,feed_forward,gate_up_proj,,,matmul,"[[B, d_model], [d_model, 2*d_ff]]","[2*d_ff, d_model]",1,"[[B, 2*d_ff]]","[542, 543]",5,shared_transformer,feed_forward,3,model.layers.5.shared_transformer.feed_forward.gate_up_proj,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj.weight],decode,False
545,shared_transformer,feed_forward,gate_up_proj,,,_unsafe_view,"[[B, 2*d_ff]]",,,"[[B, 1, 2*d_ff]]",[544],5,shared_transformer,feed_forward,3,model.layers.5.shared_transformer.feed_forward.gate_up_proj,aten._unsafe_view.default,[],decode,True
546,shared_transformer,feed_forward,gate_up_proj_adapter_list,0,0,t,"[[r_lora, d_model]]","[r_lora, d_model]",0,"[[d_model, r_lora]]",[],5,shared_transformer,feed_forward,5,model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.0.0,aten.t.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.0.0.weight],decode,True
547,shared_transformer,feed_forward,gate_up_proj_adapter_list,0,0,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[541],5,shared_transformer,feed_forward,5,model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.0.0,aten.view.default,[],decode,True
548,shared_transformer,feed_forward,gate_up_proj_adapter_list,0,0,matmul,"[[B, d_model], [d_model, r_lora]]","[r_lora, d_model]",1,"[[B, r_lora]]","[546, 547]",5,shared_transformer,feed_forward,5,model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.0.0,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.0.0.weight],decode,False
549,shared_transformer,feed_forward,gate_up_proj_adapter_list,0,0,_unsafe_view,"[[B, r_lora]]",,,"[[B, 1, r_lora]]",[548],5,shared_transformer,feed_forward,5,model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.0.0,aten._unsafe_view.default,[],decode,True
550,shared_transformer,feed_forward,gate_up_proj_adapter_list,0,1,t,"[[2*d_ff, r_lora]]","[2*d_ff, r_lora]",0,"[[r_lora, 2*d_ff]]",[],5,shared_transformer,feed_forward,5,model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.0.1,aten.t.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.0.1.weight],decode,True
551,shared_transformer,feed_forward,gate_up_proj_adapter_list,0,1,view,"[[B, 1, r_lora]]",,,"[[B, r_lora]]",[549],5,shared_transformer,feed_forward,5,model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.0.1,aten.view.default,[],decode,True
552,shared_transformer,feed_forward,gate_up_proj_adapter_list,0,1,matmul,"[[B, r_lora], [r_lora, 2*d_ff]]","[2*d_ff, r_lora]",1,"[[B, 2*d_ff]]","[550, 551]",5,shared_transformer,feed_forward,5,model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.0.1,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.0.1.weight],decode,False
553,shared_transformer,feed_forward,gate_up_proj_adapter_list,0,1,_unsafe_view,"[[B, 2*d_ff]]",,,"[[B, 1, 2*d_ff]]",[552],5,shared_transformer,feed_forward,5,model.layers.5.shared_transformer.feed_forward.gate_up_proj_adapter_list.0.1,aten._unsafe_view.default,[],decode,True
554,shared_transformer,feed_forward,,,,elementwise_add,"[[B, 1, 2*d_ff], [B, 1, 2*d_ff]]",,,"[[B, 1, 2*d_ff]]","[545, 553]",5,shared_transformer,feed_forward,2,model.layers.5.shared_transformer.feed_forward,aten.add.Tensor,[],decode,False
555,shared_transformer,feed_forward,,,,split,"[[B, 1, 2*d_ff]]",,,"[[B, 1, d_ff], [B, 1, d_ff]]",[554],5,shared_transformer,feed_forward,2,model.layers.5.shared_transformer.feed_forward,aten.split.Tensor,[],decode,True
556,shared_transformer,feed_forward,act_fn,,,gelu,"[[B, 1, d_ff]]",,,"[[B, 1, d_ff]]",[555],5,shared_transformer,feed_forward,3,model.layers.5.shared_transformer.feed_forward.act_fn,aten.gelu.default,[],decode,False
557,shared_transformer,feed_forward,,,,elementwise_mul,"[[B, 1, d_ff], [B, 1, d_ff]]",,,"[[B, 1, d_ff]]","[555, 556]",5,shared_transformer,feed_forward,2,model.layers.5.shared_transformer.feed_forward,aten.mul.Tensor,[],decode,False
558,shared_transformer,feed_forward,down_proj,,,t,"[[d_model, d_ff]]","[d_model, d_ff]",0,"[[d_ff, d_model]]",[],5,shared_transformer,feed_forward,3,model.layers.5.shared_transformer.feed_forward.down_proj,aten.t.default,[model.layers.5.shared_transformer.feed_forward.down_proj.weight],decode,True
559,shared_transformer,feed_forward,down_proj,,,view,"[[B, 1, d_ff]]",,,"[[B, d_ff]]",[557],5,shared_transformer,feed_forward,3,model.layers.5.shared_transformer.feed_forward.down_proj,aten.view.default,[],decode,True
560,shared_transformer,feed_forward,down_proj,,,matmul,"[[B, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[B, d_model]]","[558, 559]",5,shared_transformer,feed_forward,3,model.layers.5.shared_transformer.feed_forward.down_proj,aten.mm.default,[model.layers.5.shared_transformer.feed_forward.down_proj.weight],decode,False
561,shared_transformer,feed_forward,down_proj,,,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[560],5,shared_transformer,feed_forward,3,model.layers.5.shared_transformer.feed_forward.down_proj,aten._unsafe_view.default,[],decode,True
562,linear,,,,,t,"[[d_model, d_model]]","[d_model, d_model]",0,"[[d_model, d_model]]",[],5,linear,,1,model.layers.5.linear,aten.t.default,[model.layers.5.linear.weight],decode,True
563,linear,,,,,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[561],5,linear,,1,model.layers.5.linear,aten.view.default,[],decode,True
564,linear,,,,,matmul,"[[B, d_model], [d_model, d_model]]","[d_model, d_model]",1,"[[B, d_model]]","[562, 563]",5,linear,,1,model.layers.5.linear,aten.mm.default,[model.layers.5.linear.weight],decode,False
565,linear,,,,,_unsafe_view,"[[B, d_model]]",,,"[[B, 1, d_model]]",[564],5,linear,,1,model.layers.5.linear,aten._unsafe_view.default,[],decode,True
566,mamba_decoder,,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[443, 565]",5,mamba_decoder,,1,model.layers.5.mamba_decoder,aten.add.Tensor,[],decode,False
567,mamba_decoder,input_layernorm,,,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[566],5,mamba_decoder,input_layernorm,2,model.layers.5.mamba_decoder.input_layernorm,aten.pow.Tensor_Scalar,[],decode,False
